# Feed Concentration,Volumetric Recovery Rate,LCOW,LCOW wrt Feed Flow,SEC,SEC wrt Feed,Number of Stages,Final Brine Concentration,Final Permeate Concentration (ppm),Annual Feed Flow,Annual Water Production,Pump Work In (kW),Pump Work Recovered (kW),Net Pump Work In (kW),Energy Recovery (%),Mass Water Recovery Rate (%),System Salt Rejection (%),Total Membrane Area,Total Capex LCOW,Total Opex LCOW,Primary Pump Capex LCOW,Recycle Pump Capex LCOW,ERD Capex LCOW,Membrane Capex LCOW,Indirect Capex LCOW,Electricity LCOW,Membrane Replacement LCOW,Chem-labor-maintenance LCOW,Pumping Energy Agg LCOW,Membrane Agg LCOW,Feed Pressure (bar)-Stage 1,Primary Pump SEC-Stage 1,Recycle Pump SEC-Stage 1,ERD SEC-Stage 1,Net SEC-Stage 1
6.968750e+01,3.000000e-01,1.201045e+00,3.603134e-01,5.817588e+00,1.745277e+00,1.000000e+00,9.899538e+01,1.000000e+03,2.840184e+04,8.520552e+03,1.026516e+01,-3.982163e+00,6.282996e+00,3.879300e+01,3.058578e+01,9.857111e+01,1.073489e+02,5.670144e-01,6.340302e-01,2.298668e-01,0.000000e+00,1.584393e-02,3.779647e-02,2.835072e-01,4.072312e-01,5.669470e-02,1.701043e-01,1.046079e+00,1.549655e-01,7.800194e+01,9.504776e+00,0.000000e+00,-3.687188e+00,5.817588e+00
6.968750e+01,3.375000e-01,1.098268e+00,3.706653e-01,5.370686e+00,1.812607e+00,1.000000e+00,1.045084e+02,1.000000e+03,2.840184e+04,9.585621e+03,1.025653e+01,-3.731148e+00,6.525383e+00,3.637826e+01,3.440901e+01,9.857111e+01,1.222374e+02,5.114884e-01,5.867793e-01,2.041543e-01,0.000000e+00,1.333338e-02,3.825648e-02,2.557442e-01,3.759480e-01,5.738472e-02,1.534465e-01,9.414161e-01,1.568516e-01,7.793723e+01,8.441590e+00,0.000000e+00,-3.070904e+00,5.370686e+00
6.968750e+01,3.750000e-01,1.015267e+00,3.807253e-01,5.001446e+00,1.875542e+00,1.000000e+00,1.106756e+02,1.000000e+03,2.840184e+04,1.065069e+04,1.022916e+01,-3.477207e+00,6.751951e+00,3.399309e+01,3.823223e+01,9.857111e+01,1.379171e+02,4.668424e-01,5.484250e-01,1.832485e-01,0.000000e+00,1.132526e-02,3.884738e-02,2.334212e-01,3.501012e-01,5.827108e-02,1.400527e-01,8.559931e-01,1.592743e-01,7.773194e+01,7.577154e+00,0.000000e+00,-2.575709e+00,5.001446e+00
6.968750e+01,4.125000e-01,9.471556e-01,3.907017e-01,4.690633e+00,1.934886e+00,1.000000e+00,1.176203e+02,1.000000e+03,2.840184e+04,1.171576e+04,1.018932e+01,-3.223733e+00,6.965591e+00,3.163834e+01,4.205545e+01,9.857111e+01,1.544864e+02,4.303641e-01,5.167915e-01,1.659408e-01,0.000000e+00,9.682580e-03,3.955862e-02,2.151820e-01,3.283443e-01,5.933793e-02,1.291092e-01,7.849652e-01,1.621903e-01,7.743318e+01,6.861497e+00,0.000000e+00,-2.170864e+00,4.690633e+00
6.968750e+01,4.500000e-01,8.905068e-01,4.007280e-01,4.428580e+00,1.992861e+00,1.000000e+00,1.255014e+02,9.964667e+02,2.840184e+04,1.278083e+04,1.015282e+01,-2.978518e+00,7.174300e+00,2.933686e+01,4.587871e+01,9.857617e+01,1.712571e+02,4.001602e-01,4.903466e-01,1.515675e-01,0.000000e+00,8.314038e-03,4.019860e-02,2.000801e-01,3.100006e-01,6.029790e-02,1.200481e-01,7.256925e-01,1.648143e-01,7.715938e+01,6.267171e+00,0.000000e+00,-1.838591e+00,4.428580e+00
6.968750e+01,4.875000e-01,8.423667e-01,4.106538e-01,4.239741e+00,2.066874e+00,1.000000e+00,1.345477e+02,9.606207e+02,2.840184e+04,1.384590e+04,1.023227e+01,-2.791527e+00,7.440745e+00,2.728159e+01,4.970237e+01,9.862742e+01,1.805251e+02,3.745485e-01,4.678182e-01,1.410033e-01,0.000000e+00,7.156455e-03,3.911449e-02,1.872743e-01,2.967819e-01,5.867174e-02,1.123646e-01,6.819973e-01,1.603694e-01,7.775529e+01,5.830354e+00,0.000000e+00,-1.590613e+00,4.239741e+00
6.968750e+01,5.250000e-01,8.006684e-01,4.203509e-01,4.076292e+00,2.140053e+00,1.000000e+00,1.450005e+02,9.254804e+02,2.840184e+04,1.491097e+04,1.030626e+01,-2.602066e+00,7.704192e+00,2.524744e+01,5.352608e+01,9.867767e+01,1.896190e+02,3.523866e-01,4.482818e-01,1.318784e-01,0.000000e+00,6.164678e-03,3.815024e-02,1.761933e-01,2.853404e-01,5.722536e-02,1.057160e-01,6.442524e-01,1.564160e-01,7.831018e+01,5.453046e+00,0.000000e+00,-1.376754e+00,4.076292e+00
6.968750e+01,5.625000e-01,7.641757e-01,4.298488e-01,3.933325e+00,2.212495e+00,1.000000e+00,1.572123e+02,8.902962e+02,2.840184e+04,1.597604e+04,1.037537e+01,-2.410383e+00,7.964983e+00,2.323179e+01,5.734986e+01,9.872797e+01,1.985673e+02,3.330093e-01,4.311664e-01,1.239118e-01,0.000000e+00,5.305632e-03,3.728721e-02,1.665047e-01,2.753327e-01,5.593081e-02,9.990280e-02,6.112982e-01,1.528776e-01,7.882849e+01,5.123637e+00,0.000000e+00,-1.190313e+00,3.933325e+00
6.968750e+01,6.000000e-01,7.319522e-01,4.391713e-01,3.807129e+00,2.284277e+00,1.000000e+00,1.716632e+02,8.543623e+02,2.840184e+04,1.704110e+04,1.044011e+01,-2.216715e+00,8.223398e+00,2.123267e+01,6.117372e+01,9.877935e+01,2.073908e+02,3.159138e-01,4.160383e-01,1.168923e-01,0.000000e+00,4.554532e-03,3.651010e-02,1.579569e-01,2.664990e-01,5.476516e-02,9.477415e-02,5.822607e-01,1.496914e-01,7.931410e+01,4.833386e+00,0.000000e+00,-1.026257e+00,3.807129e+00
6.968750e+01,6.375000e-01,7.032744e-01,4.483375e-01,3.694840e+00,2.355461e+00,1.000000e+00,1.890238e+02,8.170254e+02,2.840184e+04,1.810617e+04,1.050095e+01,-2.021293e+00,8.479658e+00,1.924867e+01,6.499766e+01,9.883272e+01,2.161054e+02,3.007124e-01,4.025621e-01,1.106574e-01,0.000000e+00,3.892460e-03,3.580636e-02,1.503562e-01,2.586388e-01,5.370953e-02,9.021371e-02,5.564684e-01,1.468061e-01,7.977039e+01,4.575578e+00,0.000000e+00,-8.807377e-01,3.694840e+00
6.968750e+01,6.750000e-01,6.775745e-01,4.573628e-01,3.594208e+00,2.426090e+00,1.000000e+00,2.102586e+02,7.777100e+02,2.840184e+04,1.917124e+04,1.055828e+01,-1.824351e+00,8.733925e+00,1.727888e+01,6.882171e+01,9.888893e+01,2.247226e+02,2.871012e-01,3.904733e-01,1.050803e-01,0.000000e+00,3.304743e-03,3.516558e-02,1.435506e-01,2.515946e-01,5.274837e-02,8.613035e-02,5.333956e-01,1.441789e-01,8.020032e+01,4.344970e+00,0.000000e+00,-7.507619e-01,3.594208e+00
6.968750e+01,7.125000e-01,6.543991e-01,4.662594e-01,3.503430e+00,2.496194e+00,1.000000e+00,2.368055e+02,7.359660e+02,2.840184e+04,2.023631e+04,1.061244e+01,-1.626141e+00,8.986298e+00,1.532297e+01,7.264587e+01,9.894860e+01,2.332513e+02,2.748387e-01,3.795604e-01,1.000604e-01,0.000000e+00,2.779857e-03,3.457912e-02,1.374194e-01,2.452401e-01,5.186868e-02,8.245162e-02,5.126247e-01,1.417744e-01,8.060654e+01,4.137403e+00,0.000000e+00,-6.339730e-01,3.503430e+00
6.968750e+01,7.500000e-01,6.333820e-01,4.750365e-01,3.421037e+00,2.565778e+00,1.000000e+00,2.709017e+02,6.915426e+02,2.840184e+04,2.130138e+04,1.066375e+01,-1.426950e+00,9.236800e+00,1.338132e+01,7.647015e+01,9.901209e+01,2.416974e+02,2.637307e-01,3.696513e-01,9.551698e-02,0.000000e+00,2.308671e-03,3.403969e-02,1.318653e-01,2.394726e-01,5.105953e-02,7.911920e-02,4.938193e-01,1.395627e-01,8.099138e+01,3.949537e+00,0.000000e+00,-5.285001e-01,3.421037e+00
6.968750e+01,7.875000e-01,6.142223e-01,4.837000e-01,3.345804e+00,2.634821e+00,1.000000e+00,3.162211e+02,6.444856e+02,2.840184e+04,2.236645e+04,1.071250e+01,-1.227144e+00,9.485356e+00,1.145525e+01,8.029457e+01,9.907935e+01,2.500647e+02,2.536188e-01,3.606035e-01,9.138442e-02,0.000000e+00,1.883923e-03,3.354104e-02,1.268094e-01,2.342063e-01,5.031156e-02,7.608563e-02,4.767040e-01,1.375183e-01,8.135699e+01,3.778659e+00,0.000000e+00,-4.328549e-01,3.345804e+00
6.968750e+01,8.250000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.968750e+01,8.625000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.968750e+01,9.000000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.687500e+01,3.000000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.687500e+01,3.375000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.687500e+01,3.750000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.687500e+01,4.125000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.687500e+01,4.500000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.687500e+01,4.875000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.687500e+01,5.250000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.687500e+01,5.625000e-01,8.192348e-01,4.608196e-01,4.241639e+00,2.385922e+00,1.000000e+00,1.732209e+02,9.975491e+02,2.840184e+04,1.597604e+04,1.119823e+01,-2.608914e+00,8.589319e+00,2.329755e+01,5.748099e+01,9.870788e+01,2.088426e+02,3.565346e-01,4.627002e-01,1.337392e-01,0.000000e+00,5.311339e-03,3.921673e-02,1.782673e-01,2.969147e-01,5.882509e-02,1.069604e-01,6.584463e-01,1.607886e-01,8.500000e+01,5.529992e+00,0.000000e+00,-1.288353e+00,4.241639e+00
7.687500e+01,6.000000e-01,7.846954e-01,4.708173e-01,4.084505e+00,2.450703e+00,1.000000e+00,1.890754e+02,9.700079e+02,2.840184e+04,1.704110e+04,1.119823e+01,-2.375701e+00,8.822532e+00,2.121497e+01,6.131346e+01,9.874358e+01,2.229656e+02,3.383862e-01,4.463092e-01,1.253805e-01,0.000000e+00,4.560604e-03,3.925197e-02,1.691931e-01,2.859154e-01,5.887795e-02,1.015159e-01,6.237624e-01,1.609331e-01,8.500000e+01,5.184367e+00,0.000000e+00,-1.099862e+00,4.084505e+00
7.687500e+01,6.375000e-01,7.541002e-01,4.807389e-01,3.944251e+00,2.514460e+00,1.000000e+00,2.081072e+02,9.389517e+02,2.840184e+04,1.810617e+04,1.119823e+01,-2.146177e+00,9.052057e+00,1.916532e+01,6.514604e+01,9.878384e+01,2.370757e+02,3.223702e-01,4.317300e-01,1.180052e-01,0.000000e+00,3.898948e-03,3.928092e-02,1.611851e-01,2.760976e-01,5.892137e-02,9.671105e-02,5.930484e-01,1.610518e-01,8.500000e+01,4.879404e+00,0.000000e+00,-9.351533e-01,3.944251e+00
7.687500e+01,6.750000e-01,7.267974e-01,4.905882e-01,3.818126e+00,2.577235e+00,1.000000e+00,2.313621e+02,9.041670e+02,2.840184e+04,1.917124e+04,1.119823e+01,-1.920187e+00,9.278046e+00,1.714723e+01,6.897874e+01,9.882892e+01,2.511741e+02,3.081318e-01,4.186656e-01,1.114494e-01,0.000000e+00,3.311709e-03,3.930482e-02,1.540659e-01,2.672688e-01,5.895723e-02,9.243954e-02,5.656476e-01,1.611498e-01,8.500000e+01,4.608326e+00,0.000000e+00,-7.902005e-01,3.818126e+00
7.687500e+01,7.125000e-01,7.022708e-01,5.003680e-01,3.703937e+00,2.639055e+00,1.000000e+00,2.603943e+02,8.655537e+02,2.840184e+04,2.023631e+04,1.119823e+01,-1.697635e+00,9.500598e+00,1.515985e+01,7.281157e+01,9.887897e+01,2.652612e+02,2.953911e-01,4.068797e-01,1.055836e-01,0.000000e+00,2.787378e-03,3.932455e-02,1.476955e-01,2.592756e-01,5.898682e-02,8.861732e-02,5.410402e-01,1.612306e-01,8.500000e+01,4.365783e+00,0.000000e+00,-6.618460e-01,3.703937e+00
7.687500e+01,7.500000e-01,6.801053e-01,5.100790e-01,3.599903e+00,2.699927e+00,1.000000e+00,2.976126e+02,8.232012e+02,2.840184e+04,2.130138e+04,1.119823e+01,-1.478496e+00,9.719737e+00,1.320294e+01,7.664455e+01,9.893386e+01,2.793370e+02,2.839239e-01,3.961814e-01,1.003044e-01,0.000000e+00,2.316838e-03,3.934070e-02,1.419620e-01,2.519932e-01,5.901104e-02,8.517718e-02,5.188085e-01,1.612969e-01,8.500000e+01,4.147494e+00,0.000000e+00,-5.475913e-01,3.599903e+00
7.687500e+01,7.875000e-01,6.599625e-01,5.197205e-01,3.504543e+00,2.759828e+00,1.000000e+00,3.469525e+02,7.774824e+02,2.840184e+04,2.236645e+04,1.119823e+01,-1.262853e+00,9.935381e+00,1.127725e+01,8.047766e+01,9.899310e+01,2.934008e+02,2.735492e-01,3.864133e-01,9.552803e-02,0.000000e+00,1.892853e-03,3.935369e-02,1.367746e-01,2.453180e-01,5.903054e-02,8.206475e-02,4.986123e-01,1.613501e-01,8.500000e+01,3.949994e+00,0.000000e+00,-4.454507e-01,3.504543e+00
7.687500e+01,8.250000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.687500e+01,8.625000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.687500e+01,9.000000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.406250e+01,3.000000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.406250e+01,3.375000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.406250e+01,3.750000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.406250e+01,4.125000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.406250e+01,4.500000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.406250e+01,4.875000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.406250e+01,5.250000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.406250e+01,5.625000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.406250e+01,6.000000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.406250e+01,6.375000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.406250e+01,6.750000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.406250e+01,7.125000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.406250e+01,7.500000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.406250e+01,7.875000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.406250e+01,8.250000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.406250e+01,8.625000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.406250e+01,9.000000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.125000e+01,3.000000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.125000e+01,3.375000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.125000e+01,3.750000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.125000e+01,4.125000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.125000e+01,4.500000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.125000e+01,4.875000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.125000e+01,5.250000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.125000e+01,5.625000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.125000e+01,6.000000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.125000e+01,6.375000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.125000e+01,6.750000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.125000e+01,7.125000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.125000e+01,7.500000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.125000e+01,7.875000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.125000e+01,8.250000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.125000e+01,8.625000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.125000e+01,9.000000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.843750e+01,3.000000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.843750e+01,3.375000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.843750e+01,3.750000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.843750e+01,4.125000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.843750e+01,4.500000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.843750e+01,4.875000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.843750e+01,5.250000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.843750e+01,5.625000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.843750e+01,6.000000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.843750e+01,6.375000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.843750e+01,6.750000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.843750e+01,7.125000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.843750e+01,7.500000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.843750e+01,7.875000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.843750e+01,8.250000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.843750e+01,8.625000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.843750e+01,9.000000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.056250e+02,3.000000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.056250e+02,3.375000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
