# steam_cost,electricity_cost,LCOW,SEC
2.526316e-03,0.000000e+00,1.929990e+00,3.381388e+00
2.526316e-03,2.631579e-02,1.986949e+00,3.381388e+00
2.526316e-03,5.263158e-02,2.043908e+00,3.381388e+00
2.526316e-03,7.894737e-02,2.100867e+00,3.381388e+00
2.526316e-03,1.052632e-01,2.157827e+00,3.381388e+00
2.526316e-03,1.315789e-01,2.214786e+00,3.381388e+00
2.526316e-03,1.578947e-01,2.271745e+00,3.381388e+00
2.526316e-03,1.842105e-01,2.328704e+00,3.381388e+00
2.526316e-03,2.105263e-01,2.385663e+00,3.381388e+00
2.526316e-03,2.368421e-01,2.442622e+00,3.381388e+00
2.526316e-03,2.631579e-01,2.499582e+00,3.381388e+00
2.526316e-03,2.894737e-01,2.556541e+00,3.381388e+00
2.526316e-03,3.157895e-01,2.613500e+00,3.381388e+00
2.526316e-03,3.421053e-01,2.670459e+00,3.381388e+00
2.526316e-03,3.684211e-01,2.727418e+00,3.381388e+00
2.526316e-03,3.947368e-01,2.784378e+00,3.381388e+00
2.526316e-03,4.210526e-01,2.841337e+00,3.381388e+00
2.526316e-03,4.473684e-01,2.898296e+00,3.381388e+00
2.526316e-03,4.736842e-01,2.955255e+00,3.381388e+00
2.526316e-03,5.000000e-01,3.012214e+00,3.381387e+00
2.947368e-03,0.000000e+00,2.041830e+00,3.381388e+00
2.947368e-03,2.631579e-02,2.098789e+00,3.381388e+00
2.947368e-03,5.263158e-02,2.155748e+00,3.381388e+00
2.947368e-03,7.894737e-02,2.212707e+00,3.381388e+00
2.947368e-03,1.052632e-01,2.269667e+00,3.381388e+00
2.947368e-03,1.315789e-01,2.326626e+00,3.381388e+00
2.947368e-03,1.578947e-01,2.383585e+00,3.381388e+00
2.947368e-03,1.842105e-01,2.440544e+00,3.381388e+00
2.947368e-03,2.105263e-01,2.497503e+00,3.381388e+00
2.947368e-03,2.368421e-01,2.554462e+00,3.381388e+00
2.947368e-03,2.631579e-01,2.611422e+00,3.381388e+00
2.947368e-03,2.894737e-01,2.668381e+00,3.381388e+00
2.947368e-03,3.157895e-01,2.725340e+00,3.381388e+00
2.947368e-03,3.421053e-01,2.782299e+00,3.381388e+00
2.947368e-03,3.684211e-01,2.839258e+00,3.381388e+00
2.947368e-03,3.947368e-01,2.896217e+00,3.381388e+00
2.947368e-03,4.210526e-01,2.953177e+00,3.381388e+00
2.947368e-03,4.473684e-01,3.010136e+00,3.381388e+00
2.947368e-03,4.736842e-01,3.067095e+00,3.381388e+00
2.947368e-03,5.000000e-01,3.124054e+00,3.381388e+00
3.368421e-03,0.000000e+00,2.153670e+00,3.381388e+00
3.368421e-03,2.631579e-02,2.210629e+00,3.381388e+00
3.368421e-03,5.263158e-02,2.267588e+00,3.381388e+00
3.368421e-03,7.894737e-02,2.324547e+00,3.381388e+00
3.368421e-03,1.052632e-01,2.381506e+00,3.381388e+00
3.368421e-03,1.315789e-01,2.438466e+00,3.381388e+00
3.368421e-03,1.578947e-01,2.495425e+00,3.381388e+00
3.368421e-03,1.842105e-01,2.552384e+00,3.381388e+00
3.368421e-03,2.105263e-01,2.609343e+00,3.381388e+00
3.368421e-03,2.368421e-01,2.666302e+00,3.381388e+00
3.368421e-03,2.631579e-01,2.723261e+00,3.381388e+00
3.368421e-03,2.894737e-01,2.780221e+00,3.381388e+00
3.368421e-03,3.157895e-01,2.837180e+00,3.381388e+00
3.368421e-03,3.421053e-01,2.894139e+00,3.381388e+00
3.368421e-03,3.684211e-01,2.951098e+00,3.381388e+00
3.368421e-03,3.947368e-01,3.008057e+00,3.381388e+00
3.368421e-03,4.210526e-01,3.065017e+00,3.381388e+00
3.368421e-03,4.473684e-01,3.121976e+00,3.381388e+00
3.368421e-03,4.736842e-01,3.178935e+00,3.381388e+00
3.368421e-03,5.000000e-01,3.235894e+00,3.381388e+00
3.789474e-03,0.000000e+00,2.265510e+00,3.381388e+00
3.789474e-03,2.631579e-02,2.322469e+00,3.381388e+00
3.789474e-03,5.263158e-02,2.379428e+00,3.381388e+00
3.789474e-03,7.894737e-02,2.436387e+00,3.381388e+00
3.789474e-03,1.052632e-01,2.493346e+00,3.381388e+00
3.789474e-03,1.315789e-01,2.550306e+00,3.381388e+00
3.789474e-03,1.578947e-01,2.607265e+00,3.381388e+00
3.789474e-03,1.842105e-01,2.664224e+00,3.381388e+00
3.789474e-03,2.105263e-01,2.721183e+00,3.381388e+00
3.789474e-03,2.368421e-01,2.778142e+00,3.381388e+00
3.789474e-03,2.631579e-01,2.835101e+00,3.381388e+00
3.789474e-03,2.894737e-01,2.892061e+00,3.381388e+00
3.789474e-03,3.157895e-01,2.949020e+00,3.381388e+00
3.789474e-03,3.421053e-01,3.005979e+00,3.381388e+00
3.789474e-03,3.684211e-01,3.062938e+00,3.381388e+00
3.789474e-03,3.947368e-01,3.119897e+00,3.381388e+00
3.789474e-03,4.210526e-01,3.176856e+00,3.381388e+00
3.789474e-03,4.473684e-01,3.233816e+00,3.381388e+00
3.789474e-03,4.736842e-01,3.290775e+00,3.381388e+00
3.789474e-03,5.000000e-01,3.347734e+00,3.381388e+00
4.210526e-03,0.000000e+00,2.377350e+00,3.381388e+00
4.210526e-03,2.631579e-02,2.434309e+00,3.381388e+00
4.210526e-03,5.263158e-02,2.491268e+00,3.381388e+00
4.210526e-03,7.894737e-02,2.548227e+00,3.381388e+00
4.210526e-03,1.052632e-01,2.605186e+00,3.381388e+00
4.210526e-03,1.315789e-01,2.662145e+00,3.381388e+00
4.210526e-03,1.578947e-01,2.719105e+00,3.381388e+00
4.210526e-03,1.842105e-01,2.776064e+00,3.381388e+00
4.210526e-03,2.105263e-01,2.833023e+00,3.381388e+00
4.210526e-03,2.368421e-01,2.889982e+00,3.381388e+00
4.210526e-03,2.631579e-01,2.946941e+00,3.381388e+00
4.210526e-03,2.894737e-01,3.003901e+00,3.381388e+00
4.210526e-03,3.157895e-01,3.060860e+00,3.381388e+00
4.210526e-03,3.421053e-01,3.117819e+00,3.381388e+00
4.210526e-03,3.684211e-01,3.174778e+00,3.381388e+00
4.210526e-03,3.947368e-01,3.231737e+00,3.381388e+00
4.210526e-03,4.210526e-01,3.288696e+00,3.381388e+00
4.210526e-03,4.473684e-01,3.345656e+00,3.381388e+00
4.210526e-03,4.736842e-01,3.402615e+00,3.381388e+00
4.210526e-03,5.000000e-01,3.459574e+00,3.381388e+00
4.631579e-03,0.000000e+00,2.489190e+00,3.381388e+00
4.631579e-03,2.631579e-02,2.546149e+00,3.381388e+00
4.631579e-03,5.263158e-02,2.603108e+00,3.381388e+00
4.631579e-03,7.894737e-02,2.660067e+00,3.381388e+00
4.631579e-03,1.052632e-01,2.717026e+00,3.381388e+00
4.631579e-03,1.315789e-01,2.773985e+00,3.381388e+00
4.631579e-03,1.578947e-01,2.830945e+00,3.381388e+00
4.631579e-03,1.842105e-01,2.887904e+00,3.381388e+00
4.631579e-03,2.105263e-01,2.944863e+00,3.381388e+00
4.631579e-03,2.368421e-01,3.001822e+00,3.381388e+00
4.631579e-03,2.631579e-01,3.058781e+00,3.381388e+00
4.631579e-03,2.894737e-01,3.115740e+00,3.381388e+00
4.631579e-03,3.157895e-01,3.172700e+00,3.381388e+00
4.631579e-03,3.421053e-01,3.229659e+00,3.381388e+00
4.631579e-03,3.684211e-01,3.286618e+00,3.381388e+00
4.631579e-03,3.947368e-01,3.343577e+00,3.381388e+00
4.631579e-03,4.210526e-01,3.400536e+00,3.381388e+00
4.631579e-03,4.473684e-01,3.457495e+00,3.381388e+00
4.631579e-03,4.736842e-01,3.514455e+00,3.381388e+00
4.631579e-03,5.000000e-01,3.571414e+00,3.381388e+00
5.052632e-03,0.000000e+00,2.601029e+00,3.381388e+00
5.052632e-03,2.631579e-02,2.657989e+00,3.381388e+00
5.052632e-03,5.263158e-02,2.714948e+00,3.381388e+00
5.052632e-03,7.894737e-02,2.771907e+00,3.381388e+00
5.052632e-03,1.052632e-01,2.828866e+00,3.381388e+00
5.052632e-03,1.315789e-01,2.885825e+00,3.381388e+00
5.052632e-03,1.578947e-01,2.942784e+00,3.381388e+00
5.052632e-03,1.842105e-01,2.999744e+00,3.381388e+00
5.052632e-03,2.105263e-01,3.056703e+00,3.381388e+00
5.052632e-03,2.368421e-01,3.113662e+00,3.381388e+00
5.052632e-03,2.631579e-01,3.170621e+00,3.381388e+00
5.052632e-03,2.894737e-01,3.227580e+00,3.381388e+00
5.052632e-03,3.157895e-01,3.284540e+00,3.381388e+00
5.052632e-03,3.421053e-01,3.341499e+00,3.381388e+00
5.052632e-03,3.684211e-01,3.398458e+00,3.381388e+00
5.052632e-03,3.947368e-01,3.455417e+00,3.381388e+00
5.052632e-03,4.210526e-01,3.512376e+00,3.381388e+00
5.052632e-03,4.473684e-01,3.569335e+00,3.381388e+00
5.052632e-03,4.736842e-01,3.626295e+00,3.381388e+00
5.052632e-03,5.000000e-01,3.683254e+00,3.381388e+00
5.473684e-03,0.000000e+00,2.712662e+00,3.388084e+00
5.473684e-03,2.631579e-02,2.769621e+00,3.388084e+00
5.473684e-03,5.263158e-02,2.826580e+00,3.388084e+00
5.473684e-03,7.894737e-02,2.883540e+00,3.388084e+00
5.473684e-03,1.052632e-01,2.940499e+00,3.388084e+00
5.473684e-03,1.315789e-01,2.997458e+00,3.388084e+00
5.473684e-03,1.578947e-01,3.054417e+00,3.388084e+00
5.473684e-03,1.842105e-01,3.111376e+00,3.388084e+00
5.473684e-03,2.105263e-01,3.168335e+00,3.388084e+00
5.473684e-03,2.368421e-01,3.225295e+00,3.388083e+00
5.473684e-03,2.631579e-01,3.282254e+00,3.388084e+00
5.473684e-03,2.894737e-01,3.339213e+00,3.388084e+00
5.473684e-03,3.157895e-01,3.396172e+00,3.388084e+00
5.473684e-03,3.421053e-01,3.453131e+00,3.388084e+00
5.473684e-03,3.684211e-01,3.510090e+00,3.388084e+00
5.473684e-03,3.947368e-01,3.567050e+00,3.388084e+00
5.473684e-03,4.210526e-01,3.624009e+00,3.388084e+00
5.473684e-03,4.473684e-01,3.680968e+00,3.388084e+00
5.473684e-03,4.736842e-01,3.737927e+00,3.388084e+00
5.473684e-03,5.000000e-01,3.794886e+00,3.388084e+00
5.894737e-03,0.000000e+00,2.823699e+00,3.395641e+00
5.894737e-03,2.631579e-02,2.880658e+00,3.395641e+00
5.894737e-03,5.263158e-02,2.937617e+00,3.395641e+00
5.894737e-03,7.894737e-02,2.994576e+00,3.395641e+00
5.894737e-03,1.052632e-01,3.051535e+00,3.395641e+00
5.894737e-03,1.315789e-01,3.108494e+00,3.395641e+00
5.894737e-03,1.578947e-01,3.165454e+00,3.395641e+00
5.894737e-03,1.842105e-01,3.222413e+00,3.395641e+00
5.894737e-03,2.105263e-01,3.279372e+00,3.395641e+00
5.894737e-03,2.368421e-01,3.336331e+00,3.395641e+00
5.894737e-03,2.631579e-01,3.393290e+00,3.395641e+00
5.894737e-03,2.894737e-01,3.450250e+00,3.395641e+00
5.894737e-03,3.157895e-01,3.507209e+00,3.395641e+00
5.894737e-03,3.421053e-01,3.564168e+00,3.395641e+00
5.894737e-03,3.684211e-01,3.621127e+00,3.395641e+00
5.894737e-03,3.947368e-01,3.678086e+00,3.395641e+00
5.894737e-03,4.210526e-01,3.735045e+00,3.395641e+00
5.894737e-03,4.473684e-01,3.792005e+00,3.395641e+00
5.894737e-03,4.736842e-01,3.848964e+00,3.395641e+00
5.894737e-03,5.000000e-01,3.905923e+00,3.395641e+00
6.315789e-03,0.000000e+00,2.934192e+00,3.402423e+00
6.315789e-03,2.631579e-02,2.991152e+00,3.402423e+00
6.315789e-03,5.263158e-02,3.048111e+00,3.402423e+00
6.315789e-03,7.894737e-02,3.105070e+00,3.402423e+00
6.315789e-03,1.052632e-01,3.162029e+00,3.402423e+00
6.315789e-03,1.315789e-01,3.218988e+00,3.402423e+00
6.315789e-03,1.578947e-01,3.275947e+00,3.402423e+00
6.315789e-03,1.842105e-01,3.332907e+00,3.402423e+00
6.315789e-03,2.105263e-01,3.389866e+00,3.402423e+00
6.315789e-03,2.368421e-01,3.446825e+00,3.402423e+00
6.315789e-03,2.631579e-01,3.503784e+00,3.402423e+00
6.315789e-03,2.894737e-01,3.560743e+00,3.402423e+00
6.315789e-03,3.157895e-01,3.617702e+00,3.402423e+00
6.315789e-03,3.421053e-01,3.674662e+00,3.402423e+00
6.315789e-03,3.684211e-01,3.731621e+00,3.402423e+00
6.315789e-03,3.947368e-01,3.788580e+00,3.402423e+00
6.315789e-03,4.210526e-01,3.845539e+00,3.402423e+00
6.315789e-03,4.473684e-01,3.902498e+00,3.402423e+00
6.315789e-03,4.736842e-01,3.959458e+00,3.402423e+00
6.315789e-03,5.000000e-01,4.016417e+00,3.402423e+00
6.736842e-03,0.000000e+00,3.044199e+00,3.408551e+00
6.736842e-03,2.631579e-02,3.101158e+00,3.408551e+00
6.736842e-03,5.263158e-02,3.158118e+00,3.408551e+00
6.736842e-03,7.894737e-02,3.215077e+00,3.408551e+00
6.736842e-03,1.052632e-01,3.272036e+00,3.408551e+00
6.736842e-03,1.315789e-01,3.328995e+00,3.408551e+00
6.736842e-03,1.578947e-01,3.385954e+00,3.408551e+00
6.736842e-03,1.842105e-01,3.442913e+00,3.408551e+00
6.736842e-03,2.105263e-01,3.499873e+00,3.408551e+00
6.736842e-03,2.368421e-01,3.556832e+00,3.408551e+00
6.736842e-03,2.631579e-01,3.613791e+00,3.408551e+00
6.736842e-03,2.894737e-01,3.670750e+00,3.408551e+00
6.736842e-03,3.157895e-01,3.727709e+00,3.408551e+00
6.736842e-03,3.421053e-01,3.784668e+00,3.408551e+00
6.736842e-03,3.684211e-01,3.546246e+00,3.573339e+00
6.736842e-03,3.947368e-01,3.603205e+00,3.573339e+00
6.736842e-03,4.210526e-01,3.660165e+00,3.573339e+00
6.736842e-03,4.473684e-01,3.717124e+00,3.573339e+00
6.736842e-03,4.736842e-01,3.774083e+00,3.573339e+00
6.736842e-03,5.000000e-01,3.831042e+00,3.573339e+00
7.157895e-03,0.000000e+00,2.848635e+00,3.573339e+00
7.157895e-03,2.631579e-02,2.905595e+00,3.573339e+00
7.157895e-03,5.263158e-02,2.962554e+00,3.573339e+00
7.157895e-03,7.894737e-02,3.019513e+00,3.573339e+00
7.157895e-03,1.052632e-01,3.076472e+00,3.573339e+00
7.157895e-03,1.315789e-01,3.133431e+00,3.573339e+00
7.157895e-03,1.578947e-01,3.190390e+00,3.573339e+00
7.157895e-03,1.842105e-01,3.247350e+00,3.573339e+00
7.157895e-03,2.105263e-01,3.304309e+00,3.573339e+00
7.157895e-03,2.368421e-01,3.361268e+00,3.573339e+00
7.157895e-03,2.631579e-01,3.418227e+00,3.573339e+00
7.157895e-03,2.894737e-01,3.475186e+00,3.573339e+00
7.157895e-03,3.157895e-01,3.532145e+00,3.573339e+00
7.157895e-03,3.421053e-01,3.589105e+00,3.573339e+00
7.157895e-03,3.684211e-01,3.646064e+00,3.573339e+00
7.157895e-03,3.947368e-01,3.703023e+00,3.573339e+00
7.157895e-03,4.210526e-01,3.759982e+00,3.573339e+00
7.157895e-03,4.473684e-01,3.816941e+00,3.573339e+00
7.157895e-03,4.736842e-01,3.873901e+00,3.573339e+00
7.157895e-03,5.000000e-01,3.930860e+00,3.573339e+00
7.578947e-03,0.000000e+00,2.948453e+00,3.573339e+00
7.578947e-03,2.631579e-02,3.005412e+00,3.573339e+00
7.578947e-03,5.263158e-02,3.062371e+00,3.573339e+00
7.578947e-03,7.894737e-02,3.119331e+00,3.573339e+00
7.578947e-03,1.052632e-01,3.176290e+00,3.573339e+00
7.578947e-03,1.315789e-01,3.233249e+00,3.573339e+00
7.578947e-03,1.578947e-01,3.290208e+00,3.573339e+00
7.578947e-03,1.842105e-01,3.347167e+00,3.573339e+00
7.578947e-03,2.105263e-01,3.404126e+00,3.573339e+00
7.578947e-03,2.368421e-01,3.461086e+00,3.573339e+00
7.578947e-03,2.631579e-01,3.518045e+00,3.573339e+00
7.578947e-03,2.894737e-01,3.575004e+00,3.573339e+00
7.578947e-03,3.157895e-01,3.631963e+00,3.573339e+00
7.578947e-03,3.421053e-01,3.688922e+00,3.573339e+00
7.578947e-03,3.684211e-01,3.745881e+00,3.573339e+00
7.578947e-03,3.947368e-01,3.802841e+00,3.573339e+00
7.578947e-03,4.210526e-01,3.859800e+00,3.573339e+00
7.578947e-03,4.473684e-01,3.916759e+00,3.573339e+00
7.578947e-03,4.736842e-01,3.973718e+00,3.573339e+00
7.578947e-03,5.000000e-01,4.030677e+00,3.573339e+00
8.000000e-03,0.000000e+00,3.048271e+00,3.573339e+00
8.000000e-03,2.631579e-02,3.105230e+00,3.573339e+00
8.000000e-03,5.263158e-02,3.162189e+00,3.573339e+00
8.000000e-03,7.894737e-02,3.219148e+00,3.573339e+00
8.000000e-03,1.052632e-01,3.276107e+00,3.573339e+00
8.000000e-03,1.315789e-01,3.333066e+00,3.573339e+00
8.000000e-03,1.578947e-01,3.390026e+00,3.573339e+00
8.000000e-03,1.842105e-01,3.446985e+00,3.573339e+00
8.000000e-03,2.105263e-01,3.503944e+00,3.573339e+00
8.000000e-03,2.368421e-01,3.560903e+00,3.573339e+00
8.000000e-03,2.631579e-01,3.617862e+00,3.573339e+00
8.000000e-03,2.894737e-01,3.674822e+00,3.573339e+00
8.000000e-03,3.157895e-01,3.731781e+00,3.573339e+00
8.000000e-03,3.421053e-01,3.788740e+00,3.573339e+00
8.000000e-03,3.684211e-01,3.845699e+00,3.573339e+00
8.000000e-03,3.947368e-01,3.902658e+00,3.573339e+00
8.000000e-03,4.210526e-01,3.959617e+00,3.573339e+00
8.000000e-03,4.473684e-01,4.016577e+00,3.573339e+00
8.000000e-03,4.736842e-01,4.073536e+00,3.573339e+00
8.000000e-03,5.000000e-01,4.130495e+00,3.573339e+00
