,S_su, S_aa, S_fa, S_va, S_bu, S_pro, S_ac, S_h2, S_ch4, S_IC, S_IN, S_I, X_c, X_ch, X_pr, X_li, X_aa, X_fa, X_c4, X_pro, X_ac, X_h2, X_I, S_cat, S_an, H2O,Volumetric Flowrate
0,3000.000000000001,600.0000000000001,400.00000000000017,400.00000000000017,400.00000000000017,400.00000000000017,400.00000000000017,5.000000000000002e-06,0.005000000000000001,480.4280000000002,140.06700000000004,20.000000000000004,100.00000000000004,300.00000000000006,500.0000000000002,250.0000000000001,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,25.00000000000001,40.00000000000001,20.000000000000004,990964.2006568097,9.179999999999996
