0.07812746,0.150364194
0.07143322,0.167070597
0.07037835,0.229242663
0.06843861,0.263252103
0.06805564,0.264372993
0.07667838,0.254632504
0.1307471,0.252251551
0.07297565,0.254635993
0.0570372,0.24170863
0.02324438,0.22316321
0.02203889,0.205481597
0.02941204,0.213264699
0.0465257,0.228818221
0.05575363,0.238588112
0.0677089,0.16426744
0.07354409,0.139526512
0.0788056,0.131587227
0.07566285,0.128189734
0.07887666,0.129043109
0.10009111,0.136869374
0.1173255,0.143597945
0.12313344,0.143917708
0.13134,0.161160406
0.09678444,0.164583703
