Figure generated with AnalysisWaterTAP tools
Water recovery (%),2 stages,,3 stages,4 stages,5 stages,6 stages
30.0,,,,,,
58.42105263157895,,,,,,
64.73684210526316,,,,,,
67.89473684210527,,,,,,
71.05263157894738,,,,,,
74.21052631578948,,,,,,
