Figure generated with AnalysisWaterTAP tools
Water recovery (%),3 stages,4 stages,,5 stages,6 stages
30.0,,,,,
33.1578947368421,,,,,
42.63157894736842,,,,,
45.78947368421053,,,,,
48.94736842105264,,,,,
