# Feed Concentration,Volumetric Recovery Rate,LCOW,LCOW wrt Feed Flow,SEC,SEC wrt Feed,Number of Stages,Final Brine Concentration,Final Permeate Concentration (ppm),Annual Feed Flow,Annual Water Production,Pump Work In (kW),Pump Work Recovered (kW),Net Pump Work In (kW),Energy Recovery (%),Mass Water Recovery Rate (%),System Salt Rejection (%),Total Membrane Area,Total Capex LCOW,Total Opex LCOW,Primary Pump Capex LCOW,Recycle Pump Capex LCOW,ERD Capex LCOW,Membrane Capex LCOW,Indirect Capex LCOW,Electricity LCOW,Membrane Replacement LCOW,Chem-labor-maintenance LCOW,Pumping Energy Agg LCOW,Membrane Agg LCOW,Feed Pressure (bar)-Stage 1,Feed Pressure (bar)-Stage 2,Membrane Area-Stage 1,Observed Rejection (%)-Stage 1,Observed Salt Passage (%)-Stage 1,Mass Salt Passage (%)-Stage 1,Volumetric Module Recovery Rate (%)-Stage 1,Mass Water Module Recovery Rate (%)-Stage 1,A-Value (LMH/bar)-Stage 1,B-Value (LMH)-Stage 1,Average Water Flux (LMH)-Stage 1,Average NaCl Flux (GMH)-Stage 1,Inlet Reynolds Number-Stage 1,Outlet Reynolds Number-Stage 1,Inlet Crossflow Velocity-Stage 1,Outlet Crossflow Velocity-Stage 1,Primary Pump SEC-Stage 1,Primary Pump SEC-Stage 2,Recycle Pump SEC-Stage 1,Recycle Pump SEC-Stage 2,ERD SEC-Stage 1,ERD SEC-Stage 2,Net SEC-Stage 1,Net SEC-Stage 2
2.656250e+01,6.375000e-01,5.916580e-01,3.771820e-01,2.506508e+00,1.597899e+00,2.000000e+00,7.286879e+01,1.615367e+02,2.840184e+04,1.810617e+04,6.421652e+00,-6.692156e-01,5.752437e+00,1.042124e+01,6.418449e+01,9.939483e+01,3.369749e+02,2.557329e-01,3.359252e-01,6.742896e-02,2.414062e-04,4.362914e-03,5.583315e-02,1.278664e-01,1.754556e-01,8.374973e-02,7.671986e-02,3.627421e-01,2.289159e-01,2.801235e+01,3.170381e+01,1.832411e+02,5.617959e+01,4.382041e+01,2.997193e+01,6.369366e+01,6.418449e+01,1.512000e+00,1.260000e-01,1.246138e+01,2.013295e+00,2.448159e+02,8.419233e+01,2.352941e-01,8.543969e-02,1.568575e+00,1.219549e+00,0.000000e+00,9.981920e-03,-2.463024e-01,-4.529480e-02,1.322273e+00,1.184236e+00
2.656250e+01,6.750000e-01,5.853197e-01,3.950908e-01,2.490632e+00,1.681177e+00,2.000000e+00,8.122112e+01,1.592154e+02,2.840184e+04,1.917124e+04,6.668475e+00,-6.162380e-01,6.052237e+00,9.241063e+00,6.796009e+01,9.940353e+01,3.564111e+02,2.517818e-01,3.335380e-01,6.610724e-02,2.601306e-04,3.750728e-03,5.577278e-02,1.258909e-01,1.743443e-01,8.365917e-02,7.553453e-02,3.566513e-01,2.286684e-01,2.836532e+01,3.213113e+01,1.929282e+02,5.396931e+01,4.603069e+01,3.323172e+01,6.743252e+01,6.796009e+01,1.512000e+00,1.260000e-01,1.253191e+01,1.995589e+00,2.448159e+02,7.485719e+01,2.352941e-01,7.664060e-02,1.500799e+00,1.232673e+00,0.000000e+00,1.075616e-02,-2.102782e-01,-4.331770e-02,1.290521e+00,1.200111e+00
2.656250e+01,7.125000e-01,5.810057e-01,4.139666e-01,2.482064e+00,1.768471e+00,2.000000e+00,9.173214e+01,1.572842e+02,2.840184e+04,2.023631e+04,6.928720e+00,-5.622251e-01,6.366495e+00,8.114414e+00,7.173568e+01,9.941076e+01,3.768864e+02,2.488093e-01,3.321965e-01,6.504693e-02,2.811778e-04,3.203731e-03,5.587279e-02,1.244046e-01,1.737445e-01,8.380919e-02,7.464278e-02,3.519273e-01,2.290785e-01,2.871500e+01,3.264685e+01,2.034095e+02,5.132460e+01,4.867540e+01,3.699093e+01,7.116882e+01,7.173568e+01,1.512000e+00,1.260000e-01,1.254650e+01,1.973678e+00,2.448159e+02,6.555937e+01,2.352941e-01,6.784710e-02,1.439987e+00,1.249642e+00,0.000000e+00,1.162644e-02,-1.775230e-01,-4.166806e-02,1.262464e+00,1.219601e+00
2.656250e+01,7.500000e-01,5.789089e-01,4.341816e-01,2.481964e+00,1.861473e+00,2.000000e+00,1.053586e+02,1.559072e+02,2.840184e+04,2.130138e+04,7.209220e+00,-5.079184e-01,6.701301e+00,7.045400e+00,7.551127e+01,9.941592e+01,3.987108e+02,2.468786e-01,3.320303e-01,6.426909e-02,3.050897e-04,2.712307e-03,5.615282e-02,1.234393e-01,1.737374e-01,8.422923e-02,7.406358e-02,3.486823e-01,2.302265e-01,2.909195e+01,3.326319e+01,2.148900e+02,4.815778e+01,5.184222e+01,4.136935e+01,7.490178e+01,7.551127e+01,1.512000e+00,1.260000e-01,1.250128e+01,1.949343e+00,2.448159e+02,5.631167e+01,2.352941e-01,5.906137e-02,1.386602e+00,1.270864e+00,0.000000e+00,1.261517e-02,-1.478012e-01,-4.031667e-02,1.238801e+00,1.243162e+00
2.656250e+01,7.875000e-01,5.794018e-01,4.562789e-01,2.492693e+00,1.962996e+00,2.000000e+00,1.237174e+02,1.553403e+02,2.840184e+04,2.236645e+04,7.521046e+00,-4.542607e-01,7.066785e+00,6.039861e+00,7.928684e+01,9.941804e+01,4.222356e+02,2.461246e-01,3.332773e-01,6.382682e-02,3.324762e-04,2.268747e-03,5.663424e-02,1.230623e-01,1.744885e-01,8.495137e-02,7.383737e-02,3.472014e-01,2.322004e-01,2.955200e+01,3.399781e+01,2.275477e+02,4.433784e+01,5.566216e+01,4.653643e+01,7.863032e+01,7.928684e+01,1.512000e+00,1.260000e-01,1.239617e+01,1.925923e+00,2.448159e+02,4.713352e+01,2.352941e-01,5.028684e-02,1.342210e+00,1.296968e+00,0.000000e+00,1.374758e-02,-1.209856e-01,-3.924741e-02,1.221225e+00,1.271468e+00
2.656250e+01,8.250000e-01,5.848452e-01,4.824973e-01,2.560813e+00,2.112671e+00,2.000000e+00,1.497860e+02,1.525493e+02,2.840184e+04,2.343152e+04,8.003211e+00,-3.975975e-01,7.605614e+00,4.967975e+00,8.306246e+01,9.942850e+01,4.406328e+02,2.468963e-01,3.379489e-01,6.474478e-02,4.244001e-04,1.863601e-03,5.641540e-02,1.234482e-01,1.792569e-01,8.462309e-02,7.406890e-02,3.535421e-01,2.313031e-01,3.169997e+01,3.413735e+01,2.350544e+02,4.294909e+01,5.705091e+01,4.985562e+01,8.236560e+01,8.306246e+01,1.512000e+00,1.260000e-01,1.257173e+01,1.918102e+00,2.658939e+02,4.133188e+01,2.555523e-01,4.510504e-02,1.377631e+00,1.299505e+00,0.000000e+00,1.754854e-02,-9.666473e-02,-3.720649e-02,1.280966e+00,1.279847e+00
2.656250e+01,8.625000e-01,6.409184e-01,5.527921e-01,3.556995e+00,3.067908e+00,2.000000e+00,1.896989e+02,1.376149e+02,2.840184e+04,2.449659e+04,1.162277e+01,-5.783035e-01,1.104447e+01,4.975607e+00,8.683834e+01,9.948446e+01,3.040366e+02,2.585212e-01,3.823972e-01,9.005017e-02,4.777535e-04,1.498499e-03,3.723416e-02,1.292606e-01,2.489897e-01,5.585124e-02,7.755635e-02,4.882583e-01,1.526600e-01,5.079516e+01,4.150476e+01,1.358497e+02,3.751878e+01,6.248122e+01,5.698378e+01,8.608240e+01,8.683834e+01,1.512000e+00,1.260000e-01,2.274110e+01,3.129945e+00,3.473772e+02,4.133188e+01,3.338664e-01,4.654161e-02,2.137710e+00,1.585780e+00,0.000000e+00,1.975466e-02,-1.392772e-01,-4.697190e-02,1.998432e+00,1.558563e+00
2.656250e+01,9.000000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.375000e+01,3.000000e-01,8.196515e-01,2.458955e-01,3.210182e+00,9.630545e-01,2.000000e+00,4.809456e+01,2.406258e+02,2.840184e+04,8.520552e+03,4.554472e+00,-1.087476e+00,3.466996e+00,2.387710e+01,3.026397e+01,9.929047e+01,1.978278e+02,3.772762e-01,4.423753e-01,1.018505e-01,1.373979e-04,1.699706e-02,6.965315e-02,1.886381e-01,2.247127e-01,1.044797e-01,1.131829e-01,5.340736e-01,2.855779e-01,2.255464e+01,3.678185e+01,1.269928e+02,5.375941e+01,4.624059e+01,1.625159e+01,2.997624e+01,3.026397e+01,1.512000e+00,1.260000e-01,8.461408e+00,2.036523e+00,2.090563e+02,1.438664e+02,2.027627e-01,1.419844e-01,2.659431e+00,1.551992e+00,0.000000e+00,5.681272e-03,-8.725678e-01,-1.343542e-01,1.786863e+00,1.423319e+00
3.375000e+01,3.375000e-01,7.803703e-01,2.633750e-01,3.108564e+00,1.049140e+00,2.000000e+00,5.080358e+01,2.311846e+02,2.840184e+04,9.585621e+03,4.834981e+00,-1.058076e+00,3.776905e+00,2.188376e+01,3.404704e+01,9.931831e+01,2.145188e+02,3.554340e-01,4.249362e-01,9.609051e-02,1.488791e-04,1.433993e-02,6.713770e-02,1.777170e-01,2.175995e-01,1.007065e-01,1.066302e-01,5.051057e-01,2.752646e-01,2.349981e+01,3.636322e+01,1.346983e+02,5.449705e+01,4.550295e+01,1.766018e+01,3.372132e+01,3.404704e+01,1.512000e+00,1.260000e-01,8.974557e+00,2.075259e+00,2.145206e+02,1.392875e+02,2.080625e-01,1.379028e-01,2.467660e+00,1.505592e+00,0.000000e+00,6.156011e-03,-7.552283e-01,-1.156160e-01,1.712432e+00,1.396132e+00
3.375000e+01,3.750000e-01,7.484141e-01,2.806553e-01,3.027664e+00,1.135374e+00,2.000000e+00,5.383739e+01,2.224101e+02,2.840184e+04,1.065069e+04,5.108662e+00,-1.021316e+00,4.087347e+00,1.999184e+01,3.783013e+01,9.934419e+01,2.310019e+02,3.375981e-01,4.108160e-01,9.135649e-02,1.617858e-04,1.221404e-02,6.506674e-02,1.687991e-01,2.119365e-01,9.760011e-02,1.012794e-01,4.816405e-01,2.667736e-01,2.437623e+01,3.605627e+01,1.421671e+02,5.496358e+01,4.503642e+01,1.912887e+01,3.746573e+01,3.783013e+01,1.512000e+00,1.260000e-01,9.447884e+00,2.101773e+00,2.203271e+02,1.345005e+02,2.136942e-01,1.336328e-01,2.307455e+00,1.470049e+00,0.000000e+00,6.689690e-03,-6.556121e-01,-1.009180e-01,1.651843e+00,1.375821e+00
3.375000e+01,4.125000e-01,7.220226e-01,2.978343e-01,2.962574e+00,1.222062e+00,2.000000e+00,5.725790e+01,2.141265e+02,2.840184e+04,1.171576e+04,5.377856e+00,-9.784336e-01,4.399422e+00,1.819375e+01,4.161322e+01,9.936862e+01,2.473587e+02,3.227942e-01,3.992284e-01,8.740620e-02,1.762569e-04,1.047466e-02,6.333998e-02,1.613971e-01,2.073802e-01,9.500998e-02,9.683826e-02,4.623287e-01,2.596939e-01,2.519860e+01,3.583952e+01,1.494679e+02,5.519724e+01,4.480276e+01,2.067013e+01,4.120937e+01,4.161322e+01,1.512000e+00,1.260000e-01,9.885057e+00,2.117106e+00,2.264752e+02,1.294673e+02,2.196572e-01,1.291372e-01,2.171524e+00,1.442639e+00,0.000000e+00,7.288058e-03,-5.697763e-01,-8.910157e-02,1.601748e+00,1.360826e+00
3.375000e+01,4.500000e-01,7.000080e-01,3.150036e-01,2.909982e+00,1.309492e+00,2.000000e+00,6.114376e+01,2.062166e+02,2.840184e+04,1.278083e+04,5.644620e+00,-9.304497e-01,4.714170e+00,1.648383e+01,4.539633e+01,9.939195e+01,2.636709e+02,3.103642e-01,3.896438e-01,8.407384e-02,1.924891e-04,9.025215e-03,6.189056e-02,1.551821e-01,2.036987e-01,9.283583e-02,9.310926e-02,4.462567e-01,2.537513e-01,2.598020e+01,3.569662e+01,1.566660e+02,5.522668e+01,4.477332e+01,2.229540e+01,4.495211e+01,4.539633e+01,1.512000e+00,1.260000e-01,1.028826e+01,2.122047e+00,2.329786e+02,1.241580e+02,2.259648e-01,1.243863e-01,2.054893e+00,1.421481e+00,0.000000e+00,7.959244e-03,-4.949491e-01,-7.940256e-02,1.559944e+00,1.350038e+00
3.375000e+01,4.875000e-01,6.815495e-01,3.322554e-01,2.867634e+00,1.397971e+00,2.000000e+00,6.559649e+01,1.986012e+02,2.840184e+04,1.384590e+04,5.910894e+00,-8.781967e-01,5.032697e+00,1.485726e+01,4.917945e+01,9.941441e+01,2.800235e+02,2.998506e-01,3.816989e-01,8.124287e-02,2.107548e-04,7.798801e-03,6.067289e-02,1.499253e-01,2.007344e-01,9.100934e-02,8.995519e-02,4.327907e-01,2.487589e-01,2.673450e+01,3.561391e+01,1.638267e+02,5.507652e+01,4.492348e+01,2.401380e+01,4.869384e+01,4.917945e+01,1.512000e+00,1.260000e-01,1.065847e+01,2.117205e+00,2.398784e+02,1.185546e+02,2.326569e-01,1.193624e-01,1.954131e+00,1.405185e+00,0.000000e+00,8.714514e-03,-4.291058e-01,-7.129120e-02,1.525025e+00,1.342608e+00
3.375000e+01,5.250000e-01,6.661051e-01,3.497052e-01,2.823897e+00,1.482546e+00,2.000000e+00,7.074729e+01,1.931403e+02,2.840184e+04,1.491097e+04,6.165917e+00,-8.287528e-01,5.337165e+00,1.344087e+01,5.296255e+01,9.943051e+01,2.978838e+02,2.911797e-01,3.749254e-01,7.867053e-02,2.282545e-04,6.758575e-03,5.993249e-02,1.455898e-01,1.976728e-01,8.989873e-02,8.735391e-02,4.203819e-01,2.457232e-01,2.728485e+01,3.569913e+01,1.722328e+02,5.431153e+01,4.568847e+01,2.613207e+01,5.243412e+01,5.296255e+01,1.512000e+00,1.260000e-01,1.091815e+01,2.109142e+00,2.425974e+02,1.105302e+02,2.352941e-01,1.119114e-01,1.853375e+00,1.399577e+00,0.000000e+00,9.438110e-03,-3.727088e-01,-6.578471e-02,1.480667e+00,1.343230e+00
3.375000e+01,5.625000e-01,6.534009e-01,3.675380e-01,2.782935e+00,1.565401e+00,2.000000e+00,7.677441e+01,1.892442e+02,2.840184e+04,1.597604e+04,6.415951e+00,-7.805082e-01,5.635443e+00,1.216512e+01,5.674564e+01,9.944200e+01,3.170853e+02,2.840626e-01,3.693382e-01,7.637945e-02,2.455403e-04,5.863654e-03,5.954268e-02,1.420313e-01,1.948054e-01,8.931402e-02,8.521879e-02,4.092759e-01,2.441250e-01,2.768609e+01,3.592530e+01,1.817310e+02,5.303912e+01,4.696088e+01,2.864109e+01,5.617263e+01,5.674564e+01,1.512000e+00,1.260000e-01,1.108662e+01,2.098476e+00,2.425974e+02,1.011828e+02,2.352941e-01,1.031105e-01,1.756237e+00,1.401982e+00,0.000000e+00,1.015286e-02,-3.235406e-01,-6.189557e-02,1.432696e+00,1.350239e+00
3.375000e+01,6.000000e-01,6.431926e-01,3.859156e-01,2.750418e+00,1.650251e+00,2.000000e+00,8.392308e+01,1.858274e+02,2.840184e+04,1.704110e+04,6.671181e+00,-7.302777e-01,5.940903e+00,1.094675e+01,6.052873e+01,9.945208e+01,3.370109e+02,2.782075e-01,3.649851e-01,7.442904e-02,2.645542e-04,5.081113e-03,5.932906e-02,1.391038e-01,1.925293e-01,8.899358e-02,8.346226e-02,3.999435e-01,2.432491e-01,2.805795e+01,3.622593e+01,1.917630e+02,5.150498e+01,4.849502e+01,3.141668e+01,5.990919e+01,6.052873e+01,1.512000e+00,1.260000e-01,1.120708e+01,2.082970e+00,2.425975e+02,9.186089e+01,2.352941e-01,9.431338e-02,1.669426e+00,1.408145e+00,0.000000e+00,1.093907e-02,-2.794960e-01,-5.859556e-02,1.389930e+00,1.360488e+00
3.375000e+01,6.375000e-01,6.353402e-01,4.050294e-01,2.726079e+00,1.737875e+00,2.000000e+00,9.253711e+01,1.829535e+02,2.840184e+04,1.810617e+04,6.935055e+00,-6.787042e-01,6.256350e+00,9.786574e+00,6.431183e+01,9.946055e+01,3.578372e+02,2.735231e-01,3.618171e-01,7.279490e-02,2.856104e-04,4.391205e-03,5.928982e-02,1.367615e-01,1.908255e-01,8.893473e-02,8.205692e-02,3.922520e-01,2.430882e-01,2.841515e+01,3.660426e+01,2.024639e+02,4.968523e+01,5.031477e+01,3.450504e+01,6.364341e+01,6.431183e+01,1.512000e+00,1.260000e-01,1.127818e+01,2.063761e+00,2.425975e+02,8.257061e+01,2.352941e-01,8.552100e-02,1.591977e+00,1.418023e+00,0.000000e+00,1.180972e-02,-2.399443e-01,-5.578741e-02,1.352033e+00,1.374046e+00
3.375000e+01,6.750000e-01,6.298100e-01,4.251217e-01,2.710185e+00,1.829375e+00,2.000000e+00,1.031163e+02,1.807224e+02,2.840184e+04,1.917124e+04,7.212232e+00,-6.264840e-01,6.585748e+00,8.686409e+00,6.809491e+01,9.946713e+01,3.797575e+02,2.699676e-01,3.598424e-01,7.146999e-02,3.090773e-04,3.778601e-03,5.942612e-02,1.349838e-01,1.897129e-01,8.913918e-02,8.099028e-02,3.861629e-01,2.436471e-01,2.877802e+01,3.706756e+01,2.139733e+02,4.754187e+01,5.245813e+01,3.796621e+01,6.737474e+01,6.809491e+01,1.512000e+00,1.260000e-01,1.129928e+01,2.042402e+00,2.425975e+02,7.332042e+01,2.352941e-01,7.673484e-02,1.523444e+00,1.431773e+00,0.000000e+00,1.278005e-02,-2.044099e-01,-5.340243e-02,1.319034e+00,1.391150e+00
3.375000e+01,7.125000e-01,6.266789e-01,4.465087e-01,2.703695e+00,1.926383e+00,2.000000e+00,1.164159e+02,1.792822e+02,2.840184e+04,2.023631e+04,7.509379e+00,-5.744014e-01,6.934978e+00,7.649119e+00,7.187799e+01,9.947138e+01,4.029683e+02,2.675471e-01,3.591319e-01,7.046754e-02,3.353636e-04,3.231239e-03,5.973939e-02,1.337735e-01,1.892587e-01,8.960908e-02,8.026412e-02,3.817474e-01,2.449315e-01,2.917651e+01,3.762860e+01,2.264156e+02,4.501609e+01,5.498391e+01,4.188185e+01,7.110248e+01,7.187799e+01,1.512000e+00,1.260000e-01,1.127160e+01,2.021159e+00,2.425975e+02,6.412198e+01,2.352941e-01,6.795695e-02,1.463977e+00,1.449789e+00,0.000000e+00,1.386697e-02,-1.725422e-01,-5.139600e-02,1.291435e+00,1.412260e+00
3.375000e+01,7.500000e-01,6.261551e-01,4.696163e-01,2.708585e+00,2.031439e+00,2.000000e+00,1.336325e+02,1.788520e+02,2.840184e+04,2.130138e+04,7.836553e+00,-5.233732e-01,7.313180e+00,6.678614e+00,7.566105e+01,9.947265e+01,4.276360e+02,2.663187e-01,3.598364e-01,6.982844e-02,3.648660e-04,2.739538e-03,6.022652e-02,1.331594e-01,1.896010e-01,9.033977e-02,7.989562e-02,3.792264e-01,2.469287e-01,2.965801e+01,3.830769e+01,2.398519e+02,4.201825e+01,5.798175e+01,4.636725e+01,7.482560e+01,7.566105e+01,1.512000e+00,1.260000e-01,1.120018e+01,2.003533e+00,2.425975e+02,5.499197e+01,2.352941e-01,5.919043e-02,1.414556e+00,1.472784e+00,0.000000e+00,1.508687e-02,-1.440966e-01,-4.974527e-02,1.270459e+00,1.438126e+00
3.375000e+01,7.875000e-01,6.286214e-01,4.950393e-01,2.728487e+00,2.148683e+00,2.000000e+00,1.567805e+02,1.797616e+02,2.840184e+04,2.236645e+04,8.209773e+00,-4.745130e-01,7.735260e+00,5.779855e+00,7.944408e+01,9.946996e+01,4.538175e+02,2.664014e-01,3.622199e-01,6.963676e-02,3.978132e-04,2.295836e-03,6.087030e-02,1.332007e-01,1.909941e-01,9.130545e-02,7.992043e-02,3.790531e-01,2.495682e-01,3.030404e+01,3.913423e+01,2.541712e+02,3.841505e+01,6.158495e+01,5.158780e+01,7.854264e+01,7.944408e+01,1.512000e+00,1.260000e-01,1.109765e+01,1.995291e+00,2.425975e+02,4.595509e+01,2.352941e-01,5.044013e-02,1.377580e+00,1.501835e+00,0.000000e+00,1.644920e-02,-1.189304e-01,-4.844631e-02,1.258649e+00,1.469838e+00
3.375000e+01,8.250000e-01,6.367750e-01,5.253394e-01,2.854583e+00,2.355031e+00,2.000000e+00,1.895437e+02,1.786235e+02,2.840184e+04,2.343152e+04,8.913681e+00,-4.355701e-01,8.478110e+00,4.886535e+00,8.322715e+01,9.947332e+01,4.635298e+02,2.676414e-01,3.691336e-01,7.206846e-02,5.145576e-04,1.890714e-03,5.934696e-02,1.338207e-01,1.998208e-01,8.902043e-02,8.029241e-02,3.934525e-01,2.433225e-01,3.411644e+01,3.902333e+01,2.501647e+02,3.723206e+01,6.276794e+01,5.494947e+01,8.227015e+01,8.322715e+01,1.512000e+00,1.260000e-01,1.181231e+01,2.110334e+00,2.706409e+02,4.133188e+01,2.624933e-01,4.653625e-02,1.486114e+00,1.493849e+00,0.000000e+00,2.127647e-02,-1.011126e-01,-4.554398e-02,1.385001e+00,1.469581e+00
3.375000e+01,8.625000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.375000e+01,9.000000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.093750e+01,3.000000e-01,8.720476e-01,2.616143e-01,3.521851e+00,1.056555e+00,2.000000e+00,5.833850e+01,2.668562e+02,2.840184e+04,8.520552e+03,4.910228e+00,-1.106628e+00,3.803599e+00,2.253721e+01,3.032569e+01,9.935127e+01,2.047053e+02,3.980046e-01,4.740429e-01,1.097943e-01,1.600376e-04,1.697335e-02,7.207465e-02,1.990023e-01,2.465296e-01,1.081120e-01,1.194014e-01,5.765415e-01,2.955061e-01,2.359578e+01,4.153968e+01,1.345643e+02,5.121428e+01,4.878572e+01,1.708262e+01,2.996194e+01,3.032569e+01,1.512000e+00,1.260000e-01,7.985262e+00,2.131485e+00,2.182624e+02,1.497750e+02,2.135717e-01,1.495766e-01,2.787966e+00,1.751923e+00,0.000000e+00,6.617403e-03,-8.754924e-01,-1.491636e-01,1.912474e+00,1.609377e+00
4.093750e+01,3.375000e-01,8.298168e-01,2.800632e-01,3.405510e+00,1.149360e+00,2.000000e+00,6.162390e+01,2.547235e+02,2.840184e+04,9.585621e+03,5.208222e+00,-1.070527e+00,4.137695e+00,2.055456e+01,3.411650e+01,9.938077e+01,2.218378e+02,3.748374e-01,4.549794e-01,1.034946e-01,1.740701e-04,1.432170e-02,6.942831e-02,1.874187e-01,2.383857e-01,1.041425e-01,1.124512e-01,5.451607e-01,2.846561e-01,2.451807e+01,4.105263e+01,1.427085e+02,5.179171e+01,4.820829e+01,1.865181e+01,3.370390e+01,3.411650e+01,1.512000e+00,1.260000e-01,8.470770e+00,2.158254e+00,2.239748e+02,1.449425e+02,2.191613e-01,1.452872e-01,2.579404e+00,1.700001e+00,0.000000e+00,7.197634e-03,-7.524306e-01,-1.286617e-01,1.826973e+00,1.578537e+00
4.093750e+01,3.750000e-01,7.955820e-01,2.983433e-01,3.312022e+00,1.242008e+00,2.000000e+00,6.530260e+01,2.436651e+02,2.840184e+04,1.065069e+04,5.499064e+00,-1.027833e+00,4.471230e+00,1.869106e+01,3.790732e+01,9.940765e+01,2.388932e+02,3.560048e-01,4.395773e-01,9.832228e-02,1.897758e-04,1.220083e-02,6.728950e-02,1.780024e-01,2.318416e-01,1.009343e-01,1.068014e-01,5.196951e-01,2.758870e-01,2.536643e+01,4.069287e+01,1.506877e+02,5.210172e+01,4.789828e+01,2.029219e+01,3.744481e+01,3.790732e+01,1.512000e+00,1.260000e-01,8.913612e+00,2.172466e+00,2.298469e+02,1.397720e+02,2.249073e-01,1.406788e-01,2.405253e+00,1.660281e+00,0.000000e+00,7.847049e-03,-6.487004e-01,-1.126575e-01,1.756552e+00,1.555470e+00
4.093750e+01,4.125000e-01,7.674625e-01,3.165783e-01,3.235944e+00,1.334827e+00,2.000000e+00,6.944933e+01,2.335067e+02,2.840184e+04,1.171576e+04,5.785179e+00,-9.798023e-01,4.805377e+00,1.693642e+01,4.169816e+01,9.943235e+01,2.560065e+02,3.404729e-01,4.269896e-01,9.400868e-02,2.073373e-04,1.046604e-02,6.555441e-02,1.702365e-01,2.265161e-01,9.833161e-02,1.021419e-01,4.986894e-01,2.687731e-01,2.615696e+01,4.043381e+01,1.586136e+02,5.218416e+01,4.781584e+01,2.201492e+01,4.118452e+01,4.169816e+01,1.512000e+00,1.260000e-01,9.315042e+00,2.175632e+00,2.358755e+02,1.342458e+02,2.308062e-01,1.357321e-01,2.257572e+00,1.629598e+00,0.000000e+00,8.573202e-03,-5.599568e-01,-9.984271e-02,1.697616e+00,1.538328e+00
4.093750e+01,4.500000e-01,7.441982e-01,3.348892e-01,3.169251e+00,1.426163e+00,2.000000e+00,7.415837e+01,2.249156e+02,2.840184e+04,1.278083e+04,6.064410e+00,-9.302237e-01,5.134186e+00,1.533906e+01,4.548899e+01,9.945324e+01,2.737990e+02,3.276529e-01,4.165453e-01,9.030723e-02,2.259873e-04,9.025336e-03,6.426790e-02,1.638265e-01,2.218476e-01,9.640185e-02,9.829587e-02,4.806998e-01,2.634984e-01,2.684001e+01,4.029720e+01,1.670297e+02,5.193593e+01,4.806407e+01,2.391068e+01,4.492287e+01,4.548899e+01,1.512000e+00,1.260000e-01,9.649855e+00,2.170891e+00,2.404618e+02,1.275013e+02,2.352940e-01,1.295693e-01,2.125659e+00,1.608460e+00,0.000000e+00,9.344360e-03,-4.842005e-01,-9.001163e-02,1.641458e+00,1.527792e+00
4.093750e+01,4.875000e-01,7.250170e-01,3.534458e-01,3.102756e+00,1.512593e+00,2.000000e+00,7.955040e+01,2.193211e+02,2.840184e+04,1.384590e+04,6.330674e+00,-8.853380e-01,5.445336e+00,1.398489e+01,4.927981e+01,9.946684e+01,2.934381e+02,3.172730e-01,4.077440e-01,8.699486e-02,2.434503e-04,7.818768e-03,6.357944e-02,1.586365e-01,2.171929e-01,9.536916e-02,9.518191e-02,4.643413e-01,2.606757e-01,2.729281e+01,4.036264e+01,1.769764e+02,5.109793e+01,4.890207e+01,2.618258e+01,4.865953e+01,4.927981e+01,1.512000e+00,1.260000e-01,9.866473e+00,2.164401e+00,2.404619e+02,1.181661e+02,2.352941e-01,1.207702e-01,1.996548e+00,1.600608e+00,0.000000e+00,1.006644e-02,-4.208843e-01,-8.358175e-02,1.575664e+00,1.527092e+00
4.093750e+01,5.250000e-01,7.093437e-01,3.724055e-01,3.048153e+00,1.600280e+00,2.000000e+00,8.578735e+01,2.144637e+02,2.840184e+04,1.491097e+04,6.598999e+00,-8.379894e-01,5.761009e+00,1.269874e+01,5.307062e+01,9.947865e+01,3.137205e+02,3.086884e-01,4.006554e-01,8.417794e-02,2.625325e-04,6.784972e-03,6.311875e-02,1.543442e-01,2.133707e-01,9.467813e-02,9.260652e-02,4.505569e-01,2.587869e-01,2.770604e+01,4.051133e+01,1.873774e+02,5.004703e+01,4.995297e+01,2.864003e+01,5.239431e+01,5.307062e+01,1.512000e+00,1.260000e-01,1.003564e+01,2.152743e+00,2.404619e+02,1.088536e+02,2.352941e-01,1.119744e-01,1.883089e+00,1.597589e+00,0.000000e+00,1.085547e-02,-3.651869e-01,-7.819369e-02,1.517902e+00,1.530251e+00
