CaseStudy,Reference,Scenario,fci_class,tci_class,fixed_op_class,total_op_class,annual_op_class,elect_intens_class,catchem_class,other_class,wr_const_class,Unit,Type,UnitName,ToUnitName,FromPort,Parameter
emwd,nawi,zld_c,,,,,,,5,,,cartridge_filtration,treatment,cartridge_filtration_a,menifee_first_pass,outlet,
emwd,nawi,zld_c,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,menifee_first_pass,"decarbonator_a,passthrough_a","outlet,waste",{'erd': 'no'}
emwd,nawi,zld_c,,,,,,,5,,,basic_unit,treatment,passthrough_a,lime_softening_a,outlet,{'unit_process_name': 'passthrough'}
emwd,nawi,zld_c,,,,,,,5,,,lime_softening,treatment,lime_softening_a,menifee_second_pass,outlet,{'lime': 100}
emwd,nawi,zld_c,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,menifee_second_pass,"decarbonator_a,brine_concentrator","outlet,waste",{'erd': 'no'}
emwd,nawi,zld_c,,,,,,,5,,,basic_unit,treatment,decarbonator_a,chlorination,outlet,{'unit_process_name': 'decarbonator'}
emwd,nawi,zld_c,,,,,,,5,,,cartridge_filtration,treatment,cartridge_filtration_b,perris_i_first_pass,outlet,
emwd,nawi,zld_c,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,perris_i_first_pass,"decarbonator_b,passthrough_b","outlet,waste",{'erd': 'no'}
emwd,nawi,zld_c,,,,,,,5,,,basic_unit,treatment,passthrough_b,lime_softening_b,outlet,{'unit_process_name': 'passthrough'}
emwd,nawi,zld_c,,,,,,,5,,,lime_softening,treatment,lime_softening_b,perris_i_second_pass,outlet,{'lime': 100}
emwd,nawi,zld_c,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,perris_i_second_pass,"decarbonator_b,brine_concentrator","outlet,waste",{'erd': 'no'}
emwd,nawi,zld_c,,,,,,,5,,,basic_unit,treatment,decarbonator_b,chlorination,outlet,{'unit_process_name': 'decarbonator'}
emwd,nawi,zld_c,4,4,,,,,5,,,chlorination,treatment,chlorination,treated_storage,outlet,{'chemical_name': 'Chlorine'}
emwd,nawi,zld_c,,,,,,,5,,,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 3}
emwd,nawi,zld_c,,,,,,,5,,,brine_concentrator,treatment,brine_concentrator,"treated_storage,crystallizer","outlet,waste",
emwd,nawi,zld_c,,,,,,,5,,,crystallizer,treatment,crystallizer,landfill_zld,outlet,{'approach': 'wt3'}
emwd,nawi,zld_c,,,,,,,5,,,municipal_drinking,use,municipal_drinking,,,
emwd,nawi,zld_c,,,,,,,5,,,landfill_zld,waste,landfill_zld,,,
,,,,,,,,,,,,,,,,,
irwin,nawi,baseline,,,,,,,5,,,well_field,intake,well_field,holding_tank,outlet,{'water_type': ['brackish']}
irwin,nawi,baseline,,,,,,,5,,,holding_tank,treatment,holding_tank,untreated_pump_station,outlet,"{'avg_storage_time': 24, 'surge_cap': 0.2}"
irwin,nawi,baseline,,,,,,,5,,,water_pumping_station,treatment,untreated_pump_station,cartridge_filtration,outlet,"{'pump_type': 'raw', 'lift_height': 100}"
irwin,nawi,baseline,,,,,,,5,,,cartridge_filtration,treatment,cartridge_filtration,hydrochloric_acid_addition,outlet,
irwin,nawi,baseline,,,,,,,5,,,hydrochloric_acid_addition,treatment,hydrochloric_acid_addition,anti_scalant_addition,outlet,{'dose': 10}
irwin,nawi,baseline,,,,,,,5,,,anti_scalant_addition,treatment,anti_scalant_addition,sodium_bisulfite_addition,outlet,{'dose': 5}
irwin,nawi,baseline,,,,,,,5,,,sodium_bisulfite_addition,treatment,sodium_bisulfite_addition,electrodialysis_reversal,outlet,{'dose': 10}
irwin,nawi,baseline,,,,,,,5,,,electrodialysis_reversal,treatment,electrodialysis_reversal,"treated_storage,degasifier","outlet,waste",
irwin,nawi,baseline,,,,,,,5,,,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 6}
irwin,nawi,baseline,,,,,,,5,,,basic_unit,treatment,degasifier,waste_pump_station,outlet,{'unit_process_name': 'decarbonator'}
irwin,nawi,baseline,,,,,,,5,,,water_pumping_station,treatment,waste_pump_station,lime_solids_clarifier,outlet,"{'pump_type': 'treated', 'lift_height': 100}"
irwin,nawi,baseline,,,,,,,5,,,basic_unit,treatment,lime_solids_clarifier,mf_pump_station,outlet,{'unit_process_name': 'clarifier'}
irwin,nawi,baseline,,,,,,,5,,,water_pumping_station,treatment,mf_pump_station,microfiltration,outlet,"{'pump_type': 'treated', 'lift_height': 100}"
irwin,nawi,baseline,,,,,,,5,,,microfiltration,treatment,microfiltration,"reverse_osmosis,ion_exchange","outlet,waste",
irwin,nawi,baseline,3.5,3.5,,,,3.5,5,,,reverse_osmosis,treatment,reverse_osmosis,"holding_tank,ion_exchange","outlet,waste",{'erd': 'no'}
irwin,nawi,baseline,,,,,,,5,,,anion_exchange,treatment,ion_exchange,"bc_pump_station,lagoon_pump_station","outlet,waste",
irwin,nawi,baseline,,,,,,,5,,,water_pumping_station,treatment,bc_pump_station,brine_concentrator,outlet,"{'pump_type': 'treated', 'lift_height': 100}"
irwin,nawi,baseline,,,,,,,5,,,water_pumping_station,treatment,lagoon_pump_station,lime_softening,outlet,"{'pump_type': 'treated', 'lift_height': 100}"
irwin,nawi,baseline,,,,,,,5,,,brine_concentrator,treatment,brine_concentrator,"holding_tank,lime_softening","outlet,waste",
irwin,nawi,baseline,,,,,,,5,,,lime_softening,treatment,lime_softening,evaporation_pond,outlet,{'lime': 100}
irwin,nawi,baseline,4,4,,,,,5,,,evaporation_pond,treatment,evaporation_pond,landfill_zld,waste,{'approach': 'wt3'}
irwin,nawi,baseline,,,,,,,5,,,municipal_drinking,use,municipal_drinking,,,
irwin,nawi,baseline,,,,,,,5,,,landfill_zld,waste,landfill_zld,,,
,,,,,,,,,,,,,,,,,
kbhdp,nawi,baseline,,,,,,,5,,,well_field,intake,well_field,"caustic_soda_addition,media_filtration","outlet,outlet","{'water_type': ['kbhdp_brackish_ave'], 'split_fraction': [0.393, 0.607]}"
kbhdp,nawi,baseline,,,,,,,5,,,media_filtration,treatment,media_filtration,cartridge_filtration,outlet,
kbhdp,nawi,baseline,,,,,,,5,,,cartridge_filtration,treatment,cartridge_filtration,anti_scalant_addition,outlet,
kbhdp,nawi,baseline,,,,,,,5,,,anti_scalant_addition,treatment,anti_scalant_addition,ro_first_stage,outlet,{'dose': 5}
kbhdp,nawi,baseline,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,ro_first_stage,"caustic_soda_addition,ro_second_stage","outlet,waste",{'erd': 'no'}
kbhdp,nawi,baseline,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,ro_second_stage,"caustic_soda_addition,deep_well_injection","outlet,waste",{'erd': 'no'}
kbhdp,nawi,baseline,,,,,,,5,,,caustic_soda_addition,treatment,caustic_soda_addition,chlorination,outlet,{'dose': 30}
kbhdp,nawi,baseline,4,4,,,,,5,,,chlorination,treatment,chlorination,treated_storage,outlet,{'chemical_name': 'Chlorine'}
kbhdp,nawi,baseline,,,,,,,5,,,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 12}
kbhdp,nawi,baseline,,,,,,,5,,,deep_well_injection,waste,deep_well_injection,,,"{'pipe_distance': 22, 'lift_height': 400}"
kbhdp,nawi,baseline,,,,,,,5,,,municipal_drinking,use,municipal_drinking,,,
kbhdp,nawi,baseline,,,,,,,5,,,surface_discharge,waste,surface_discharge,,,
,,,,,,,,,,,,,,,,,
ZLD A: RO1 > Lime Softening > RO2 > Evaporation Pond > Landfill,,,,,,,,,,,,,,,,,
kbhdp,nawi,zld_a,,,,,,,5,,,well_field,intake,well_field,"caustic_soda_addition,media_filtration","outlet,outlet","{'water_type': ['kbhdp_brackish_ave'], 'split_fraction': [0.393, 0.607]}"
kbhdp,nawi,zld_a,,,,,,,5,,,media_filtration,treatment,media_filtration,cartridge_filtration,outlet,
kbhdp,nawi,zld_a,,,,,,,5,,,cartridge_filtration,treatment,cartridge_filtration,anti_scalant_addition,outlet,
kbhdp,nawi,zld_a,,,,,,,5,,,anti_scalant_addition,treatment,anti_scalant_addition,ro_first_stage,outlet,{'dose': 5}
kbhdp,nawi,zld_a,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,ro_first_stage,"caustic_soda_addition,passthrough","outlet,waste",{'erd': 'no'}
kbhdp,nawi,zld_a,,,,,,,5,,,basic_unit,treatment,passthrough,lime_softening,outlet,{'unit_process_name': 'passthrough'}
kbhdp,nawi,zld_a,,,,,,,5,,,lime_softening,treatment,lime_softening,ro_second_stage,outlet,{'lime': 100}
kbhdp,nawi,zld_a,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,ro_second_stage,"caustic_soda_addition,evaporation_pond","outlet,waste",{'erd': 'no'}
kbhdp,nawi,zld_a,,,,,,,5,,,caustic_soda_addition,treatment,caustic_soda_addition,chlorination,outlet,{'dose': 30}
kbhdp,nawi,zld_a,4,4,,,,,5,,,chlorination,treatment,chlorination,treated_storage,outlet,{'chemical_name': 'Chlorine'}
kbhdp,nawi,zld_a,,,,,,,5,,,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 12}
kbhdp,nawi,zld_a,4,4,,,,,5,,,evaporation_pond,treatment,evaporation_pond,landfill_zld,waste,{'approach': 'wt3'}
kbhdp,nawi,zld_a,,,,,,,5,,,landfill_zld,waste,landfill_zld,,,
kbhdp,nawi,zld_a,,,,,,,5,,,municipal_drinking,use,municipal_drinking,,,
,,,,,,,,,,,,,,,,,
ZLD B: RO1 > Lime Softening > RO2 > Brine Concentrator > Evaporation Pond > Landfill,,,,,,,,,,,,,,,,,
kbhdp,nawi,zld_b,,,,,,,5,,,well_field,intake,well_field,"caustic_soda_addition,media_filtration","outlet,outlet","{'water_type': ['kbhdp_brackish_ave'], 'split_fraction': [0.393, 0.607]}"
kbhdp,nawi,zld_b,,,,,,,5,,,media_filtration,treatment,media_filtration,cartridge_filtration,outlet,
kbhdp,nawi,zld_b,,,,,,,5,,,cartridge_filtration,treatment,cartridge_filtration,anti_scalant_addition,outlet,
kbhdp,nawi,zld_b,,,,,,,5,,,anti_scalant_addition,treatment,anti_scalant_addition,ro_first_stage,outlet,{'dose': 5}
kbhdp,nawi,zld_b,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,ro_first_stage,"caustic_soda_addition,passthrough","outlet,waste",{'erd': 'no'}
kbhdp,nawi,zld_b,,,,,,,5,,,basic_unit,treatment,passthrough,lime_softening,outlet,{'unit_process_name': 'passthrough'}
kbhdp,nawi,zld_b,,,,,,,5,,,lime_softening,treatment,lime_softening,ro_second_stage,outlet,{'lime': 100}
kbhdp,nawi,zld_b,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,ro_second_stage,"caustic_soda_addition,brine_concentrator","outlet,waste",{'erd': 'no'}
kbhdp,nawi,zld_b,,,,,,,5,,,caustic_soda_addition,treatment,caustic_soda_addition,chlorination,outlet,{'dose': 30}
kbhdp,nawi,zld_b,4,4,,,,,5,,,chlorination,treatment,chlorination,treated_storage,outlet,{'chemical_name': 'Chlorine'}
kbhdp,nawi,zld_b,,,,,,,5,,,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 12}
kbhdp,nawi,zld_b,,,,,,,5,,,brine_concentrator,treatment,brine_concentrator,"treated_storage,evaporation_pond","outlet,waste",
kbhdp,nawi,zld_b,4,4,,,,,5,,,evaporation_pond,treatment,evaporation_pond,landfill_zld,waste,{'approach': 'wt3'}
kbhdp,nawi,zld_b,,,,,,,5,,,landfill_zld,waste,landfill_zld,,,
kbhdp,nawi,zld_b,,,,,,,5,,,municipal_drinking,use,municipal_drinking,,,
,,,,,,,,,,,,,,,,,
ZLD C: RO1 > Lime Softening > RO2 > Brine Concentrator > Crystallizer > Landfill,,,,,,,,,,,,,,,,,
kbhdp,nawi,zld_c,,,,,,,5,,,well_field,intake,well_field,"caustic_soda_addition,media_filtration","outlet,outlet","{'water_type': ['kbhdp_brackish_ave'], 'split_fraction': [0.393, 0.607]}"
kbhdp,nawi,zld_c,,,,,,,5,,,media_filtration,treatment,media_filtration,cartridge_filtration,outlet,
kbhdp,nawi,zld_c,,,,,,,5,,,cartridge_filtration,treatment,cartridge_filtration,anti_scalant_addition,outlet,
kbhdp,nawi,zld_c,,,,,,,5,,,anti_scalant_addition,treatment,anti_scalant_addition,ro_first_stage,outlet,{'dose': 5}
kbhdp,nawi,zld_c,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,ro_first_stage,"caustic_soda_addition,passthrough","outlet,waste",{'erd': 'no'}
kbhdp,nawi,zld_c,,,,,,,5,,,basic_unit,treatment,passthrough,lime_softening,outlet,{'unit_process_name': 'passthrough'}
kbhdp,nawi,zld_c,,,,,,,5,,,lime_softening,treatment,lime_softening,ro_second_stage,outlet,{'lime': 100}
kbhdp,nawi,zld_c,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,ro_second_stage,"caustic_soda_addition,brine_concentrator","outlet,waste",{'erd': 'no'}
kbhdp,nawi,zld_c,,,,,,,5,,,caustic_soda_addition,treatment,caustic_soda_addition,chlorination,outlet,{'dose': 30}
kbhdp,nawi,zld_c,4,4,,,,,5,,,chlorination,treatment,chlorination,treated_storage,outlet,{'chemical_name': 'Chlorine'}
kbhdp,nawi,zld_c,,,,,,,5,,,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 12}
kbhdp,nawi,zld_c,,,,,,,5,,,brine_concentrator,treatment,brine_concentrator,"treated_storage,crystallizer","outlet,waste",
kbhdp,nawi,zld_c,,,,,,,5,,,crystallizer,treatment,crystallizer,"treated_storage,landfill_zld","outlet,waste",{'approach': 'wt3'}
kbhdp,nawi,zld_c,,,,,,,5,,,landfill_zld,waste,landfill_zld,,,
kbhdp,nawi,zld_c,,,,,,,5,,,municipal_drinking,use,municipal_drinking,,,
,,,,,,,,,,,,,,,,,
kbhdp,nawi,dwi,,,,,,,5,,,well_field,intake,well_field,"caustic_soda_addition,media_filtration","outlet,outlet","{'water_type': ['kbhdp_brackish_ave'], 'split_fraction': [0.393, 0.607]}"
kbhdp,nawi,dwi,,,,,,,5,,,media_filtration,treatment,media_filtration,cartridge_filtration,outlet,
kbhdp,nawi,dwi,,,,,,,5,,,cartridge_filtration,treatment,cartridge_filtration,anti_scalant_addition,outlet,
kbhdp,nawi,dwi,,,,,,,5,,,anti_scalant_addition,treatment,anti_scalant_addition,ro_first_stage,outlet,{'dose': 5}
kbhdp,nawi,dwi,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,ro_first_stage,"caustic_soda_addition,passthrough","outlet,waste",{'erd': 'no'}
kbhdp,nawi,dwi,,,,,,,5,,,basic_unit,treatment,passthrough,lime_softening,outlet,{'unit_process_name': 'passthrough'}
kbhdp,nawi,dwi,,,,,,,5,,,lime_softening,treatment,lime_softening,ro_second_stage,outlet,{'lime': 100}
kbhdp,nawi,dwi,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,ro_second_stage,"caustic_soda_addition,deep_well_injection","outlet,waste",{'erd': 'no'}
kbhdp,nawi,dwi,,,,,,,5,,,caustic_soda_addition,treatment,caustic_soda_addition,chlorination,outlet,{'dose': 30}
kbhdp,nawi,dwi,4,4,,,,,5,,,chlorination,treatment,chlorination,treated_storage,outlet,{'chemical_name': 'Chlorine'}
kbhdp,nawi,dwi,,,,,,,5,,,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 12}
kbhdp,nawi,dwi,,,,,,,5,,,deep_well_injection,waste,deep_well_injection,,,"{'pipe_distance': 22, 'lift_height': 400}"
kbhdp,nawi,dwi,,,,,,,5,,,municipal_drinking,use,municipal_drinking,,,
,,,,,,,,,,,,,,,,,
MUNICIPAL,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
big_spring,nawi,baseline,4.5,4.5,,,,,5,,,holding_tank,intake,onsite_storage,microfiltration,outlet,"{'water_type': ['big_spring_feed'], 'avg_storage_time': 24, 'surge_cap': 0.2}"
big_spring,nawi,baseline,5,5,,,,4,5,,4,microfiltration,treatment,microfiltration,reverse_osmosis,outlet,
big_spring,nawi,baseline,3,3,,,,3,5,,3,reverse_osmosis,treatment,reverse_osmosis,uv_aop,outlet,{'erd': 'no'}
big_spring,nawi,baseline,4,4,,,,4,5,,4,uv_aop,treatment,uv_aop,treated_storage,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'dose': 5, 'uv_dose': 300, 'aop': True, 'uvt_in': 0.95}"
big_spring,nawi,baseline,4.5,4.5,,,,,5,,,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 6}
big_spring,nawi,baseline,4.5,4.5,,,,4.5,5,,,municipal_drinking,use,municipal_drinking,,,
big_spring,nawi,baseline,4.5,4.5,,,,4.5,5,,,surface_discharge,waste,surface_discharge,,,
,,,,,,,,,,,,,,,,,
DWI A: RO1 > DWI,,,,,,,,,,,,,,,,,
big_spring,nawi,dwi_a,4.5,4.5,,,,,5,,,holding_tank,intake,onsite_storage,microfiltration,outlet,"{'water_type': ['big_spring_feed'], 'avg_storage_time': 24, 'surge_cap': 0.2}"
big_spring,nawi,dwi_a,5,5,,,,4,5,,4,microfiltration,treatment,microfiltration,"reverse_osmosis,deep_well_injection","outlet,waste",
big_spring,nawi,dwi_a,3,3,,,,3,5,,3,reverse_osmosis,treatment,reverse_osmosis,"uv_aop,deep_well_injection","outlet,waste",{'erd': 'no'}
big_spring,nawi,dwi_a,4,4,,,,4,5,,4,uv_aop,treatment,uv_aop,treated_storage,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'dose': 5, 'uv_dose': 300, 'aop': True, 'uvt_in': 0.95}"
big_spring,nawi,dwi_a,4.5,4.5,,,,,5,,,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 6}
big_spring,nawi,dwi_a,4.5,4.5,,,,4.5,5,,,municipal_drinking,use,municipal_drinking,,,
big_spring,nawi,dwi_a,4.5,4.5,,,,4.5,5,,,deep_well_injection,waste,deep_well_injection,,,"{'pipe_distance': 10, 'lift_height': 400}"
,,,,,,,,,,,,,,,,,
DWI B: RO1 > O3 > BAF > Lime Softening > RO2 > DWI,,,,,,,,,,,,,,,,,
big_spring,nawi,dwi_b,4.5,4.5,,,,,5,,,holding_tank,intake,onsite_storage,microfiltration,outlet,"{'water_type': ['big_spring_feed'], 'avg_storage_time': 24, 'surge_cap': 0.2}"
big_spring,nawi,dwi_b,5,5,,,,4,5,,4,microfiltration,treatment,microfiltration,"ro_first_stage,deep_well_injection","outlet,waste",
big_spring,nawi,dwi_b,3,3,,,,3,5,,3,reverse_osmosis,treatment,ro_first_stage,"uv_aop,passthrough","outlet,waste",{'erd': 'no'}
big_spring,nawi,dwi_b,,,,,,,5,,,basic_unit,treatment,passthrough,ozone,outlet,{'unit_process_name': 'passthrough'}
big_spring,nawi,dwi_b,4,4,,,,4,5,,4,ozone_aop,treatment,ozone,bio_active_filtration,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'contact_time': 1, 'ct': 1, 'mass_transfer': 0.8, 'aop': False}"
big_spring,nawi,dwi_b,4,4,,,,4,5,,4,basic_unit,treatment,bio_active_filtration,lime_softening,outlet,{'unit_process_name': 'bio_active_filtration'}
big_spring,nawi,dwi_b,4,4,,,,4,5,,4,lime_softening,treatment,lime_softening,ro_second_stage,outlet,{'lime': 100}
big_spring,nawi,dwi_b,3,3,,,,3,5,,3,reverse_osmosis,treatment,ro_second_stage,"uv_aop,deep_well_injection","outlet,waste",{'erd': 'no'}
big_spring,nawi,dwi_b,4,4,,,,4,5,,4,uv_aop,treatment,uv_aop,treated_storage,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'dose': 5, 'uv_dose': 300, 'aop': True, 'uvt_in': 0.95}"
big_spring,nawi,dwi_b,4.5,4.5,,,,,5,,,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 6}
big_spring,nawi,dwi_b,4.5,4.5,,,,4.5,5,,,municipal_drinking,use,municipal_drinking,,,
big_spring,nawi,dwi_b,4.5,4.5,,,,4.5,5,,,deep_well_injection,waste,deep_well_injection,,,"{'pipe_distance': 10, 'lift_height': 400}"
big_spring,nawi,dwi_b,4.5,4.5,,,,4.5,5,,,surface_discharge,waste,surface_discharge,,,
,,,,,,,,,,,,,,,,,
ZLD A: RO1 > O3 > BAF > Lime Softening > RO2 >  Evaporation Pond  > Landfill,,,,,,,,,,,,,,,,,
big_spring,nawi,zld_a,4.5,4.5,,,,,5,,,holding_tank,intake,onsite_storage,microfiltration,outlet,"{'water_type': ['big_spring_feed'], 'avg_storage_time': 24, 'surge_cap': 0.2}"
big_spring,nawi,zld_a,5,5,,,,4,5,,4,microfiltration,treatment,microfiltration,"ro_first_stage,evaporation_pond","outlet,waste",
big_spring,nawi,zld_a,3,3,,,,3,5,,3,reverse_osmosis,treatment,ro_first_stage,"uv_aop,passthrough","outlet,waste",{'erd': 'no'}
big_spring,nawi,zld_a,,,,,,,5,,,basic_unit,treatment,passthrough,ozone,outlet,{'unit_process_name': 'passthrough'}
big_spring,nawi,zld_a,4,4,,,,4,5,,4,ozone_aop,treatment,ozone,bio_active_filtration,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'contact_time': 1, 'ct': 1, 'mass_transfer': 0.8, 'aop': False}"
big_spring,nawi,zld_a,4,4,,,,4,5,,4,basic_unit,treatment,bio_active_filtration,lime_softening,outlet,{'unit_process_name': 'bio_active_filtration'}
big_spring,nawi,zld_a,4,4,,,,4,5,,4,lime_softening,treatment,lime_softening,ro_second_stage,outlet,{'lime': 100}
big_spring,nawi,zld_a,3,3,,,,3,5,,3,reverse_osmosis,treatment,ro_second_stage,"uv_aop,evaporation_pond","outlet,waste",{'erd': 'no'}
big_spring,nawi,zld_a,4,4,,,,4,5,,4,uv_aop,treatment,uv_aop,treated_storage,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'dose': 5, 'uv_dose': 300, 'aop': True, 'uvt_in': 0.95}"
big_spring,nawi,zld_a,4.5,4.5,,,,,5,,,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 6}
big_spring,nawi,zld_a,4,4,,,,,5,,4,evaporation_pond,treatment,evaporation_pond,landfill_zld,waste,{'approach': 'wt3'}
big_spring,nawi,zld_a,4.5,4.5,,,,4.5,5,,,municipal_drinking,use,municipal_drinking,,,
big_spring,nawi,zld_a,4.5,4.5,,,,4.5,5,,,landfill_zld,waste,landfill_zld,,,
,,,,,,,,,,,,,,,,,
ZLD B: RO1 > O3 > BAF > Lime Softening > RO2 > Brine Concentrator > Evaporation Pond  > Landfill,,,,,,,,,,,,,,,,,
big_spring,nawi,zld_b,4.5,4.5,,,,,5,,,holding_tank,intake,onsite_storage,microfiltration,outlet,"{'water_type': ['big_spring_feed'], 'avg_storage_time': 24, 'surge_cap': 0.2}"
big_spring,nawi,zld_b,5,5,,,,4,5,,4,microfiltration,treatment,microfiltration,ro_first_stage,outlet,
big_spring,nawi,zld_b,3,3,,,,3,5,,3,reverse_osmosis,treatment,ro_first_stage,"uv_aop,passthrough","outlet,waste",{'erd': 'no'}
big_spring,nawi,zld_b,,,,,,,5,,,basic_unit,treatment,passthrough,ozone,outlet,{'unit_process_name': 'passthrough'}
big_spring,nawi,zld_b,4,4,,,,4,5,,4,ozone_aop,treatment,ozone,bio_active_filtration,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'contact_time': 1, 'ct': 1, 'mass_transfer': 0.8, 'aop': False}"
big_spring,nawi,zld_b,4,4,,,,4,5,,4,basic_unit,treatment,bio_active_filtration,lime_softening,outlet,{'unit_process_name': 'bio_active_filtration'}
big_spring,nawi,zld_b,4,4,,,,4,5,,4,lime_softening,treatment,lime_softening,ro_second_stage,outlet,{'lime': 100}
big_spring,nawi,zld_b,3,3,,,,3,5,,3,reverse_osmosis,treatment,ro_second_stage,"uv_aop,brine_concentrator","outlet,waste",{'erd': 'no'}
big_spring,nawi,zld_b,4,4,,,,4,5,,4,uv_aop,treatment,uv_aop,treated_storage,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'dose': 5, 'uv_dose': 300, 'aop': True, 'uvt_in': 0.95}"
big_spring,nawi,zld_b,4.5,4.5,,,,,5,,,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 6}
big_spring,nawi,zld_b,4,4,,,,4,5,,4,brine_concentrator,treatment,brine_concentrator,"treated_storage,evaporation_pond","outlet,waste",
big_spring,nawi,zld_b,4,4,,,,,5,,4,evaporation_pond,treatment,evaporation_pond,landfill_zld,waste,{'approach': 'wt3'}
big_spring,nawi,zld_b,4.5,4.5,,,,4.5,5,,,municipal_drinking,use,municipal_drinking,,,
big_spring,nawi,zld_b,4.5,4.5,,,,4.5,5,,,landfill_zld,waste,landfill_zld,,,
,,,,,,,,,,,,,,,,,
ZLD C: RO1 > O3 > BAF > Lime Softening > RO2 > Brine Concentrator > Crystallizer > Landfill,,,,,,,,,,,,,,,,,
big_spring,nawi,zld_c,4.5,4.5,,,,,5,,,holding_tank,intake,onsite_storage,microfiltration,outlet,"{'water_type': ['big_spring_feed'], 'avg_storage_time': 24, 'surge_cap': 0.2}"
big_spring,nawi,zld_c,5,5,,,,4,5,,4,microfiltration,treatment,microfiltration,ro_first_stage,outlet,{'unit_process_name': 'microfiltration'}
big_spring,nawi,zld_c,3,3,,,,3,5,,3,reverse_osmosis,treatment,ro_first_stage,"uv_aop,passthrough","outlet,waste",{'erd': 'no'}
big_spring,nawi,zld_c,,,,,,,5,,,basic_unit,treatment,passthrough,ozone,outlet,{'unit_process_name': 'passthrough'}
big_spring,nawi,zld_c,4,4,,,,4,5,,4,ozone_aop,treatment,ozone,bio_active_filtration,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'contact_time': 1, 'ct': 1, 'mass_transfer': 0.8, 'aop': False}"
big_spring,nawi,zld_c,4,4,,,,4,5,,4,basic_unit,treatment,bio_active_filtration,lime_softening,outlet,{'unit_process_name': 'bio_active_filtration'}
big_spring,nawi,zld_c,4,4,,,,4,5,,4,lime_softening,treatment,lime_softening,ro_second_stage,outlet,{'lime': 100}
big_spring,nawi,zld_c,3,3,,,,3,5,,3,reverse_osmosis,treatment,ro_second_stage,"uv_aop,brine_concentrator","outlet,waste",{'erd': 'no'}
big_spring,nawi,zld_c,4,4,,,,4,5,,4,uv_aop,treatment,uv_aop,treated_storage,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'dose': 5, 'uv_dose': 300, 'aop': True, 'uvt_in': 0.95}"
big_spring,nawi,zld_c,4.5,4.5,,,,,5,,,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 6}
big_spring,nawi,zld_c,4,4,,,,4,5,,4,brine_concentrator,treatment,brine_concentrator,"treated_storage,crystallizer","outlet,waste",
big_spring,nawi,zld_c,4,4,,,,4,5,,4,crystallizer,treatment,crystallizer,landfill_zld,waste,
big_spring,nawi,zld_c,4.5,4.5,,,,4.5,5,,,municipal_drinking,use,municipal_drinking,,,
big_spring,nawi,zld_c,4.5,4.5,,,,4.5,5,,,landfill_zld,waste,landfill_zld,,,
,,,,,,,,,,,,,,,,,
hrsd,nawi,baseline,,,,,,,5,,,water_pumping_station,intake,swift_feed_pump,coag_and_floc,outlet,"{'water_type': ['hrsd_municipal'], 'pump_type': 'raw', 'pump_power': 125}"
hrsd,nawi,baseline,,,,,,,5,,,coag_and_floc,treatment,coag_and_floc,sedimentation,outlet,"{'alum_dose' : 10, 'polymer_dose': 0.1}"
hrsd,nawi,baseline,4.5,4.5,,,,,5,,,sedimentation,treatment,sedimentation,ozonation,outlet,{'settling_velocity': 0.005}
