CaseStudy,Reference,Scenario,fci_class,tci_class,fixed_op_class,total_op_class,annual_op_class,elect_intens_class,catchem_class,other_class,wr_const_class,Unit,Type,UnitName,ToUnitName,FromPort,Parameter
hrsd,nawi,baseline,4,4,,,,4,5,,4,ozone_aop,treatment,ozonation,fixed_bed_gravity_basin,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'contact_time': 1, 'ct': 1, 'mass_transfer': 0.8, 'aop': False}"
hrsd,nawi,baseline,,,,,,,5,,,fixed_bed_gravity_basin,treatment,fixed_bed_gravity_basin,gac_pressure_vessel,outlet,
hrsd,nawi,baseline,,,,,,,5,,,gac_pressure_vessel,treatment,gac_pressure_vessel,"uv_irradiation,backwash_pump","outlet,waste",{'ebct': 10}
hrsd,nawi,baseline,3,3,,,,4,5,,,uv_aop,treatment,uv_irradiation,ion_exchange,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'dose': 5, 'uv_dose': 200, 'aop': False, 'uvt_in': 0.9}"
hrsd,nawi,baseline,,,,,,,5,,,anion_exchange_epa,treatment,ion_exchange,chlorination,outlet,"{'mode': 'sac', 'target': 'calcium'}"
hrsd,nawi,baseline,4,4,,,,,5,,,chlorination,treatment,chlorination,treated_storage,outlet,"{'chemical_name': 'Sodium Hypochlorite (NaOCl) (15%)', 'dose': 5.2}"
hrsd,nawi,baseline,4,4,,,,,5,,,treated_storage,treatment,treated_storage,recharge_pump,outlet,{'hours': 6}
hrsd,nawi,baseline,,,,,,,5,,,water_pumping_station,treatment,recharge_pump,recharge_pump_well,outlet,"{'pump_type': 'treated', 'pump_power': 250}"
hrsd,nawi,baseline,,,,,,,5,,,water_pumping_station,treatment,backwash_pump,sludge_tank,outlet,"{'pump_type': 'treated', 'pump_power': 50}"
hrsd,nawi,baseline,,,,,,,5,,,basic_unit,use,recharge_pump_well,,,{'unit_process_name': 'recharge_pump_well'}
hrsd,nawi,baseline,,,,,,,5,,,basic_unit,waste,sludge_tank,,,{'unit_process_name': 'sludge_tank'}
,,,,,,,,,,,,,,,,,
ocwd,nawi,baseline,,,,,,,5,,,water_pumping_station,intake,water_pumping_station,"microscreen_filtration,flow_equalization","outlet,outlet","{'water_type': ['ocwd_feed'], 'pump_type': 'raw', 'split_fraction': [0.85, 0.15]}"
ocwd,nawi,baseline,4,4,,,,,5,,,holding_tank,treatment,flow_equalization,microscreen_filtration,outlet,"{'avg_storage_time': 12, 'surge_cap': 0}"
ocwd,nawi,baseline,,,,,,,5,,,basic_unit,treatment,microscreen_filtration,chlorination,outlet,{'unit_process_name': 'microscreen_filtration'}
ocwd,nawi,baseline,4,4,,,,,4,,,chlorination,treatment,chlorination,microfiltration,outlet,{'chemical_name': 'Chlorine'}
ocwd,nawi,baseline,,,,,,,5,,,microfiltration,treatment,microfiltration,buffer_tank,outlet,{'unit_process_name': 'microfiltration'}
ocwd,nawi,baseline,,,,,,,5,,,basic_unit,treatment,buffer_tank,sulfuric_acid_addition,outlet,{'unit_process_name': 'buffer_tank'}
ocwd,nawi,baseline,,,,,,,5,,,sulfuric_acid_addition,treatment,sulfuric_acid_addition,anti_scalant_addition,outlet,{'dose': 10}
ocwd,nawi,baseline,,,,,,,5,,,anti_scalant_addition,treatment,anti_scalant_addition,cartridge_filtration,outlet,{'dose': 5}
ocwd,nawi,baseline,,,,,,,5,,,cartridge_filtration,treatment,cartridge_filtration,reverse_osmosis,outlet,
ocwd,nawi,baseline,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,reverse_osmosis,uv_aop,outlet,{'erd': 'no'}
ocwd,nawi,baseline,3,3,,,,4,5,,,uv_aop,treatment,uv_aop,decarbonator,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'dose': 5, 'uv_dose': 350, 'aop': True, 'uvt_in': 0.95}"
ocwd,nawi,baseline,,,,,,,5,,,basic_unit,treatment,decarbonator,lime_addition,outlet,{'unit_process_name': 'decarbonator'}
ocwd,nawi,baseline,,,,,,,5,,,lime_addition,treatment,lime_addition,treated_storage,outlet,{'lime': 2.3}
ocwd,nawi,baseline,,,,,,,5,,,treated_storage,treatment,treated_storage,municipal_drinking,outlet,{'hours': 24}
ocwd,nawi,baseline,,,,,,,5,,,municipal_drinking,use,municipal_drinking,,,
ocwd,nawi,baseline,,,,,,,5,,,surface_discharge,waste,surface_discharge,,,
,,,,,,,,,,,,,,,,,
solaire,nawi,baseline,,,,,,,5,,,holding_tank,intake,onsite_storage,water_pumping_station,outlet,"{'water_type': ['solaire_graywater', 'solaire_blackwater'], 'avg_storage_time': 24, 'surge_cap': 0}"
solaire,nawi,baseline,4,4,,,,,5,,,water_pumping_station,treatment,water_pumping_station,mbr_nitrification,outlet,"{'pump_type': 'raw', 'lift_height': 10}"
solaire,nawi,baseline,,,,,,,5,,,basic_unit,treatment,mbr_nitrification,ozone_aop,outlet,{'unit_process_name': 'mbr_nitrification'}
solaire,nawi,baseline,4,4,,,,4,5,,4,ozone_aop,treatment,ozone_aop,uv_irradiation,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'contact_time': 1, 'ct': 1, 'mass_transfer': 0.8, 'aop': True}"
solaire,nawi,baseline,4,4,,,,4,5,,4,uv_aop,treatment,uv_irradiation,treated_storage,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'dose': 5, 'uv_dose': 350, 'aop': False, 'uvt_in': 0.95}"
solaire,nawi,baseline,,,,,,,5,,,treated_storage,treatment,treated_storage,energy_recovery,outlet,{'hours': 3}
solaire,nawi,baseline,,,,,,,5,,,basic_unit,treatment,energy_recovery,graywater_supply,outlet,{'unit_process_name': 'energy_recovery'}
solaire,nawi,baseline,,,,,,,5,,,basic_unit,use,graywater_supply,,,{'unit_process_name': 'cooling_supply'}
solaire,nawi,baseline,,,,,,,5,,,surface_discharge,waste,surface_discharge,,,
,,,,,,,,,,,,,,,,,
solaire,nawi,solaire_curves,,,,,,,5,,,basic_unit,intake,onsite_storage,water_pumping_station,outlet,"{'water_type': ['solaire_graywater', 'solaire_blackwater'], 'unit_process_name': 'onsite_storage', 'case_specific': 'solaire' }"
solaire,nawi,solaire_curves,,,,,,,5,,,basic_unit,treatment,water_pumping_station,mbr_nitrification,outlet,"{'unit_process_name': 'raw_water_pump', 'case_specific': 'solaire' }"
solaire,nawi,solaire_curves,,,,,,,5,,,basic_unit,treatment,mbr_nitrification,ozone_aop,outlet,"{'unit_process_name': 'mbr_nitrification', 'case_specific': 'solaire'}"
solaire,nawi,solaire_curves,,,,,,,5,,,basic_unit,treatment,ozone_aop,uv_irradiation,outlet,"{'unit_process_name': 'ozone_aop', 'case_specific': 'solaire'}"
solaire,nawi,solaire_curves,,,,,,,5,,,basic_unit,treatment,uv_irradiation,treated_storage,outlet,"{'unit_process_name': 'uv_irradiation', 'case_specific': 'solaire'}"
solaire,nawi,solaire_curves,,,,,,,5,,,basic_unit,treatment,treated_storage,energy_recovery,outlet,"{'unit_process_name': 'onsite_storage', 'case_specific': 'solaire'}"
solaire,nawi,solaire_curves,,,,,,,5,,,basic_unit,treatment,energy_recovery,graywater_supply,outlet,"{'unit_process_name': 'energy_recovery', 'case_specific': 'solaire'}"
solaire,nawi,solaire_curves,,,,,,,5,,,basic_unit,use,graywater_supply,,,"{'unit_process_name': 'cooling_supply', 'case_specific': 'solaire'}"
solaire,nawi,solaire_curves,,,,,,,5,,,surface_discharge,waste,surface_discharge,,,
,,,,,,,,,,,,,,,,,
MINING,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
heap_leaching,nawi,baseline,,,,,,,5,,,well_field,intake,well_field,heap_leaching,outlet,{'water_type': ['ore_heap_make_up']}
heap_leaching,nawi,baseline,,,,,,,5,,,heap_leaching,intake,heap_leaching,agglom_stacking,outlet,{'water_type': ['ore_heap_recycle']}
heap_leaching,nawi,baseline,,,,,,,5,,,agglom_stacking,treatment,agglom_stacking,solution_distribution_and_recovery_plant,outlet,
heap_leaching,nawi,baseline,,,,,,,5,,,solution_distribution_and_recovery_plant,treatment,solution_distribution_and_recovery_plant,industrial,outlet,
heap_leaching,nawi,baseline,,,,,,,5,,,basic_unit,use,industrial,,,{'unit_process_name':'industrial'}
heap_leaching,nawi,baseline,,,,,,,5,,,surface_discharge,waste,surface_discharge,,,
,,,,,,,,,,,,,,,,,
lithium,nawi,baseline,,,,,,,5,,,well_field,intake,well_field,evaporation_pond_a,outlet,{'water_type': ['lithium_brine']}
lithium,nawi,baseline,4,4,,,,,5,,,evaporation_pond,treatment,evaporation_pond_a,sedimentation,waste,"{'approach': 'wt3', 'evap_method': 'jensen', 'air_temp': 20, 'solar_rad': 25}"
lithium,nawi,baseline,4.5,4.5,,,,,5,,,sedimentation,treatment,sedimentation,"evaporation_pond_b,sludge_tank","outlet,waste",{'settling_velocity': 0.005}
lithium,nawi,baseline,4,4,,,,,5,,,evaporation_pond,treatment,evaporation_pond_b,holding_tank,waste,"{'approach': 'wt3', 'evap_method': 'jensen', 'air_temp': 20, 'solar_rad': 25}"
lithium,nawi,baseline,,,,,,,5,,,holding_tank,treatment,holding_tank,industrial,outlet,"{'avg_storage_time': 24, 'surge_cap': 0.2}"
lithium,nawi,baseline,,,,,,,5,,,basic_unit,use,industrial,,,{'unit_process_name': 'industrial'}
lithium,nawi,baseline,,,,,,,5,,,basic_unit,waste,sludge_tank,,,{'unit_process_name': 'sludge_tank'}
,,,,,,,,,,,,,,,,,
50% recovery from an added HPRO or brine concentrator upstream of evaporation pond to achieve 2x capacity increase.,,,,,,,,,,,,,,,,,
lithium,nawi,add_bc,,,,,,,5,,,well_field,intake,well_field,brine_concentrator,outlet,{'water_type': ['lithium_brine']}
lithium,nawi,add_bc,,,,,,,5,,,brine_concentrator,treatment,brine_concentrator,"holding_tank,evaporation_pond_a","outlet,waste",
lithium,nawi,add_bc,4,4,,,,,5,,,evaporation_pond,treatment,evaporation_pond_a,sedimentation,waste,"{'approach': 'wt3', 'evap_method': 'jensen', 'air_temp': 20, 'solar_rad': 25}"
lithium,nawi,add_bc,4.5,4.5,,,,,5,,,sedimentation,treatment,sedimentation,"evaporation_pond_b,sludge_tank","outlet,waste",{'settling_velocity': 0.005}
lithium,nawi,add_bc,4,4,,,,,5,,,evaporation_pond,treatment,evaporation_pond_b,holding_tank,waste,"{'approach': 'wt3', 'evap_method': 'jensen', 'air_temp': 20, 'solar_rad': 25}"
lithium,nawi,add_bc,,,,,,,5,,,holding_tank,treatment,holding_tank,industrial,outlet,"{'avg_storage_time': 24, 'surge_cap': 0.2}"
lithium,nawi,add_bc,,,,,,,5,,,basic_unit,use,industrial,,,{'unit_process_name': 'industrial'}
lithium,nawi,add_bc,,,,,,,5,,,basic_unit,waste,sludge_tank,,,{'unit_process_name': 'sludge_tank'}
,,,,,,,,,,,,,,,,,
uranium,nawi,baseline,,,,,,,5,,,well_field,intake,active_mine,pump_active,outlet,{'water_type': ['uranium_active']}
uranium,nawi,baseline,,,,,,,5,,,basic_unit,treatment,pump_active,ion_exchange,outlet,{'unit_process_name': 'raw_water_pump1'}
uranium,nawi,baseline,3,3,,,,,5,,,anion_exchange_epa,treatment,ion_exchange,ro_production,waste,
uranium,nawi,baseline,3,3,,,,3,5,,,reverse_osmosis,treatment,ro_production,ro_restore_stage,waste,{'erd': 'no'}
uranium,nawi,baseline,3,3,,,,3,5,,,reverse_osmosis,treatment,ro_restore_stage,"industrial_use,passthrough,lined_storage","outlet,outlet,waste","{'erd': 'no', 'split_fraction': [0.74, 0.26]}"
uranium,nawi,baseline,,,,,,,5,,,treated_storage,treatment,lined_storage,deep_well_injection,waste,{'hours': 24}
uranium,nawi,baseline,,,,,,,5,,,well_field,intake,restoration_mine,pump_restore,outlet,{'water_type': ['uranium_restore']}
uranium,nawi,baseline,,,,,,,5,,,basic_unit,treatment,pump_restore,ro_restore,outlet,{'unit_process_name': 'raw_water_pump1'}
uranium,nawi,baseline,3,3,,,,3,5,,,reverse_osmosis,treatment,ro_restore,ro_restore_stage,waste,{'erd': 'no'}
uranium,nawi,baseline,4.5,4.5,,,,,5,,,deep_well_injection,waste,deep_well_injection,,,"{'incl_piping': False, 'pipe_distance': 22}"
uranium,nawi,baseline,,,,,,,5,,,basic_unit,use,industrial_use,,,{'unit_process_name': 'industrial'}
uranium,nawi,baseline,,,,,,,5,,,basic_unit,treatment,passthrough,,,{'unit_process_name': 'passthrough'}
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
POWER,,,,,,,,,,,,,,,,,
cherokee,nawi,baseline,,,,,,,5,,,cooling_tower,intake,cooling_tower_a,coag_and_floc,outlet,"{'water_type': ['cherokee_ct_makeup'], 'method': 'make_up_mass_balance', 'cycles': 6}"
cherokee,nawi,baseline,,,,,,,5,,,coag_and_floc,treatment,coag_and_floc,"clarifier,landfill","outlet,waste","{'alum_dose' : 10, 'polymer_dose': 0.1}"
cherokee,nawi,baseline,,,,,,,5,,,basic_unit,treatment,clarifier,"settling_pond,landfill","outlet,waste",{'unit_process_name': 'clarifier'}
cherokee,nawi,baseline,,,,,,,5,,,basic_unit,treatment,settling_pond,discharge,outlet,{'unit_process_name': 'settling_pond'}
cherokee,nawi,baseline,,,,,,,5,,,passthrough,intake,city_water_intake,"anti_scalant_addition,cooling_tower_b","outlet,outlet","{'water_type': ['denver_city_water'], 'split_fraction': [0.5, 0.5]}"
cherokee,nawi,baseline,,,,,,,5,,,cooling_tower,treatment,cooling_tower_b,anti_scalant_addition,outlet,"{'method': 'make_up_mass_balance', 'cycles': 2}"
cherokee,nawi,baseline,,,,,,,5,,,anti_scalant_addition,treatment,anti_scalant_addition,media_filtration,outlet,{'dose': 5}
cherokee,nawi,baseline,,,,,,,5,,,media_filtration,treatment,media_filtration,gac_gravity,outlet,
cherokee,nawi,baseline,,,,,,,5,,,gac_gravity,treatment,gac_gravity,boiler_ro,outlet,{'ebct': 10}
cherokee,nawi,baseline,3,3,,,,3,5,,,reverse_osmosis,treatment,boiler_ro,"mixed_bed_ax,coag_and_floc","outlet,waste",{'erd': 'no'}
cherokee,nawi,baseline,,,,,,,5,,,anion_exchange,treatment,mixed_bed_ax,"mixed_bed_cx,coag_and_floc","outlet,waste",
cherokee,nawi,baseline,,,,,,,5,,,cation_exchange,treatment,mixed_bed_cx,"treated_storage,coag_and_floc","outlet,waste",
cherokee,nawi,baseline,,,,,,,5,,,treated_storage,treatment,treated_storage,industrial,outlet,{'hours': 3}
cherokee,nawi,baseline,,,,,,,5,,,basic_unit,use,industrial,,,{'unit_process_name': 'industrial'}
cherokee,nawi,baseline,,,,,,,5,,,basic_unit,use,discharge,,,{'unit_process_name': 'discharge'}
cherokee,nawi,baseline,,,,,,,5,,,landfill,waste,landfill,,,
,,,,,,,,,,,,,,,,,
(what-if: ZLD by treating CT blowdown),,,,,,,,,,,,,,,,,
cherokee,nawi,zld_ct,,,,,,,5,,,cooling_tower,intake,cooling_tower_a,coag_and_floc,outlet,"{'water_type': ['cherokee_ct_makeup'], 'method': 'make_up_mass_balance', 'cycles': 6}"
cherokee,nawi,zld_ct,,,,,,,5,,,coag_and_floc,treatment,coag_and_floc,"clarifier,filter_press","outlet,waste","{'alum_dose' : 10, 'polymer_dose': 0.1}"
cherokee,nawi,zld_ct,,,,,,,5,,,basic_unit,treatment,clarifier,"media_filtration_a,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
cherokee,nawi,zld_ct,,,,,,,5,,,media_filtration,treatment,media_filtration_a,"reverse_osmosis_a,filter_press","outlet,waste",{'unit_process_name': 'media_filtration'}
cherokee,nawi,zld_ct,3,3,,,,3,5,,,reverse_osmosis,treatment,reverse_osmosis_a,"treated_storage_a,evaporation_pond","outlet,waste",{'erd': 'no'}
cherokee,nawi,zld_ct,,,,,,,5,,,treated_storage,treatment,treated_storage_a,industrial_b,outlet,{'hours': 12}
cherokee,nawi,zld_ct,3.5,3.5,,,,,5,,,evaporation_pond,treatment,evaporation_pond,filter_press,waste,"{'approach': 'wt3', 'evap_method': 'jensen', 'air_temp': 25, 'solar_rad': 25, 'area': 7, 'liner_thickness': 50, 'land_cost': 0, 'land_clearing_cost': 0, 'dike_height': 8}"
cherokee,nawi,zld_ct,,,,,,,5,,,passthrough,intake,city_water_intake,"anti_scalant_addition,cooling_tower_b","outlet,outlet","{'water_type': ['denver_city_water'], 'split_fraction': [0.5, 0.5]}"
cherokee,nawi,zld_ct,,,,,,,5,,,cooling_tower,treatment,cooling_tower_b,anti_scalant_addition,outlet,"{'method': 'make_up_mass_balance', 'cycles': 2}"
cherokee,nawi,zld_ct,,,,,,,5,,,anti_scalant_addition,treatment,anti_scalant_addition,media_filtration,outlet,{'dose': 5}
cherokee,nawi,zld_ct,,,,,,,5,,,media_filtration,treatment,media_filtration,gac_gravity,outlet,
cherokee,nawi,zld_ct,,,,,,,5,,,gac_gravity,treatment,gac_gravity,boiler_ro,outlet,{'ebct': 10}
cherokee,nawi,zld_ct,3,3,,,,3,5,,,reverse_osmosis,treatment,boiler_ro,"mixed_bed_ax,coag_and_floc","outlet,waste",{'erd': 'no'}
cherokee,nawi,zld_ct,,,,,,,5,,,anion_exchange,treatment,mixed_bed_ax,"mixed_bed_cx,coag_and_floc","outlet,waste",
cherokee,nawi,zld_ct,,,,,,,5,,,cation_exchange,treatment,mixed_bed_cx,"treated_storage_b,coag_and_floc","outlet,waste",
cherokee,nawi,zld_ct,,,,,,,5,,,treated_storage,treatment,treated_storage_b,industrial,outlet,{'hours': 3}
cherokee,nawi,zld_ct,4,4,,,,4,5,,,filter_press,treatment,filter_press,landfill_zld,outlet,"{'slurry_dry_solids': '1%', 'processing_time': 1}"
cherokee,nawi,zld_ct,,,,,,,5,,,landfill_zld,waste,landfill_zld,,,
cherokee,nawi,zld_ct,,,,,,,5,,,basic_unit,use,industrial,,,{'unit_process_name': 'industrial'}
cherokee,nawi,zld_ct,,,,,,,5,,,basic_unit,use,industrial_b,,,{'unit_process_name': 'industrial'}
,,,,,,,,,,,,,,,,,
(what-if: ZLD with a brine concentrator instead of CCRO),,,,,,,,,,,,,,,,,
cherokee,nawi,zld_brine_conc,,,,,,,5,,,cooling_tower,intake,cooling_tower_a,coag_and_floc,outlet,"{'water_type': ['cherokee_ct_makeup'], 'method': 'make_up_mass_balance', 'cycles': 6}"
cherokee,nawi,zld_brine_conc,,,,,,,5,,,coag_and_floc,treatment,coag_and_floc,"clarifier,filter_press","outlet,waste","{'alum_dose' : 10, 'polymer_dose': 0.1}"
cherokee,nawi,zld_brine_conc,,,,,,,5,,,basic_unit,treatment,clarifier,"media_filtration_a,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
cherokee,nawi,zld_brine_conc,,,,,,,5,,,media_filtration,treatment,media_filtration_a,"brine_concentrator,filter_press","outlet,waste",{'unit_process_name': 'media_filtration'}
cherokee,nawi,zld_brine_conc,,,,,,,5,,,brine_concentrator,treatment,brine_concentrator,"treated_storage_a,evaporation_pond","outlet,waste",
cherokee,nawi,zld_brine_conc,,,,,,,5,,,treated_storage,treatment,treated_storage_a,industrial_b,outlet,{'hours': 12}
cherokee,nawi,zld_brine_conc,3.5,3.5,,,,,5,,,evaporation_pond,treatment,evaporation_pond,filter_press,waste,"{'approach': 'wt3', 'evap_method': 'jensen', 'air_temp': 25, 'solar_rad': 25, 'area': 7, 'liner_thickness': 50, 'land_cost': 0, 'land_clearing_cost': 0, 'dike_height': 8}"
cherokee,nawi,zld_brine_conc,,,,,,,5,,,passthrough,intake,city_water_intake,"anti_scalant_addition,cooling_tower_b","outlet,outlet","{'water_type': ['denver_city_water'], 'split_fraction': [0.5, 0.5]}"
cherokee,nawi,zld_brine_conc,,,,,,,5,,,cooling_tower,treatment,cooling_tower_b,anti_scalant_addition,outlet,"{'method': 'make_up_mass_balance', 'cycles': 2}"
cherokee,nawi,zld_brine_conc,,,,,,,5,,,anti_scalant_addition,treatment,anti_scalant_addition,media_filtration,outlet,{'dose': 5}
cherokee,nawi,zld_brine_conc,,,,,,,5,,,media_filtration,treatment,media_filtration,gac_gravity,outlet,
cherokee,nawi,zld_brine_conc,,,,,,,5,,,gac_gravity,treatment,gac_gravity,boiler_ro,outlet,{'ebct': 10}
cherokee,nawi,zld_brine_conc,3,3,,,,3,5,,,reverse_osmosis,treatment,boiler_ro,"mixed_bed_ax,coag_and_floc","outlet,waste",{'erd': 'no'}
cherokee,nawi,zld_brine_conc,,,,,,,5,,,anion_exchange,treatment,mixed_bed_ax,"mixed_bed_cx,coag_and_floc","outlet,waste",
cherokee,nawi,zld_brine_conc,,,,,,,5,,,cation_exchange,treatment,mixed_bed_cx,"treated_storage,coag_and_floc","outlet,waste",
cherokee,nawi,zld_brine_conc,,,,,,,5,,,treated_storage,treatment,treated_storage,industrial,outlet,{'hours': 3}
cherokee,nawi,zld_brine_conc,4,4,,,,4,5,,,filter_press,treatment,filter_press,landfill_zld,outlet,
cherokee,nawi,zld_brine_conc,,,,,,,5,,,landfill_zld,waste,landfill_zld,,,"{'slurry_dry_solids': '1%', 'processing_time': 1}"
cherokee,nawi,zld_brine_conc,,,,,,,5,,,basic_unit,use,industrial,,,{'unit_process_name': 'industrial'}
cherokee,nawi,zld_brine_conc,,,,,,,5,,,basic_unit,use,industrial_b,,,{'unit_process_name': 'industrial'}
,,,,,,,,,,,,,,,,,
gila_river,nawi,baseline,,,,,,,5,,,cooling_tower,intake,cooling_tower,ph_adjustment,outlet,"{'water_type': ['gila_river_water'],'method': 'make_up_mass_balance', 'cycles': 8}"
gila_river,nawi,baseline,,,,,,,5,,,sulfuric_acid_addition,treatment,ph_adjustment,anti_scalant_addition,outlet,{'dose': 10}
gila_river,nawi,baseline,,,,,,,5,,,anti_scalant_addition,treatment,anti_scalant_addition,antifoam_emulsion,outlet,{'dose': 300}
gila_river,nawi,baseline,4,4,,,,,5,,,chemical_addition,treatment,antifoam_emulsion,cathodic_inhibitor,outlet,"{'chemical_name': 'Antifoam_Emulsion', 'dose': 0.1}"
gila_river,nawi,baseline,4,4,,,,,5,,,chemical_addition,treatment,cathodic_inhibitor,bc_feed_tank,outlet,"{'chemical_name': 'Cathodic_Inhibitor', 'dose': 10}"
gila_river,nawi,baseline,,,,,,,5,,,holding_tank,treatment,bc_feed_tank,"brine_concentrator,ultra_filtration","outlet,outlet","{'avg_storage_time': 12, 'surge_cap': 0.2, 'split_fraction': [0.9091, 0.0909]}"
gila_river,nawi,baseline,,,,,,,5,,,brine_concentrator,treatment,brine_concentrator,"mixed_bed_ax,evaporation_pond","outlet,waste",
gila_river,nawi,baseline,,,,,,,5,,,anion_exchange,treatment,mixed_bed_ax,"mixed_bed_cx,evaporation_pond","outlet,waste",
gila_river,nawi,baseline,,,,,,,5,,,cation_exchange,treatment,mixed_bed_cx,"industrial_a,evaporation_pond","outlet,waste",
gila_river,nawi,baseline,,,,,,,5,,,basic_unit,treatment,ultra_filtration,"reverse_osmosis,evaporation_pond","outlet,waste",{'unit_process_name': 'ultra_filtration'}
gila_river,nawi,baseline,3,3,,,,3,5,,,reverse_osmosis,treatment,reverse_osmosis,"industrial_b,evaporation_pond","outlet,waste",{'erd': 'no'}
gila_river,nawi,baseline,3.5,3.5,,,,,5,,,evaporation_pond,treatment,evaporation_pond,landfill_zld,waste,"{'approach': 'wt3', 'evap_method': 'jensen', 'air_temp': 20, 'solar_rad': 25, 'area': 49}"
gila_river,nawi,baseline,,,,,,,5,,,basic_unit,use,industrial_a,,,{'unit_process_name': 'industrial'}
gila_river,nawi,baseline,,,,,,,5,,,basic_unit,use,industrial_b,,,{'unit_process_name': 'industrial'}
gila_river,nawi,baseline,,,,,,,5,,,landfill_zld,waste,landfill_zld,,,
,,,,,,,,,,,,,,,,,"{'approach': 'wt3', 'evap_method': 'jensen', 'air_temp': 20, 'solar_rad': 25}"
(What-if both brine concentrators),,,,,,,,,,,,,,,,,
gila_river,nawi,both_brine,,,,,,,5,,,cooling_tower,intake,cooling_tower,ph_adjustment,outlet,"{'water_type': ['gila_river_water'],'method': 'make_up_mass_balance', 'cycles': 8}"
gila_river,nawi,both_brine,,,,,,,5,,,sulfuric_acid_addition,treatment,ph_adjustment,anti_scalant_addition,outlet,{'dose': 10}
gila_river,nawi,both_brine,,,,,,,5,,,anti_scalant_addition,treatment,anti_scalant_addition,antifoam_emulsion,outlet,{'dose': 300}
gila_river,nawi,both_brine,4,4,,,,,5,,,chemical_addition,treatment,antifoam_emulsion,cathodic_inhibitor,outlet,"{'chemical_name': 'Antifoam_Emulsion', 'dose': 0.1}"
gila_river,nawi,both_brine,4,4,,,,,5,,,chemical_addition,treatment,cathodic_inhibitor,bc_feed_tank,outlet,"{'chemical_name': 'Cathodic_Inhibitor', 'dose': 10}"
gila_river,nawi,both_brine,,,,,,,5,,,holding_tank,treatment,bc_feed_tank,"main_brine_concentrators,ultra_filtration","outlet,outlet","{'avg_storage_time': 12, 'surge_cap': 0.2, 'split_fraction': [0.9091, 0.0909]}"
gila_river,nawi,both_brine,,,,,,,5,,,brine_concentrator,treatment,main_brine_concentrators,"mixed_bed_ax,evaporation_pond","outlet,waste",
gila_river,nawi,both_brine,,,,,,,5,,,anion_exchange,treatment,mixed_bed_ax,"mixed_bed_cx,evaporation_pond","outlet,waste",
gila_river,nawi,both_brine,,,,,,,5,,,cation_exchange,treatment,mixed_bed_cx,"industrial_a,evaporation_pond","outlet,waste",
gila_river,nawi,both_brine,,,,,,,5,,,basic_unit,treatment,ultra_filtration,"zld_brine_concentrator,evaporation_pond","outlet,waste",{'unit_process_name': 'ultra_filtration'}
gila_river,nawi,both_brine,,,,,,,5,,,brine_concentrator,treatment,zld_brine_concentrator,"industrial_b,evaporation_pond","outlet,waste",
gila_river,nawi,both_brine,3.5,3.5,,,,,5,,,evaporation_pond,treatment,evaporation_pond,landfill_zld,waste,"{'approach': 'wt3', 'evap_method': 'jensen', 'air_temp': 20, 'solar_rad': 25}"
gila_river,nawi,both_brine,,,,,,,5,,,basic_unit,use,industrial_a,,,{'unit_process_name': 'industrial'}
gila_river,nawi,both_brine,,,,,,,5,,,basic_unit,use,industrial_b,,,{'unit_process_name': 'industrial'}
gila_river,nawi,both_brine,,,,,,,5,,,landfill_zld,waste,landfill_zld,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
(What-if both RO),,,,,,,,,,,,,,,,,
gila_river,nawi,both_ro,,,,,,,5,,,cooling_tower,intake,cooling_tower,ph_adjustment,outlet,"{'water_type': ['gila_river_water'],'method': 'make_up_mass_balance', 'cycles': 8}"
gila_river,nawi,both_ro,,,,,,,5,,,sulfuric_acid_addition,treatment,ph_adjustment,anti_scalant_addition,outlet,{'dose': 10}
gila_river,nawi,both_ro,,,,,,,5,,,anti_scalant_addition,treatment,anti_scalant_addition,antifoam_emulsion,outlet,{'dose': 300}
gila_river,nawi,both_ro,4,4,,,,,5,,,chemical_addition,treatment,antifoam_emulsion,cathodic_inhibitor,outlet,"{'chemical_name': 'Antifoam_Emulsion', 'dose': 0.1}"
gila_river,nawi,both_ro,4,4,,,,,5,,,chemical_addition,treatment,cathodic_inhibitor,ro_feed_tank,outlet,"{'chemical_name': 'Cathodic_Inhibitor', 'dose': 10}"
gila_river,nawi,both_ro,,,,,,,5,,,holding_tank,treatment,ro_feed_tank,"reverse_osmosis_a,ultra_filtration","outlet,outlet","{'avg_storage_time': 12, 'surge_cap': 0.2, 'split_fraction': [0.9091, 0.0909]}"
gila_river,nawi,both_ro,3,3,,,,3,5,,,reverse_osmosis,treatment,reverse_osmosis_a,"mixed_bed_ax,evaporation_pond","outlet,waste",{'erd': 'no'}
gila_river,nawi,both_ro,,,,,,,5,,,anion_exchange,treatment,mixed_bed_ax,"mixed_bed_cx,evaporation_pond","outlet,waste",
