,S_su, S_aa, S_fa, S_va, S_bu, S_pro, S_ac, S_h2, S_ch4, S_IC, S_IN, S_I, X_c, X_ch, X_pr, X_li, X_su, X_aa, X_fa, X_c4, X_pro, X_ac, X_h2, X_I, S_cat, S_an, H2O,Volumetric Flowrate,bge2_ S_h2,bge2_ S_ch4,bge2_ S_IC,bge2_Volumetric Flowrate,bgr2_ S_h2,bgr2_ S_ch4,bgr2_ S_IC,bgr2_ H2O,bgr2_Volumetric Flowrate,bge1_ S_h2,bge1_ S_ch4,bge1_ S_IC,bge1_Volumetric Flowrate
0,2.0206797596779453,1.6675675595821542,27.803600116489072,3.183734035520544,4.0904620644801755,5.0923240101854494,19.929851353638547,2.224234252991537e-05,47.36423241356051,554.701762925858,194.36976890900988,63.660530002455765,59.903868585239564,2.2835665651359736,3.401627766769506,2.307288630301914,446.22326191077036,109.56032748813574,12.127886190502334,85.03217568778882,34.30321927178266,88.86240239000401,89.44813794564938,102.91063512863025,39.99999999999954,19.999999999999243,990964.2006566459,7460.6365927012375,0.27657005764346937,295013.08828635985,618385.8335260582,1.0,0.002782095575789905,2571.5701511336893,98.49951107869778,32.25078990652627,12816.938976624204,3730.7854715878407,10431483.95464975,4543148.233603154,1.0
0,0.6982105197397628,0.7238255004165672,20.15445017514449,1.1936481399397576,1.5139105225589067,1.6538124829967722,13.042476482533363,8.613544175598697e-06,46.80255633966334,577.7519615292669,206.59665598696458,87.91288506083318,39.21769961237031,0.7159576633858568,0.9285570313145591,0.8613371270791848,372.56114062077745,94.46662435164276,10.227987094079234,78.57887789445401,40.756418524936244,14.398242863788834,83.66959604411652,111.23644215982267,39.999999999999766,19.999999999999567,990964.2006591497,5093.951449177611,0.07312829305974392,199039.4992838503,439764.66370188294,1.0,0.0011356919852725214,2466.43943888395,96.6714604567783,25.13055092701185,9135.159752667121,1089.1061129937316,7943232.730040344,3104289.408163832,1.0
0,1.1163201462663317,1.0609995882541805,23.629891684015735,1.9119503649137324,2.422098805752292,3.183215544499326,15.194865659550485,1.3858779244725463e-05,54.97280668843844,583.8742192803959,199.71203820576707,74.35479340623857,48.95029509806775,1.2199924081912177,1.7025979764934325,1.3473830439919143,414.59198724504535,104.37024315820837,11.81872678820376,87.67735906878595,35.34334433946991,49.34619514208922,87.03123055318744,113.26358994682799,40.0,20.0,990964.2006638126,7518.9121640449475,0.17367157306996656,345078.43253235414,655991.8000581035,1.0,0.0017771581222437267,2703.4842826776003,92.70333207426128,20.334959068565766,12209.350414538234,2447.598726008249,11231897.136931956,4584090.15064577,1.0
0,0.6771443414901062,0.7059675026533844,19.93907138716667,1.1558506265356796,1.4664141210721184,1.5857017449056237,12.844674372177053,8.342164214565634e-06,52.960527615455135,593.1558056666737,207.1401351900103,88.97680117227254,38.56211583800457,0.6909684163529574,0.8913623521964201,0.8360586886525766,369.1667121655541,93.6434403840602,10.086532803855363,77.79884770128346,40.72801736963427,12.733909384419343,83.09744753393,111.33437022752696,40.00000000000304,20.000000000001346,990964.2006621218,8502.529733890657,0.11821583213223819,375937.24706732074,753600.2686050563,1.0,0.0011022204744447375,2728.6265552150826,96.99988286275526,22.878091108222467,13755.114637059107,1766.9229087709423,13297215.096281819,5184483.39875852,1.0
0,1.17976215837091,1.108334249096695,24.033173257084748,2.0121241116074615,2.5499279175600797,3.404491594562296,16.2427467032248,1.4564643441841967e-05,42.388289109436265,553.2808643098625,199.1167590519413,73.16207947393833,49.99632770584004,1.2961317865616826,1.822411975989914,1.4179174904253753,418.43609007338137,105.20103951716703,11.914314719270006,88.30976880178297,34.33674178126459,52.37198696679596,86.97053440858272,112.5108016649709,40.0,20.0,990964.2006708528,6317.354183070368,0.1533500186204146,223560.98194679903,522281.9008424033,1.0,0.0018935411478802203,2440.133280229558,101.72790053773998,37.04808915636926,11424.063723700861,2150.3780207825075,9352876.235656727,3839279.630026937,1.0
0,14.391099423366327,6.885016471552678,73.77658526713,13.002618560437222,17.878312543849287,21.351156815582563,57.8055301306839,0.00010872580795808374,54.34736246564608,516.8090522814648,183.13938542149984,41.97923951822478,92.20302277354814,15.238932014591446,24.798893113189994,13.298436934247144,478.5336727286715,110.16017427261892,11.473456781178813,73.46794465542996,46.16388290760847,203.4983412918994,97.83210954595042,68.25019107634816,40.0,20.0,990964.2006568162,6976.13767849287,1.26414367586828,316525.2858267941,538727.6359619533,1.0,0.01034640706704327,2535.7131743186974,94.20874295660379,37.33441794228788,12581.850044322397,14090.788872742329,6514925.951683838,4228087.910892629,1.0
0,6.514474552610905,3.822698930955302,43.97373728429435,7.341709374369398,10.02398105056736,11.04603358255124,34.5653883899557,5.531485884034014e-05,51.263523170972114,535.1922792910726,187.86248410792786,50.690916214106764,79.49513087519982,7.270964952317996,11.58886325701366,6.588549144980007,475.57292668102303,110.97621655868865,11.20376573325255,61.66208836568558,37.92839791544618,164.8173198891261,90.4401839918257,83.45863634799885,40.0,20.0,990964.2006568927,7247.383976457076,0.6681467026991103,310173.44690779434,579582.4291994205,1.0,0.0060913175785957336,2576.1416372391236,95.17825439846993,32.96841665352226,12693.269302215216,7994.505210058321,8385203.443480089,4431014.228139396,1.0
0,0.8980781193018871,0.8916594469004943,21.994585137338248,1.551940804552186,1.9655864379541563,2.3633605055439673,14.158827349605687,1.1213661768952328e-05,48.43628013000081,575.2307627427107,202.55812300837653,79.9812219002106,44.61910056703688,0.9586201837894041,1.296328972040776,1.100221487416119,397.4372360335707,100.42301944839681,11.252118881242218,84.15183202973643,39.22996185566858,32.59781688838177,86.75637937764876,113.07223779107301,40.0,20.0,990964.2006704169,5830.6593714237015,0.10897173680186262,235778.03678694725,501168.62399679166,1.0,0.0014608607130165824,2526.814135431065,95.92893368326679,24.819289224074062,10166.39813943896,1571.0130226768522,8893284.802303279,3551667.2514022794,1.0
0,1.2522836441413814,1.1616625459700085,24.48400072539769,2.1250836570327234,2.6945645857461327,3.6341259632864844,15.979148136581225,1.5336742298159755e-05,52.52987111777208,576.2436067162677,198.42725497052717,71.79940640750893,51.149619836971475,1.382311054505876,1.9582585869420928,1.497519049344024,422.3129714577076,105.99968924835768,11.998615869315142,88.75433780751699,33.4821360558147,57.62144313551534,86.97056436485646,112.20072093982664,39.99999999999679,19.999999999999964,990964.2006584198,6802.62711648096,0.1738835650599034,298330.6645677209,585742.7011690728,1.0,0.0019568111298064396,2632.29365356085,93.43672672261701,22.17106206670277,11357.941051781028,2432.0202028150197,10034951.209176132,4146181.0907025104,1.0
0,2.206548131164045,1.778338750513643,28.439078389563203,3.4028920773088136,4.3907088239301695,5.379727497385894,20.227502932532307,2.374823034579449e-05,56.386704764653764,572.2744632143184,193.75928479545382,62.43585453634505,61.448304875929665,2.5009830979352357,3.7537414269645453,2.4987163178203966,449.6757739659063,109.8906282535549,12.059661361353392,83.29418623045846,34.52979879354858,95.10289692942663,89.64415432544736,100.91221648312208,40.0,20.0,990964.2137350144,9476.509608217993,0.37508388841682605,446108.0055274986,810357.906200548,1.0,0.0029368703097706287,2802.96368789536,93.6470029961122,23.089562105589795,14898.869910137048,5034.649534704877,13130655.275531543,5782417.4330394,1.0
0,0.8241140944902461,0.8310685439221701,21.35411769761169,1.4221083928913842,1.8016851314608147,2.0919555657060633,14.067360862245918,1.0261506845712746e-05,42.46255228817515,562.0506243063888,203.85442532584108,82.52984971976714,42.799461211273005,0.8688474504592638,1.1590507960534355,1.0130678301476408,389.6090221494413,98.56630866140236,10.936143720991412,82.43057967315963,40.13620870048077,25.534761497090862,86.05675075029771,112.0991264878868,40.0,20.0,990964.2006766838,5298.019432354739,0.0906094377897122,187816.84286680678,444951.9159086286,1.0,0.0013545482408505965,2398.8269006171413,100.54198457591336,33.039306700750494,9762.365549113749,1320.2803921001262,8132333.29490946,3222389.264227737,1.0
0,1.4955898282279922,1.3328689928692454,25.739545368962716,2.4924716946702388,3.1702375892321117,4.191866525485112,17.15122117469134,1.769589515408769e-05,56.03786426429815,579.5992656033131,196.69955754172696,68.35004898357532,54.48899534076379,1.6691352697679793,2.413801829956693,1.759036344491258,432.4279941299651,107.76996238089869,12.135639304600453,88.58896257123979,33.21458499462202,69.94891525588979,87.91869360951485,109.49422145270283,40.0,20.0,990964.2006722555,9082.12540350427,0.2678605648611465,424897.29232985765,786573.6986419252,1.0,0.002242142935920477,2787.509817344073,93.65424623199233,21.872417782010505,14306.856715220718,3698.0409453388024,13153445.409407591,5537601.400423289,1.0
0,1.6020334608711941,1.4038410991973624,26.205312820022073,2.643073442449015,3.367648870009057,4.389242950178927,18.095048950365708,1.8660662415289654e-05,44.90604349105325,552.975619180801,196.13386240850085,67.20918602296656,55.74356699216376,1.7938230017082024,2.6131854791393803,1.871372025122518,435.8845554044471,108.28371242367484,12.161955292829758,88.09766484173053,33.48299263136659,73.85731325937218,88.38081060890717,108.04663214700152,40.00000000000185,20.000000000001496,990964.2006563302,5756.058818282187,0.1790197840841916,215796.75517804114,475614.7408971164,1.0,0.0023634201277089196,2452.2692546341427,98.02470737777543,31.97829918041247,10358.012398722483,2456.1087955994453,8260822.265350657,3503234.839000864,1.0
0,1.509432460130807,1.3415582609124783,25.792196450203132,2.5109796610808512,3.1943996889142774,4.215224832441855,17.880948662674562,1.7815743886862466e-05,44.59814461486956,554.102742663215,196.6646254659988,68.26858324629333,54.63950295024092,1.6852475559144822,2.4396365775964153,1.7734823117726053,432.900650588544,107.84440882905594,12.145384354978772,88.55985563909529,33.24665440368963,69.5442205911991,87.98744696703704,109.12171249483927,40.0,20.0,990964.2006568516,7627.022252333125,0.22646845844494642,283979.30978462996,631494.2681474142,1.0,0.0022853696703333233,2537.446958552573,101.53053116084659,36.587578030015166,13260.936275020318,3121.354166416595,11006409.15018278,4637475.823855352,1.0
0,1.248260390515811,1.158755599316123,24.456379132825294,2.1190830282713353,2.6868977517354744,3.6222328173575424,16.255233587524007,1.5296050193282565e-05,45.32963309771089,559.489811642602,198.47926525843238,71.90061369146913,51.08275390133904,1.3777215163481882,1.951057299607808,1.4932464912803336,422.1143611833178,105.96031104970739,11.995128728845042,88.74277287893818,33.52638721285711,56.95864826772305,86.9712739791717,112.1128160796106,40.00000000000244,20.000000000000856,990964.2006648509,5262.169234676773,0.13415067456527208,199141.56205726956,439927.4823129936,1.0,0.0019626366135024487,2440.7317969498176,97.06015241332469,29.221832810596467,9503.385998570657,1875.440868047653,7754759.842676729,3202774.741627275,1.0
0,9.567478773401776,5.0002502461774085,55.22042838266524,9.484390974560206,12.997670597037345,14.755175318934702,42.58967308257642,7.605661563512231e-05,53.61813130168599,528.7195693385271,185.67718364024182,46.58085726071836,85.68299279898748,10.365029342769462,16.70976813043522,9.202805213602055,477.56368445458236,110.49658693053112,11.009225749180024,66.59619476630573,41.05245061582297,186.75659183609756,93.3178821927405,76.63672176795293,40.0,20.0,990964.2006568148,5190.309261183474,0.6579289275087452,232337.76325767708,410055.5747699659,1.0,0.007751237717179721,2481.3322365523068,90.61462721693545,28.58055972923144,9500.893738676574,7517.428170975744,5504189.3919563815,3170002.820732798,1.0
