# Feed Concentration,Volumetric Recovery Rate,LCOW,LCOW wrt Feed Flow,SEC,SEC wrt Feed,Number of Stages,Final Brine Concentration,Final Permeate Concentration (ppm),Annual Feed Flow,Annual Water Production,Pump Work In (kW),Pump Work Recovered (kW),Net Pump Work In (kW),Energy Recovery (%),Mass Water Recovery Rate (%),System Salt Rejection (%),Total Membrane Area,Total Capex LCOW,Total Opex LCOW,Primary Pump Capex LCOW,Recycle Pump Capex LCOW,ERD Capex LCOW,Membrane Capex LCOW,Indirect Capex LCOW,Electricity LCOW,Membrane Replacement LCOW,Chem-labor-maintenance LCOW,Pumping Energy Agg LCOW,Membrane Agg LCOW,Feed Pressure (bar)-Stage 1,Feed Pressure (bar)-Stage 2,Feed Pressure (bar)-Stage 3,Feed Pressure (bar)-Stage 4,Membrane Area-Stage 1,Membrane Area-Stage 2,Membrane Area-Stage 3,Observed Rejection (%)-Stage 1,Observed Rejection (%)-Stage 2,Observed Rejection (%)-Stage 3,Observed Salt Passage (%)-Stage 1,Observed Salt Passage (%)-Stage 2,Observed Salt Passage (%)-Stage 3,Mass Salt Passage (%)-Stage 1,Mass Salt Passage (%)-Stage 2,Mass Salt Passage (%)-Stage 3,Volumetric Module Recovery Rate (%)-Stage 1,Volumetric Module Recovery Rate (%)-Stage 2,Volumetric Module Recovery Rate (%)-Stage 3,Mass Water Module Recovery Rate (%)-Stage 1,Mass Water Module Recovery Rate (%)-Stage 2,Mass Water Module Recovery Rate (%)-Stage 3,A-Value (LMH/bar)-Stage 1,A-Value (LMH/bar)-Stage 2,A-Value (LMH/bar)-Stage 3,B-Value (LMH)-Stage 1,B-Value (LMH)-Stage 2,B-Value (LMH)-Stage 3,Average Water Flux (LMH)-Stage 1,Average Water Flux (LMH)-Stage 2,Average Water Flux (LMH)-Stage 3,Average NaCl Flux (GMH)-Stage 1,Average NaCl Flux (GMH)-Stage 2,Average NaCl Flux (GMH)-Stage 3,Inlet Reynolds Number-Stage 1,Inlet Reynolds Number-Stage 2,Inlet Reynolds Number-Stage 3,Outlet Reynolds Number-Stage 1,Outlet Reynolds Number-Stage 2,Outlet Reynolds Number-Stage 3,Inlet Crossflow Velocity-Stage 1,Inlet Crossflow Velocity-Stage 2,Inlet Crossflow Velocity-Stage 3,Outlet Crossflow Velocity-Stage 1,Outlet Crossflow Velocity-Stage 2,Outlet Crossflow Velocity-Stage 3,Primary Pump SEC-Stage 1,Primary Pump SEC-Stage 2,Primary Pump SEC-Stage 3,Primary Pump SEC-Stage 4,Recycle Pump SEC-Stage 1,Recycle Pump SEC-Stage 2,Recycle Pump SEC-Stage 3,Recycle Pump SEC-Stage 4,ERD SEC-Stage 1,ERD SEC-Stage 2,ERD SEC-Stage 3,ERD SEC-Stage 4,Net SEC-Stage 1,Net SEC-Stage 2,Net SEC-Stage 3,Net SEC-Stage 4
1.937500e+01,6.375000e-01,1.100237e+00,7.014008e-01,4.599251e+00,2.932022e+00,4.000000e+00,5.316974e+01,1.305541e+02,2.840184e+04,1.810617e+04,1.158120e+01,-1.025922e+00,1.055528e+01,8.858509e+00,6.406125e+01,9.932948e+01,6.516742e+02,4.740968e-01,6.261398e-01,1.196224e-01,2.418468e-03,7.032011e-03,1.079755e-01,2.370484e-01,3.219476e-01,1.619632e-01,1.422290e-01,6.575371e-01,4.426995e-01,2.108187e+01,3.389591e+01,3.161849e+01,2.530998e+01,2.022079e+02,1.475579e+02,1.465785e+02,2.069993e+01,1.085573e+01,6.219693e+01,7.930007e+01,8.914427e+01,3.780307e+01,6.033003e+01,9.001597e+01,3.350082e+01,6.370449e+01,8.374925e+01,8.296679e+01,6.406125e+01,8.411609e+01,8.326558e+01,1.512000e+00,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,1.260000e-01,1.129260e+01,1.547497e+01,1.557836e+01,1.474488e+00,2.020584e+00,2.034085e+00,1.762936e+02,2.782718e+02,2.620464e+02,6.134759e+01,4.133188e+01,4.133188e+01,1.678553e-01,2.635366e-01,2.476113e-01,6.090485e-02,4.286268e-02,4.224687e-02,1.165933e+00,1.453393e+00,1.365960e+00,9.609886e-01,0.000000e+00,1.681598e-02,6.843351e-02,1.475189e-02,-2.058059e-01,-1.036158e-01,-1.053817e-01,-3.222145e-02,9.601272e-01,1.366593e+00,1.329012e+00,9.435190e-01
1.937500e+01,6.750000e-01,1.104667e+00,7.456505e-01,4.730637e+00,3.193180e+00,4.000000e+00,5.928253e+01,1.257600e+02,2.840184e+04,1.917124e+04,1.248773e+01,-9.922807e-01,1.149545e+01,7.946046e+00,6.782964e+01,9.935410e+01,6.760812e+02,4.729451e-01,6.317223e-01,1.214860e-01,2.796969e-03,6.393468e-03,1.057961e-01,2.364726e-01,3.311446e-01,1.586942e-01,1.418835e-01,6.709033e-01,4.337642e-01,2.431046e+01,3.376669e+01,3.124497e+01,2.516438e+01,2.052802e+02,1.534550e+02,1.538726e+02,2.374600e+01,1.012288e+01,6.302569e+01,7.625400e+01,8.987712e+01,3.697431e+01,6.131306e+01,9.084353e+01,3.267876e+01,6.745481e+01,8.390479e+01,8.303925e+01,6.782964e+01,8.425706e+01,8.332854e+01,1.512000e+00,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,1.260000e-01,1.177793e+01,1.575561e+01,1.571285e+01,1.481379e+00,1.981675e+00,1.976297e+00,2.334925e+02,2.804371e+02,2.627582e+02,7.236036e+01,4.133188e+01,4.133188e+01,2.223164e-01,2.653759e-01,2.481430e-01,7.234172e-02,4.274570e-02,4.215406e-02,1.278311e+00,1.445039e+00,1.348126e+00,9.518545e-01,0.000000e+00,3.377018e-02,6.807812e-02,1.380374e-02,-1.734047e-01,-1.019644e-01,-1.032825e-01,-2.969444e-02,1.104906e+00,1.376845e+00,1.312922e+00,9.359638e-01
1.937500e+01,7.125000e-01,1.108809e+00,7.900261e-01,4.888749e+00,3.483234e+00,4.000000e+00,6.699073e+01,1.177900e+02,2.840184e+04,2.023631e+04,1.350432e+01,-9.646775e-01,1.253964e+01,7.143473e+00,7.159809e+01,9.939504e+01,6.913834e+02,4.714242e-01,6.373844e-01,1.238130e-01,3.513811e-03,5.888871e-03,1.024965e-01,2.357121e-01,3.422124e-01,1.537447e-01,1.414273e-01,6.885731e-01,4.202355e-01,2.957156e+01,3.337838e+01,2.964216e+01,2.452105e+01,2.029726e+02,1.572367e+02,1.603871e+02,3.276331e+01,1.109633e+01,6.521267e+01,6.723669e+01,8.890367e+01,3.478733e+01,5.690731e+01,9.079764e+01,3.045415e+01,7.121182e+01,8.414994e+01,8.241542e+01,7.159809e+01,8.445416e+01,8.266190e+01,1.512000e+00,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,1.260000e-01,1.257363e+01,1.623097e+01,1.591214e+01,1.481222e+00,1.912070e+00,1.874511e+00,3.015762e+02,2.826659e+02,2.507703e+02,8.200328e+01,4.133188e+01,4.133188e+01,2.871413e-01,2.668521e-01,2.362742e-01,8.268879e-02,4.232904e-02,4.159693e-02,1.484513e+00,1.423936e+00,1.286391e+00,9.247095e-01,0.000000e+00,6.271604e-02,7.109115e-02,1.148559e-02,-1.448211e-01,-9.923293e-02,-1.047345e-01,-2.730400e-02,1.339692e+00,1.387419e+00,1.252747e+00,9.088911e-01
1.937500e+01,7.500000e-01,1.115806e+00,8.368543e-01,4.928454e+00,3.696341e+00,4.000000e+00,7.696388e+01,1.214326e+02,2.840184e+04,2.130138e+04,1.425802e+01,-9.511892e-01,1.330683e+01,6.671259e+00,7.536635e+01,9.937633e+01,7.359173e+02,4.733450e-01,6.424607e-01,1.242452e-01,3.466190e-03,5.317482e-03,1.036436e-01,2.366725e-01,3.449918e-01,1.554654e-01,1.420035e-01,6.908669e-01,4.249388e-01,2.899965e+01,3.387473e+01,3.118693e+01,2.565390e+01,2.180899e+02,1.666328e+02,1.705817e+02,2.356345e+01,5.960438e+00,6.173198e+01,7.643655e+01,9.403956e+01,3.826802e+01,6.817661e+01,9.495135e+01,3.373445e+01,7.494916e+01,8.403801e+01,8.325851e+01,7.536635e+01,8.439646e+01,8.356695e+01,1.512000e+00,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,1.260000e-01,1.231795e+01,1.612181e+01,1.574859e+01,1.495983e+00,1.957951e+00,1.912625e+00,2.831621e+02,2.831250e+02,2.673200e+02,6.627793e+01,4.133188e+01,4.133188e+01,2.696086e-01,2.679323e-01,2.526734e-01,6.755420e-02,4.278978e-02,4.237075e-02,1.382044e+00,1.447426e+00,1.341925e+00,9.660277e-01,0.000000e+00,6.321599e-02,6.702072e-02,1.308698e-02,-1.243271e-01,-1.013704e-01,-9.994598e-02,-2.664886e-02,1.257717e+00,1.409272e+00,1.308999e+00,9.524659e-01
1.937500e+01,7.875000e-01,1.130975e+00,8.906428e-01,4.986910e+00,3.927191e+00,4.000000e+00,9.041768e+01,1.268822e+02,2.840184e+04,2.236645e+04,1.508739e+01,-9.495031e-01,1.413789e+01,6.293355e+00,7.913456e+01,9.934834e+01,7.902828e+02,4.791469e-01,6.518281e-01,1.252132e-01,3.491813e-03,4.868206e-03,1.060002e-01,2.395735e-01,3.490837e-01,1.590003e-01,1.437441e-01,6.963741e-01,4.346009e-01,2.871163e+01,3.424161e+01,3.251956e+01,2.686900e+01,2.334844e+02,1.783959e+02,1.831238e+02,1.266744e+01,1.558237e-01,5.694745e+01,8.733256e+01,9.984418e+01,4.305255e+01,8.202523e+01,1.000286e+02,3.810217e+01,7.868251e+01,8.377435e+01,8.365307e+01,7.913456e+01,8.420050e+01,8.404471e+01,1.512000e+00,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,1.260000e-01,1.208106e+01,1.581168e+01,1.540345e+01,1.533067e+00,2.006476e+00,1.954673e+00,2.661988e+02,2.810371e+02,2.781066e+02,5.228014e+01,4.133188e+01,4.133188e+01,2.534572e-01,2.667123e-01,2.639219e-01,5.403293e-02,4.327793e-02,4.323062e-02,1.302687e+00,1.467796e+00,1.394299e+00,1.012666e+00,0.000000e+00,6.441441e-02,6.514437e-02,1.482440e-02,-1.054979e-01,-1.043861e-01,-9.805818e-02,-2.697950e-02,1.197189e+00,1.427825e+00,1.361385e+00,1.000511e+00
1.937500e+01,8.250000e-01,1.157177e+00,9.546711e-01,5.194821e+00,4.285727e+00,4.000000e+00,1.095374e+02,1.378893e+02,2.840184e+04,2.343152e+04,1.644078e+01,-1.012160e+00,1.542862e+01,6.156400e+00,8.290265e+01,9.929180e+01,8.261175e+02,4.883727e-01,6.688043e-01,1.302833e-01,3.592006e-03,4.541059e-03,1.057700e-01,2.441864e-01,3.636375e-01,1.586551e-01,1.465118e-01,7.235199e-01,4.336572e-01,3.077517e+01,3.524676e+01,3.456682e+01,2.769986e+01,2.295509e+02,1.902422e+02,1.923494e+02,1.750008e+00,2.281527e-06,5.189650e+01,9.824999e+01,1.000000e+02,4.810350e+01,9.694356e+01,9.961069e+01,4.305906e+01,8.241330e+01,8.352240e+01,8.388691e+01,8.290265e+01,8.401235e+01,8.434069e+01,1.512000e+00,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,1.260000e-01,1.287319e+01,1.553310e+01,1.536294e+01,1.775320e+00,2.142144e+00,2.118677e+00,2.599475e+02,2.789463e+02,2.851664e+02,4.133188e+01,4.133188e+01,4.133188e+01,2.475051e-01,2.654752e-01,2.713949e-01,4.352298e-02,4.373991e-02,4.383346e-02,1.336113e+00,1.516422e+00,1.480517e+00,1.054037e+00,0.000000e+00,6.558813e-02,6.404443e-02,1.889349e-02,-9.728704e-02,-1.102646e-01,-1.021768e-01,-3.106619e-02,1.238826e+00,1.471746e+00,1.442385e+00,1.041864e+00
1.937500e+01,8.625000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.937500e+01,9.000000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.656250e+01,3.000000e-01,1.274695e+00,3.824085e-01,5.004434e+00,1.501330e+00,4.000000e+00,3.787047e+01,1.580222e+02,2.840184e+04,8.520552e+03,6.504862e+00,-1.100073e+00,5.404789e+00,1.691155e+01,3.020449e+01,9.940800e+01,3.420981e+02,5.720850e-01,7.026098e-01,1.433886e-01,2.274227e-03,1.993039e-02,1.204493e-01,2.860425e-01,3.503104e-01,1.806739e-01,1.716255e-01,7.808528e-01,4.938421e-01,1.665570e+01,3.431733e+01,3.303174e+01,2.522267e+01,1.278837e+02,7.084537e+01,6.827653e+01,4.046953e+01,2.055575e+01,5.572183e+01,5.953047e+01,7.944425e+01,4.427817e+01,2.174492e+01,8.036273e+01,4.151207e+01,2.997933e+01,8.209525e+01,8.118186e+01,3.020449e+01,8.245355e+01,8.144275e+01,1.512000e+00,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,1.260000e-01,8.402631e+00,1.516767e+01,1.573834e+01,1.328012e+00,2.397207e+00,2.487400e+00,1.637376e+02,2.507203e+02,2.341800e+02,1.130255e+02,4.133188e+01,4.133188e+01,1.573692e-01,2.375874e-01,2.209389e-01,1.101834e-01,4.259089e-02,4.163159e-02,1.931166e+00,1.501865e+00,1.460584e+00,1.035368e+00,0.000000e+00,4.539917e-03,6.130240e-02,2.819482e-02,-6.742774e-01,-1.273972e-01,-1.359631e-01,-8.094871e-02,1.256889e+00,1.379008e+00,1.385924e+00,9.826142e-01
2.656250e+01,3.375000e-01,1.247414e+00,4.210024e-01,4.938460e+00,1.666730e+00,4.000000e+00,4.000296e+01,1.578965e+02,2.840184e+04,9.585621e+03,7.115602e+00,-1.115372e+00,6.000229e+00,1.567502e+01,3.398005e+01,9.940847e+01,3.808879e+02,5.560870e-01,6.913274e-01,1.393805e-01,2.254257e-03,1.720278e-02,1.192060e-01,2.780435e-01,3.456922e-01,1.788090e-01,1.668261e-01,7.586698e-01,4.887446e-01,1.685680e+01,3.490777e+01,3.343475e+01,2.557353e+01,1.404009e+02,7.929811e+01,7.727982e+01,3.824211e+01,1.956410e+01,5.643568e+01,6.175789e+01,8.043590e+01,4.356432e+01,2.527654e+01,8.114148e+01,4.045069e+01,3.372467e+01,8.242142e+01,8.173242e+01,3.398005e+01,8.279844e+01,8.201024e+01,1.512000e+00,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,1.260000e-01,8.610196e+00,1.524474e+01,1.564288e+01,1.359734e+00,2.407471e+00,2.470346e+00,1.495841e+02,2.564415e+02,2.424149e+02,9.747520e+01,4.133188e+01,4.133188e+01,1.437662e-01,2.432021e-01,2.289052e-01,9.527212e-02,4.280570e-02,4.187887e-02,1.738661e+00,1.522359e+00,1.468973e+00,1.033258e+00,0.000000e+00,4.566058e-03,6.200262e-02,2.664274e-02,-5.903490e-01,-1.255797e-01,-1.303904e-01,-7.168278e-02,1.148312e+00,1.401345e+00,1.400585e+00,9.882181e-01
2.656250e+01,3.750000e-01,1.227283e+00,4.602310e-01,4.898918e+00,1.837094e+00,4.000000e+00,4.239105e+01,1.574449e+02,2.840184e+04,1.065069e+04,7.732076e+00,-1.118537e+00,6.613539e+00,1.446619e+01,3.775562e+01,9.941016e+01,4.201487e+02,5.437248e-01,6.835578e-01,1.362565e-01,2.258481e-03,1.500333e-02,1.183441e-01,2.718624e-01,3.429242e-01,1.775161e-01,1.631174e-01,7.420719e-01,4.852107e-01,1.702772e+01,3.538558e+01,3.392277e+01,2.591594e+01,1.529433e+02,8.819076e+01,8.631813e+01,3.580978e+01,1.844334e+01,5.701293e+01,6.419022e+01,8.155666e+01,4.298707e+01,2.907653e+01,8.203856e+01,3.964789e+01,3.746925e+01,8.274098e+01,8.228601e+01,3.775562e+01,8.313894e+01,8.258306e+01,1.512000e+00,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,1.260000e-01,8.782332e+00,1.523061e+01,1.556103e+01,1.382951e+00,2.398360e+00,2.450391e+00,1.383985e+02,2.623654e+02,2.513536e+02,8.484138e+01,4.133188e+01,4.133188e+01,1.330156e-01,2.490356e-01,2.375751e-01,8.316407e-02,4.303772e-02,4.215781e-02,1.581676e+00,1.537757e+00,1.481013e+00,1.033632e+00,0.000000e+00,4.618251e-03,6.307970e-02,2.568811e-02,-5.165811e-01,-1.229212e-01,-1.249437e-01,-6.409982e-02,1.065095e+00,1.419454e+00,1.419149e+00,9.952202e-01
2.656250e+01,4.125000e-01,1.212522e+00,5.001651e-01,4.878482e+00,2.012374e+00,4.000000e+00,4.508360e+01,1.566510e+02,2.840184e+04,1.171576e+04,8.355702e+00,-1.111157e+00,7.244545e+00,1.329819e+01,4.153119e+01,9.941313e+01,4.599936e+02,5.341117e-01,6.784098e-01,1.337965e-01,2.282401e-03,1.318849e-02,1.177884e-01,2.670558e-01,3.414937e-01,1.766826e-01,1.602335e-01,7.295890e-01,4.829325e-01,1.715296e+01,3.581836e+01,3.449376e+01,2.624572e+01,1.656949e+02,9.742414e+01,9.536477e+01,3.316416e+01,1.725764e+01,5.755658e+01,6.683584e+01,8.274236e+01,4.244342e+01,3.317088e+01,8.300608e+01,3.896596e+01,4.121293e+01,8.306272e+01,8.283381e+01,4.153119e+01,8.348403e+01,8.315235e+01,1.512000e+00,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,1.260000e-01,8.917107e+00,1.516585e+01,1.549335e+01,1.397092e+00,2.376117e+00,2.427428e+00,1.294641e+02,2.686524e+02,2.609261e+02,7.436832e+01,4.133188e+01,4.133188e+01,1.244287e-01,2.552426e-01,2.468845e-01,7.313384e-02,4.328986e-02,4.246705e-02,1.449132e+00,1.550968e+00,1.496697e+00,1.035563e+00,0.000000e+00,4.700166e-03,6.453119e-02,2.514376e-02,-4.511410e-01,-1.197091e-01,-1.196664e-01,-5.773722e-02,9.979908e-01,1.435959e+00,1.441562e+00,1.002970e+00
2.656250e+01,4.500000e-01,1.202006e+00,5.409025e-01,4.873024e+00,2.192861e+00,4.000000e+00,4.814279e+01,1.554659e+02,2.840184e+04,1.278083e+04,8.988700e+00,-1.094401e+00,7.894299e+00,1.217530e+01,4.530676e+01,9.941757e+01,5.005116e+02,5.266683e-01,6.753372e-01,1.318647e-01,2.324128e-03,1.166200e-02,1.174834e-01,2.633342e-01,3.411117e-01,1.762250e-01,1.580005e-01,7.203237e-01,4.816818e-01,1.722154e+01,3.624433e+01,3.515092e+01,2.656767e+01,1.788196e+02,1.069419e+02,1.043863e+02,3.028834e+01,1.604234e+01,5.810039e+01,6.971166e+01,8.395766e+01,4.189961e+01,3.759089e+01,8.401537e+01,3.834879e+01,4.495551e+01,8.339229e+01,8.337465e+01,4.530676e+01,8.383969e+01,8.371701e+01,1.512000e+00,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,1.260000e-01,9.013777e+00,1.507211e+01,1.544110e+01,1.401553e+00,2.343564e+00,2.400938e+00,1.222911e+02,2.754377e+02,2.711685e+02,6.553275e+01,4.133188e+01,4.133188e+01,1.175347e-01,2.619556e-01,2.568725e-01,6.467914e-02,4.356529e-02,4.280777e-02,1.334016e+00,1.563605e+00,1.516119e+00,1.038740e+00,0.000000e+00,4.815282e-03,6.637331e-02,2.491192e-02,-3.926591e-01,-1.160661e-01,-1.145292e-01,-5.230189e-02,9.413567e-01,1.452354e+00,1.467963e+00,1.011350e+00
2.656250e+01,4.875000e-01,1.196262e+00,5.831779e-01,4.880773e+00,2.379377e+00,4.000000e+00,5.164832e+01,1.544476e+02,2.840184e+04,1.384590e+04,9.638135e+00,-1.072379e+00,8.565756e+00,1.112642e+01,4.908234e+01,9.942139e+01,5.428891e+02,5.216662e-01,6.745962e-01,1.305003e-01,2.315639e-03,1.038900e-02,1.176281e-01,2.608331e-01,3.416541e-01,1.764422e-01,1.564999e-01,7.139870e-01,4.822754e-01,1.764195e+01,3.697160e+01,3.568124e+01,2.600913e+01,1.923020e+02,1.129083e+02,1.138115e+02,2.829150e+01,1.425559e+01,5.896712e+01,7.170850e+01,8.574441e+01,4.103288e+01,4.181046e+01,8.552775e+01,3.745181e+01,4.869880e+01,8.354360e+01,8.379956e+01,4.908234e+01,8.401088e+01,8.416370e+01,1.512000e+00,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,1.260000e-01,9.080299e+00,1.546529e+01,1.534256e+01,1.402648e+00,2.388947e+00,2.369989e+00,1.324470e+02,2.789137e+02,2.798849e+02,6.587356e+01,4.133188e+01,4.133188e+01,1.272956e-01,2.654483e-01,2.654095e-01,6.528290e-02,4.373901e-02,4.311517e-02,1.263339e+00,1.592853e+00,1.531813e+00,1.008060e+00,0.000000e+00,6.623010e-03,6.450500e-02,2.462147e-02,-3.373415e-01,-1.176647e-01,-1.100721e-01,-4.596381e-02,9.259975e-01,1.481811e+00,1.486246e+00,9.867176e-01
2.656250e+01,5.250000e-01,1.194649e+00,6.271909e-01,4.911744e+00,2.578665e+00,4.000000e+00,5.570454e+01,1.543697e+02,2.840184e+04,1.491097e+04,1.034226e+01,-1.059063e+00,9.283196e+00,1.024015e+01,5.285791e+01,9.942168e+01,5.849137e+02,5.186965e-01,6.759529e-01,1.299979e-01,2.341135e-03,9.327949e-03,1.176813e-01,2.593482e-01,3.438221e-01,1.765219e-01,1.556089e-01,7.121562e-01,4.824932e-01,1.825705e+01,3.673083e+01,3.649614e+01,2.630966e+01,2.042142e+02,1.231998e+02,1.232221e+02,2.541539e+01,1.199612e+01,5.882882e+01,7.458461e+01,8.800388e+01,4.117118e+01,4.687937e+01,8.725601e+01,3.757627e+01,5.244099e+01,8.344991e+01,8.421554e+01,5.285791e+01,8.394400e+01,8.461048e+01,1.512000e+00,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,1.260000e-01,9.208372e+00,1.526366e+01,1.526091e+01,1.421713e+00,2.356611e+00,2.356185e+00,1.417269e+02,2.781498e+02,2.893503e+02,6.503701e+01,4.133188e+01,4.133188e+01,1.362146e-01,2.649892e-01,2.747907e-01,6.475623e-02,4.390055e-02,4.351269e-02,1.216494e+00,1.583768e+00,1.559991e+00,1.015038e+00,0.000000e+00,8.936911e-03,6.256330e-02,2.530351e-02,-2.937906e-01,-1.169391e-01,-1.064912e-01,-4.312980e-02,9.227032e-01,1.475766e+00,1.516063e+00,9.972118e-01
2.656250e+01,5.625000e-01,1.195989e+00,6.727436e-01,4.955859e+00,2.787671e+00,4.000000e+00,6.045344e+01,1.541454e+02,2.840184e+04,1.597604e+04,1.107798e+01,-1.042367e+00,1.003561e+01,9.409361e+00,5.663347e+01,9.942252e+01,6.276371e+02,5.171467e-01,6.788419e-01,1.299006e-01,2.402490e-03,8.411790e-03,1.178585e-01,2.585734e-01,3.469101e-01,1.767877e-01,1.551440e-01,7.127688e-01,4.832198e-01,1.902016e+01,3.645517e+01,3.729514e+01,2.664553e+01,2.161818e+02,1.337909e+02,1.327102e+02,2.251553e+01,9.617454e+00,5.853093e+01,7.748447e+01,9.038255e+01,4.146907e+01,5.223896e+01,8.913063e+01,3.784633e+01,5.618252e+01,8.334543e+01,8.457283e+01,5.663347e+01,8.386762e+01,8.500109e+01,1.512000e+00,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,1.260000e-01,9.319934e+00,1.505932e+01,1.518195e+01,1.436847e+00,2.321683e+00,2.340589e+00,1.543230e+02,2.772001e+02,2.982164e+02,6.488967e+01,4.133188e+01,4.133188e+01,1.483208e-01,2.643531e-01,2.836514e-01,6.495862e-02,4.405756e-02,4.392033e-02,1.185640e+00,1.573298e+00,1.588276e+00,1.024054e+00,0.000000e+00,1.245106e-02,6.091431e-02,2.597531e-02,-2.545362e-01,-1.161702e-01,-1.033323e-01,-4.071055e-02,9.311038e-01,1.469578e+00,1.545858e+00,1.009319e+00
2.656250e+01,6.000000e-01,1.200110e+00,7.200658e-01,5.022356e+00,3.013414e+00,4.000000e+00,6.608787e+01,1.542982e+02,2.840184e+04,1.704110e+04,1.188148e+01,-1.033190e+00,1.084829e+01,8.695801e+00,6.040904e+01,9.942195e+01,6.688921e+02,5.168555e-01,6.832542e-01,1.304919e-01,2.538617e-03,7.642201e-03,1.177551e-01,2.584278e-01,3.515649e-01,1.766326e-01,1.550567e-01,7.173139e-01,4.827958e-01,2.038189e+01,3.636028e+01,3.739167e+01,2.706183e+01,2.264801e+02,1.435748e+02,1.426247e+02,2.044282e+01,7.019021e+00,5.727415e+01,7.955718e+01,9.298098e+01,4.272585e+01,5.726841e+01,9.161209e+01,3.884501e+01,5.992478e+01,8.325423e+01,8.455707e+01,6.040904e+01,8.379745e+01,8.501609e+01,1.512000e+00,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,1.260000e-01,9.489222e+00,1.496865e+01,1.506836e+01,1.464395e+00,2.309991e+00,2.325378e+00,1.761226e+02,2.762308e+02,2.992482e+02,6.730395e+01,4.133188e+01,4.133188e+01,1.692726e-01,2.636197e-01,2.850282e-01,6.779925e-02,4.416314e-02,4.418439e-02,1.195595e+00,1.570629e+00,1.592660e+00,1.036831e+00,0.000000e+00,1.895660e-02,6.099062e-02,2.502219e-02,-2.202607e-01,-1.164467e-01,-1.028948e-01,-3.872643e-02,9.753343e-01,1.473139e+00,1.550756e+00,1.023127e+00
2.656250e+01,6.375000e-01,1.206120e+00,7.689015e-01,5.365374e+00,3.420426e+00,4.000000e+00,7.291038e+01,1.376057e+02,2.840184e+04,1.810617e+04,1.327295e+01,-9.594176e-01,1.231353e+01,7.228367e+00,6.418486e+01,9.948449e+01,6.606726e+02,5.125725e-01,6.935475e-01,1.363162e-01,3.552081e-03,6.951601e-03,1.094664e-01,2.562863e-01,3.755761e-01,1.641996e-01,1.537718e-01,7.573078e-01,4.488123e-01,2.975364e+01,3.566445e+01,3.385391e+01,2.592851e+01,2.104278e+02,1.435751e+02,1.476475e+02,3.460429e+01,8.703813e+00,6.011345e+01,6.539571e+01,9.129619e+01,3.988655e+01,4.970093e+01,9.131728e+01,3.575644e+01,6.369260e+01,8.381756e+01,8.383681e+01,6.418486e+01,8.424621e+01,8.419350e+01,1.512000e+00,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,1.260000e-01,1.085146e+01,1.590422e+01,1.546554e+01,1.493429e+00,2.188812e+00,2.128439e+00,3.109865e+02,2.822188e+02,2.800979e+02,1.069440e+02,4.133188e+01,4.133188e+01,2.988910e-01,2.679950e-01,2.654427e-01,1.085333e-01,4.339980e-02,4.300649e-02,1.669740e+00,1.529993e+00,1.450385e+00,9.864268e-01,0.000000e+00,6.425877e-02,6.430392e-02,1.831252e-02,-1.722675e-01,-1.099790e-01,-1.022200e-01,-3.358036e-02,1.497472e+00,1.484273e+00,1.412469e+00,9.711589e-01
