compound,c0,c0_std,c_norm,bv,cb,tb,bed_depth,bed_diam,bed_vol,resin_dens,vel_bed,ref,conc_units,flow_in,ebct,resin,notes
pfos,17.52,,0.023825646,24778.59779,0.41742531,#DIV/0!,0.9,0.22,0.0339802,,,woodward_2017,ug/L,0.000227125,2.5,ect_sorbix_a3f,bed diameter and depth estimated from picture and similar products and bed volume
pfos,17.52,,0.037985428,27047.97048,0.665504698,#DIV/0!,0.9,0.22,0.0339802,,,woodward_2017,ug/L,0.000227125,2.5,ect_sorbix_a3f,bed diameter and depth estimated from picture and similar products and bed volume
pfos,17.52,,0.030419635,31697.41697,0.532952008,#DIV/0!,0.9,0.22,0.0339802,,,woodward_2017,ug/L,0.000227125,2.5,ect_sorbix_a3f,bed diameter and depth estimated from picture and similar products and bed volume
pfos,17.52,,0.026039335,34243.54244,0.456209145,#DIV/0!,0.9,0.22,0.0339802,,,woodward_2017,ug/L,0.000227125,2.5,ect_sorbix_a3f,bed diameter and depth estimated from picture and similar products and bed volume
pfos,17.52,,0.027222154,35904.05904,0.476932142,#DIV/0!,0.9,0.22,0.0339802,,,woodward_2017,ug/L,0.000227125,2.5,ect_sorbix_a3f,bed diameter and depth estimated from picture and similar products and bed volume
pfos,17.52,,0.041514731,38616.23616,0.727338094,#DIV/0!,0.9,0.22,0.0339802,,,woodward_2017,ug/L,0.000227125,2.5,ect_sorbix_a3f,bed diameter and depth estimated from picture and similar products and bed volume
pfos,17.52,,0.030419635,41328.41328,0.532952008,#DIV/0!,0.9,0.22,0.0339802,,,woodward_2017,ug/L,0.000227125,2.5,ect_sorbix_a3f,bed diameter and depth estimated from picture and similar products and bed volume
pfos,17.52,,0.031102858,42656.82657,0.544922079,#DIV/0!,0.9,0.22,0.0339802,,,woodward_2017,ug/L,0.000227125,2.5,ect_sorbix_a3f,bed diameter and depth estimated from picture and similar products and bed volume
pfos,17.52,,0.031801427,44538.74539,0.557160998,#DIV/0!,0.9,0.22,0.0339802,,,woodward_2017,ug/L,0.000227125,2.5,ect_sorbix_a3f,bed diameter and depth estimated from picture and similar products and bed volume
pfos,17.52,,0.031801427,46143.91144,0.557160998,#DIV/0!,0.9,0.22,0.0339802,,,woodward_2017,ug/L,0.000227125,2.5,ect_sorbix_a3f,bed diameter and depth estimated from picture and similar products and bed volume
pfoa,15.84,,0.002435152,433.9440694,0.038572806,53779.39322,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfoa,15.84,,0.002792028,15131.51332,0.044225717,1875273.018,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfoa,15.84,,0.003180392,31125.92691,0.050377415,3857486.668,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfoa,15.84,,0.003390319,39771.55588,0.053702657,4928953.507,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfoa,15.84,,0.003558261,46688.05906,0.05636285,5786126.977,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfoa,15.84,,0.00378918,56198.25092,0.060020616,6964740.499,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfoa,15.84,,0.164362257,69239.8497,2.603498154,8581007.014,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfoa,15.84,,0.204615738,77039.2046,3.241113291,9547593.733,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfoa,15.84,,0.354157157,85753.00103,5.609849367,10627508.67,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfoa,15.84,,0.383483943,93547.36807,6.074385662,11593477.24,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfoa,15.84,,0.474749658,102234.5626,7.520034583,12670095.36,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfoa,15.84,,0.555078182,110484.4877,8.7924384,13692521.99,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfoa,15.84,,0.511560338,118245.6024,8.103115752,14654369.52,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfoa,15.84,,0.631953408,126513.8164,10.01014199,15679062.71,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfoa,15.84,,0.654037717,136033.984,10.35995744,16858912.54,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfoa,15.84,,0.767345755,152512.2203,12.15475676,18901087.13,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfoa,15.84,,0.862642066,177195.491,13.66425032,21960124.95,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfoa,15.84,,0.881420026,200547.0023,13.96169321,24854115.67,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfoa,15.84,,0.863408299,208752.0367,13.67638746,25870978.91,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfoa,15.84,,0.907629398,229953.7791,14.37684967,28498545.28,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfoa,15.84,,0.769822892,254530.6421,12.19399461,31544395.82,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfoa,15.84,,0.00060354,0.831310478,0.00956007,103.0256575,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfoa,15.84,,0.002792028,15131.51332,0.044225717,1875273.018,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfoa,15.84,,-0.000451343,31556.54574,-0.00714927,3910853.959,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfoa,15.84,,0.003400816,40203.83733,0.053868919,4982526.848,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfoa,15.84,,0.003568757,47120.3405,0.056529112,5839700.319,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfoa,15.84,,0.003799677,56630.53237,0.060186879,7018313.841,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfoa,15.84,,0.007756799,69600.63845,0.122867689,8625720.149,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfoa,15.84,,0.124507637,77867.18984,1.972200978,9650207.288,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfoa,15.84,,0.179351037,86537.75812,2.840920427,10724764.9,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfoa,15.84,,0.270585263,93928.10827,4.286070562,11640662.99,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfoa,15.84,,0.329049901,101735.7763,5.212150434,12608279.97,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfoa,15.84,,0.434884542,110429.6213,6.888571144,13685722.29,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfoa,15.84,,0.391387691,119055.2988,6.19958102,14754716.51,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfoa,15.84,,0.566403737,126916.1707,8.971835201,15728927.13,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfoa,15.84,,0.548402507,135553.4865,8.686695707,16799363.71,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfoa,15.84,,0.720007242,152922.8876,11.40491471,18951981.8,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfoa,15.84,,0.862652562,177627.7724,13.66441659,22013698.29,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfoa,15.84,,0.841365976,200960.9949,13.32723706,24905422.45,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfoa,15.84,,0.852492101,209179.3303,13.50347488,25923934.1,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfoa,15.84,,0.944072706,230834.9682,14.95411166,28607752.47,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfoa,15.84,,0.853604713,255001.1638,13.52109866,31602708.34,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfoa,15.84,,0.002424656,1.662620956,0.038406544,206.051315,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfoa,15.84,,0.002792028,15131.51332,0.044225717,1875273.018,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfoa,15.84,,-0.000451343,31556.54574,-0.00714927,3910853.959,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfoa,15.84,,-0.00023092,40634.45616,-0.003657766,5035894.139,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfoa,15.84,,-6.30E-05,47550.95933,-0.000997573,5893067.61,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfoa,15.84,,0.003799677,56630.53237,0.060186879,7018313.841,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfoa,15.84,,0.004104071,69166.69438,0.065008479,8571940.756,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfoa,15.84,,0.124486645,77002.62694,1.971868453,9543060.604,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfoa,15.84,,0.215741863,85257.53999,3.417351112,10566105.38,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfoa,15.84,,0.296301307,103017.657,4.693412696,12767145.53,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfoa,15.84,,0.398441234,109548.4321,6.311309148,13576515.1,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfoa,15.84,,0.555676473,135124.5303,8.801915339,16746202.47,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfoa,15.84,,0.719996745,152490.6062,11.40474845,18898408.46,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfoa,15.84,,0.862663059,178060.0539,13.66458285,22067271.63,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfoa,15.84,,0.925147797,201431.5166,14.6543411,24963734.97,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfoa,15.84,,0.93992665,210083.7961,14.88843813,26036026.01,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfoa,15.84,,0.962273367,230410.9999,15.24241014,28555209.39,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfoa,15.84,,0.853594217,254568.8824,13.5209324,31549135,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfoa,15.84,,-0.001217576,0,-0.019286403,0,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,15.84,,-0.000839708,15562.13215,-0.013300968,1928640.309,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,15.84,,-0.000440846,31988.82719,-0.006983008,3964427.301,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,15.84,,-0.00390464,39335.94919,-0.0618495,4874968.062,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,15.84,,-0.003715706,47117.01526,-0.058856782,5839288.216,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,15.84,,-0.003516275,55330.36278,-0.055697802,6857181.713,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,15.84,,0.000461839,69165.03176,0.007315532,8571734.705,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,15.84,,0.004481939,84728.82652,0.070993915,10500581.06,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,15.84,,-0.002980962,77376.71666,-0.047218435,9589422.15,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,15.84,,-0.002571604,94235.69315,-0.040734213,11678782.48,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,15.84,,0.001312043,104179.8291,0.020782762,12911175.4,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,15.84,,0.001553459,114122.3024,0.02460679,14143362.26,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,15.84,,0.122061989,127145.6123,1.933461909,15757362.21,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,15.84,,0.002057284,134871.8119,0.032587371,16714882.67,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,15.84,,0.140661512,143148.339,2.228078343,17740606.12,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,15.84,,0.184588713,152246.2009,2.923885213,18868118.92,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,15.84,,0.195704342,160032.2548,3.099956772,19833057.22,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,15.84,,0.225010135,166962.059,3.564160543,20691879.11,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,15.84,,0.276253289,177360.0904,4.375852093,21980524.03,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,15.84,,0.23636718,184690.5862,3.74405613,22889004.28,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,15.84,,0.243830081,192042.6961,3.86226848,23800163.19,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,15.84,,0.28773629,200275.9951,4.557742826,24820529.3,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,15.84,,0.309799605,208931.5998,4.907225751,25893232.45,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,15.84,,0.313935165,229250.4905,4.972733016,28411385.57,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfoa,14.9,,0.322760477,253885.5452,4.809131114,31464447.91,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,evoqua_psr2,
pfbs,14.9,,0.001874695,0,0.027932961,0,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfbs,14.9,,0.002665706,31645.56962,0.03971902,3921886.833,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfbs,14.9,,-0.000145019,69198.31224,-0.002160778,8575859.209,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfbs,14.9,,0.005460611,143459.9156,0.081363097,17779220.31,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfbs,14.9,,0.005661,151476.7932,0.084348899,18772764.98,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfbs,14.9,,0.186254016,176371.308,2.775184845,21857982.62,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfbs,14.9,,0.254365311,201265.8228,3.790043137,24943200.26,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfbs,14.9,,0.33704175,208860.7595,5.021922071,25884453.1,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfbs,14.9,,0.352566653,229957.8059,5.253243131,28499044.32,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfbs,14.9,,0.424437885,255274.2616,6.324124492,31636553.79,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,ect2_sorbix_lc4,
pfbs,14.9,,0.001874695,0,0.027932961,0,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfbs,14.9,,-0.001083685,31645.56962,-0.016146901,3921886.833,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfbs,14.9,,0.004374289,100000,0.065176909,12393162.39,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfbs,14.9,,0.001911609,151476.7932,0.028482977,18772764.98,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfbs,14.9,,0.223747924,176371.308,3.333844063,21857982.62,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfbs,14.9,,0.355778157,208438.8186,5.301094532,25832161.28,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfbs,14.9,,0.40503703,229113.9241,6.035051741,28394460.67,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfbs,14.9,,0.510652778,254430.3797,7.608726398,31531970.14,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,calgon_calres_2301,
pfbs,14.9,,0.001874695,0,0.027932961,0,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfbs,14.9,,0.003193047,52742.61603,0.047576393,6536478.055,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfbs,14.9,,0.004374289,100000,0.065176909,12393162.39,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfbs,14.9,,0.013159781,151476.7932,0.196080742,18772764.98,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfbs,14.9,,0.152530594,177215.1899,2.272705844,21962566.27,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfbs,14.9,,0.224370185,201265.8228,3.343115763,24943200.26,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfbs,14.9,,0.284571373,209704.6414,4.24011346,25989036.75,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfbs,14.9,,0.360065435,229957.8059,5.364974974,28499044.32,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfbs,14.9,,0.439414355,254430.3797,6.547273884,31531970.14,0.7366,0.521,0.001557427,,0.0059436,ocwd_2021,ng/L,1.26E-05,2,a694,
pfoa,22,5,0,0,0,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfoa,22,5,-0.000254181,4016.064257,-0.005591988,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfoa,22,5,0.74370393,9477.911647,16.36148645,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfoa,22,5,0.862447257,13333.33333,18.97383966,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfoa,22,5,0.836785115,18795.18072,18.40927253,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfoa,22,5,0.831274465,25863.45382,18.28803823,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfoa,22,5,0.873936251,31807.22892,19.22659753,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfoa,22,5,1.022632301,42409.63855,22.49791063,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfoa,22,5,1.088241574,45783.13253,23.94131463,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfoa,22,5,0,0,0,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfoa,22,5,0,3855.421687,0,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfoa,22,5,0.560252366,9477.911647,12.32555205,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfoa,22,5,0.386119874,13654.61847,8.494637224,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfoa,22,5,0.54511041,18955.82329,11.99242902,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfoa,22,5,0.590536278,26827.30924,12.99179811,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfoa,22,5,0.721766562,33092.36948,15.87886435,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfoa,22,5,0.812618297,44658.63454,17.87760252,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfoa,22,5,0.855520505,48192.77108,18.8214511,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfhxa,25,17,0,0,0,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfhxa,25,17,-0.000599868,9477.911647,-0.014996696,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfhxa,25,17,0.697880128,13493.9759,17.4470032,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfhxa,25,17,0.864633216,18795.18072,21.61583041,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfhxa,25,17,0.94266687,25863.45382,23.56667175,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfhxa,25,17,0.985328656,31807.22892,24.63321641,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfhxa,25,17,1.032535204,45943.7751,25.8133801,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfhxa,25,17,0,0,0,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfhxa,25,17,0,9638.554217,0,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfhxa,25,17,0.736908517,13654.61847,18.42271293,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfhxa,25,17,0.878233438,18955.82329,21.95583596,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfhxa,25,17,0.895899054,26827.30924,22.39747634,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfhxa,25,17,0.953943218,33092.36948,23.84858044,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfhxa,25,17,0.953943218,44497.99197,23.84858044,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfhxa,25,17,1.059936909,48192.77108,26.49842271,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfbs,33,7.7,0,0,0,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfbs,33,7.7,-0.001179401,18634.53815,-0.038920238,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfbs,33,7.7,0.78823649,25863.45382,26.01180418,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfbs,33,7.7,0.851151441,31807.22892,28.08799756,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfbs,33,7.7,0.913771542,42409.63855,30.15446088,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfbs,33,7.7,1.047725078,45943.7751,34.57492756,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
