# Feed Concentration,Volumetric Recovery Rate,LCOW,LCOW wrt Feed Flow,SEC,SEC wrt Feed,Number of Stages,Final Brine Concentration,Final Permeate Concentration (ppm),Annual Feed Flow,Annual Water Production,Pump Work In (kW),Pump Work Recovered (kW),Net Pump Work In (kW),Energy Recovery (%),Mass Water Recovery Rate (%),System Salt Rejection (%),Total Membrane Area,Total Capex LCOW,Total Opex LCOW,Primary Pump Capex LCOW,Recycle Pump Capex LCOW,ERD Capex LCOW,Membrane Capex LCOW,Indirect Capex LCOW,Electricity LCOW,Membrane Replacement LCOW,Chem-labor-maintenance LCOW,Pumping Energy Agg LCOW,Membrane Agg LCOW,Feed Pressure (bar)-Stage 1,Feed Pressure (bar)-Stage 2,Feed Pressure (bar)-Stage 3,Membrane Area-Stage 1,Membrane Area-Stage 2,Observed Rejection (%)-Stage 1,Observed Rejection (%)-Stage 2,Observed Salt Passage (%)-Stage 1,Observed Salt Passage (%)-Stage 2,Mass Salt Passage (%)-Stage 1,Mass Salt Passage (%)-Stage 2,Volumetric Module Recovery Rate (%)-Stage 1,Volumetric Module Recovery Rate (%)-Stage 2,Mass Water Module Recovery Rate (%)-Stage 1,Mass Water Module Recovery Rate (%)-Stage 2,A-Value (LMH/bar)-Stage 1,A-Value (LMH/bar)-Stage 2,B-Value (LMH)-Stage 1,B-Value (LMH)-Stage 2,Average Water Flux (LMH)-Stage 1,Average Water Flux (LMH)-Stage 2,Average NaCl Flux (GMH)-Stage 1,Average NaCl Flux (GMH)-Stage 2,Inlet Reynolds Number-Stage 1,Inlet Reynolds Number-Stage 2,Outlet Reynolds Number-Stage 1,Outlet Reynolds Number-Stage 2,Inlet Crossflow Velocity-Stage 1,Inlet Crossflow Velocity-Stage 2,Outlet Crossflow Velocity-Stage 1,Outlet Crossflow Velocity-Stage 2,Primary Pump SEC-Stage 1,Primary Pump SEC-Stage 2,Primary Pump SEC-Stage 3,Recycle Pump SEC-Stage 1,Recycle Pump SEC-Stage 2,Recycle Pump SEC-Stage 3,ERD SEC-Stage 1,ERD SEC-Stage 2,ERD SEC-Stage 3,Net SEC-Stage 1,Net SEC-Stage 2,Net SEC-Stage 3
2.656250e+01,5.250000e-01,8.901157e-01,4.673108e-01,3.524280e+00,1.850247e+00,3.000000e+00,5.569642e+01,1.617806e+02,2.840184e+04,1.491097e+04,7.567054e+00,-9.061651e-01,6.660889e+00,1.197514e+01,5.285781e+01,9.939391e+01,4.496728e+02,3.905452e-01,4.995705e-01,9.602319e-02,8.044684e-04,7.973398e-03,9.047156e-02,1.952726e-01,2.466996e-01,1.357073e-01,1.171636e-01,5.191824e-01,3.709334e-01,1.871891e+01,3.790051e+01,2.849022e+01,1.947000e+02,1.257732e+02,2.588392e+01,5.616877e+01,7.411608e+01,4.383123e+01,4.607012e+01,4.015449e+01,5.243876e+01,8.442194e+01,5.285781e+01,8.487899e+01,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,9.658332e+00,1.495133e+01,1.562784e+00,2.419227e+00,1.143321e+02,2.963829e+02,5.246626e+01,4.133188e+01,1.098853e-01,2.823132e-01,5.223926e-02,4.414889e-02,1.249077e+00,1.617559e+00,1.103832e+00,0.000000e+00,4.930891e-03,2.833312e-02,-3.245833e-01,-1.067658e-01,-4.810339e-02,9.244935e-01,1.515724e+00,1.084062e+00
2.656250e+01,5.625000e-01,8.851958e-01,4.979226e-01,3.526434e+00,1.983619e+00,3.000000e+00,6.044356e+01,1.619072e+02,2.840184e+04,1.597604e+04,8.023501e+00,-8.824719e-01,7.141029e+00,1.099859e+01,5.663337e+01,9.939344e+01,4.815884e+02,3.866889e-01,4.985069e-01,9.503206e-02,7.917118e-04,7.087385e-03,9.043327e-02,1.933444e-01,2.468504e-01,1.356499e-01,1.160067e-01,5.144194e-01,3.707764e-01,1.905064e+01,3.798696e+01,2.900095e+01,2.068465e+02,1.352067e+02,2.192569e+01,5.481812e+01,7.807431e+01,4.518188e+01,5.202693e+01,4.119164e+01,5.617805e+01,8.436500e+01,5.663337e+01,8.485384e+01,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,9.740541e+00,1.490160e+01,1.577320e+00,2.413068e+00,1.162023e+02,2.965197e+02,4.886122e+01,4.133188e+01,1.116828e-01,2.828357e-01,4.891260e-02,4.439471e-02,1.187647e+00,1.622284e+00,1.119556e+00,0.000000e+00,5.909753e-03,2.682678e-02,-2.828191e-01,-1.071281e-01,-4.584138e-02,9.048278e-01,1.521065e+00,1.100541e+00
2.656250e+01,6.000000e-01,8.828439e-01,5.297064e-01,3.539734e+00,2.123840e+00,3.000000e+00,6.607640e+01,1.620273e+02,2.840184e+04,1.704110e+04,8.502951e+00,-8.571257e-01,7.645826e+00,1.008033e+01,6.040892e+01,9.939299e+01,5.141572e+02,3.840695e-01,4.987744e-01,9.440208e-02,8.008553e-04,6.317075e-03,9.051476e-02,1.920348e-01,2.477814e-01,1.357721e-01,1.152209e-01,5.117334e-01,3.711105e-01,1.951144e+01,3.791867e+01,2.963436e+01,2.187545e+02,1.454158e+02,1.773785e+01,5.314867e+01,8.226215e+01,4.685133e+01,5.852981e+01,4.251482e+01,5.991600e+01,8.427135e+01,6.040892e+01,8.479533e+01,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,9.824328e+00,1.477911e+01,1.592067e+00,2.395007e+00,1.221084e+02,2.959524e+02,4.666338e+01,4.133188e+01,1.173592e-01,2.827074e-01,4.700618e-02,4.463837e-02,1.141864e+00,1.620885e+00,1.140688e+00,0.000000e+00,7.566821e-03,2.554779e-02,-2.455792e-01,-1.071533e-01,-4.408498e-02,8.962845e-01,1.521299e+00,1.122151e+00
2.656250e+01,6.375000e-01,8.831090e-01,5.629820e-01,3.562344e+00,2.270994e+00,3.000000e+00,7.286732e+01,1.623818e+02,2.840184e+04,1.810617e+04,9.006248e+00,-8.306687e-01,8.175580e+00,9.223249e+00,6.418448e+01,9.939166e+01,5.480742e+02,3.827153e-01,5.003938e-01,9.407678e-02,8.296509e-04,5.641162e-03,9.081006e-02,1.913576e-01,2.493641e-01,1.362151e-01,1.148146e-01,5.107878e-01,3.723212e-01,2.003304e+01,3.783173e+01,3.036265e+01,2.311671e+02,1.559697e+02,1.314629e+01,5.121052e+01,8.685371e+01,4.878948e+01,6.573734e+01,4.408010e+01,6.365207e+01,8.415776e+01,6.418448e+01,8.472195e+01,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,9.877857e+00,1.464025e+01,1.604245e+00,2.377697e+00,1.293799e+02,2.950905e+02,4.449390e+01,4.133188e+01,1.243479e-01,2.823340e-01,4.515303e-02,4.489507e-02,1.104999e+00,1.618996e+00,1.165991e+00,0.000000e+00,9.845224e-03,2.446006e-02,-2.119800e-01,-1.072686e-01,-4.269863e-02,8.930188e-01,1.521572e+00,1.147753e+00
2.656250e+01,6.750000e-01,8.861680e-01,5.981634e-01,3.597242e+00,2.428138e+00,3.000000e+00,8.121331e+01,1.630287e+02,2.840184e+04,1.917124e+04,9.545219e+00,-8.039220e-01,8.741297e+00,8.422247e+00,6.796002e+01,9.938924e+01,5.833230e+02,3.826459e-01,5.035221e-01,9.411071e-02,8.871920e-04,5.044105e-03,9.128095e-02,1.913230e-01,2.518069e-01,1.369214e-01,1.147938e-01,5.119161e-01,3.742519e-01,2.070066e+01,3.772137e+01,3.117089e+01,2.438722e+02,1.669579e+02,8.179009e+00,4.909900e+01,9.182099e+01,5.090100e+01,7.368767e+01,4.579536e+01,6.738612e+01,8.402438e+01,6.796002e+01,8.463397e+01,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,9.914024e+00,1.448122e+01,1.616534e+00,2.361240e+00,1.389215e+02,2.939314e+02,4.247826e+01,4.133188e+01,1.335183e-01,2.817080e-01,4.348991e-02,4.516138e-02,1.080242e+00,1.616395e+00,1.194752e+00,0.000000e+00,1.315862e-02,2.352593e-02,-1.818105e-01,-1.074378e-01,-4.158381e-02,8.984316e-01,1.522116e+00,1.176694e+00
2.656250e+01,7.125000e-01,8.923003e-01,6.357639e-01,3.653695e+00,2.603258e+00,3.000000e+00,9.171644e+01,1.637222e+02,2.840184e+04,2.023631e+04,1.014893e+01,-7.772075e-01,9.371727e+00,7.658020e+00,7.173557e+01,9.938664e+01,6.186327e+02,3.838267e-01,5.084736e-01,9.468612e-02,1.004087e-03,4.511847e-03,9.171129e-02,1.919133e-01,2.557586e-01,1.375669e-01,1.151480e-01,5.162840e-01,3.760163e-01,2.176737e+01,3.758693e+01,3.197673e+01,2.557729e+02,1.782197e+02,3.201737e+00,4.704964e+01,9.679826e+01,5.295036e+01,8.211480e+01,4.745070e+01,7.111871e+01,8.388633e+01,7.173557e+01,8.454350e+01,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,9.977894e+00,1.431983e+01,1.633870e+00,2.344857e+00,1.543423e+02,2.926777e+02,4.133199e+01,4.133188e+01,1.483393e-01,2.809865e-01,4.277362e-02,4.541895e-02,1.078837e+00,1.612775e+00,1.223570e+00,0.000000e+00,1.882190e-02,2.269613e-02,-1.549389e-01,-1.075375e-01,-4.052845e-02,9.238978e-01,1.524060e+00,1.205737e+00
2.656250e+01,7.500000e-01,9.018237e-01,6.763678e-01,3.753390e+00,2.815043e+00,3.000000e+00,1.053384e+02,1.627791e+02,2.840184e+04,2.130138e+04,1.088008e+01,-7.459244e-01,1.013415e+01,6.855874e+00,7.551114e+01,9.939017e+01,6.498507e+02,3.860022e-01,5.158215e-01,9.616787e-02,1.286794e-03,4.024103e-03,9.152234e-02,1.930011e-01,2.627373e-01,1.372835e-01,1.158007e-01,5.265821e-01,3.752416e-01,2.387663e+01,3.751799e+01,3.239504e+01,2.649340e+02,1.877897e+02,5.743417e-05,4.575813e+01,9.999994e+01,5.424187e+01,8.933261e+01,4.846617e+01,7.485381e+01,8.383738e+01,7.551114e+01,8.452803e+01,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,1.013987e+01,1.430534e+01,1.650827e+00,2.328989e+00,1.853506e+02,2.927057e+02,4.263441e+01,4.133188e+01,1.781416e-01,2.813212e-01,4.471538e-02,4.559596e-02,1.129056e+00,1.610403e+00,1.236992e+00,0.000000e+00,3.134518e-02,2.186253e-02,-1.301622e-01,-1.073010e-01,-3.880506e-02,9.988934e-01,1.534447e+00,1.220050e+00
2.656250e+01,7.875000e-01,9.138261e-01,7.196380e-01,3.954242e+00,3.113965e+00,3.000000e+00,1.237187e+02,1.549827e+02,2.840184e+04,2.236645e+04,1.191122e+01,-7.009452e-01,1.121028e+01,5.884747e+00,7.928685e+01,9.941938e+01,6.611677e+02,3.876969e-01,5.261291e-01,9.957359e-02,2.036676e-03,3.556127e-03,8.868208e-02,1.938485e-01,2.767969e-01,1.330231e-01,1.163091e-01,5.502295e-01,3.635965e-01,2.908076e+01,3.708092e+01,3.178447e+01,2.609414e+02,1.937683e+02,3.307428e+00,4.651074e+01,9.669257e+01,5.348926e+01,9.050802e+01,4.775503e+01,7.860405e+01,8.401791e+01,7.928685e+01,8.468440e+01,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,1.080978e+01,1.455718e+01,1.675589e+00,2.256461e+00,2.496695e+02,2.955301e+02,4.806792e+01,4.133188e+01,2.399589e-01,2.837147e-01,5.128381e-02,4.546476e-02,1.320048e+00,1.587807e+00,1.209419e+00,0.000000e+00,6.339795e-02,2.081668e-02,-1.079147e-01,-1.039475e-01,-3.538471e-02,1.212133e+00,1.547258e+00,1.194851e+00
2.656250e+01,8.250000e-01,9.499212e-01,7.836850e-01,4.388765e+00,3.620731e+00,3.000000e+00,1.496720e+02,1.775264e+02,2.840184e+04,2.343152e+04,1.390441e+01,-8.697751e-01,1.303463e+01,6.255391e+00,8.306196e+01,9.933492e+01,6.473830e+02,3.987526e-01,5.511686e-01,1.110645e-01,2.157400e-03,3.268227e-03,8.288617e-02,1.993763e-01,3.072135e-01,1.243293e-01,1.196258e-01,6.100879e-01,3.398333e-01,3.729782e+01,4.231559e+01,2.977676e+01,2.125663e+02,1.873900e+02,4.891211e-07,4.588173e+01,1.000000e+02,5.411827e+01,9.783658e+01,4.923626e+01,8.233635e+01,8.422191e+01,8.306196e+01,8.489867e+01,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,1.390166e+01,1.576938e+01,2.468349e+00,2.799978e+00,2.658727e+02,3.003223e+02,4.133188e+01,4.133188e+01,2.555319e-01,2.886416e-01,4.510076e-02,4.572944e-02,1.628937e+00,1.814087e+00,1.149388e+00,0.000000e+00,6.253501e-02,2.667146e-02,-1.279951e-01,-1.260977e-01,-3.876084e-02,1.500942e+00,1.750525e+00,1.137299e+00
2.656250e+01,8.625000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.656250e+01,9.000000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.375000e+01,3.000000e-01,1.067762e+00,3.203285e-01,4.080073e+00,1.224022e+00,3.000000e+00,4.810957e+01,2.053295e+02,2.840184e+04,8.520552e+03,5.482571e+00,-1.076092e+00,4.406479e+00,1.962751e+01,3.026423e+01,9.939456e+01,2.876113e+02,4.848147e-01,5.829470e-01,1.218701e-01,9.006841e-04,1.837159e-02,1.012650e-01,2.424073e-01,2.856051e-01,1.518975e-01,1.454444e-01,6.525752e-01,4.151865e-01,1.819721e+01,3.796689e+01,3.016651e+01,1.375479e+02,7.369235e+01,3.939022e+01,4.760466e+01,6.060978e+01,5.239534e+01,2.234000e+01,4.882362e+01,2.996792e+01,8.135564e+01,3.026423e+01,8.181118e+01,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,7.812168e+00,1.458153e+01,1.604398e+00,2.994632e+00,1.574065e+02,2.439238e+02,1.083207e+02,4.133188e+01,1.526678e-01,2.325804e-01,1.069055e-01,4.348138e-02,2.121476e+00,1.681561e+00,1.236175e+00,0.000000e+00,4.966242e-03,3.227620e-02,-7.516989e-01,-1.527847e-01,-9.189812e-02,1.369778e+00,1.533743e+00,1.176553e+00
3.375000e+01,3.375000e-01,1.034203e+00,3.490437e-01,3.988745e+00,1.346202e+00,3.000000e+00,5.081892e+01,2.008268e+02,2.840184e+04,9.585621e+03,5.911354e+00,-1.065029e+00,4.846325e+00,1.801666e+01,3.404729e+01,9.940784e+01,3.181800e+02,4.658620e-01,5.683414e-01,1.167586e-01,9.057610e-04,1.568622e-02,9.958040e-02,2.329310e-01,2.792122e-01,1.493706e-01,1.397586e-01,6.259238e-01,4.082796e-01,1.841379e+01,3.833681e+01,3.052406e+01,1.498946e+02,8.340082e+01,3.750743e+01,4.831514e+01,6.249257e+01,5.168486e+01,2.568270e+01,4.796139e+01,3.371047e+01,8.208130e+01,3.404729e+01,8.255951e+01,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,8.064780e+00,1.449466e+01,1.619949e+00,2.911500e+00,1.479297e+02,2.553850e+02,9.604857e+01,4.133188e+01,1.434763e-01,2.437124e-01,9.509544e-02,4.380445e-02,1.909525e+00,1.683286e+00,1.235049e+00,0.000000e+00,5.084578e-03,3.236778e-02,-6.504905e-01,-1.430207e-01,-8.305574e-02,1.259034e+00,1.545350e+00,1.184362e+00
3.375000e+01,3.750000e-01,1.008336e+00,3.781259e-01,3.924291e+00,1.471609e+00,3.000000e+00,5.385273e+01,1.966385e+02,2.840184e+04,1.065069e+04,6.343849e+00,-1.046056e+00,5.297793e+00,1.648930e+01,3.783036e+01,9.942019e+01,3.489355e+02,4.509288e-01,5.574070e-01,1.127291e-01,9.166956e-04,1.353323e-02,9.828533e-02,2.254644e-01,2.747004e-01,1.474280e-01,1.352786e-01,6.053659e-01,4.029699e-01,1.858284e+01,3.880341e+01,3.083601e+01,1.622693e+02,9.310982e+01,3.540814e+01,4.900572e+01,6.459186e+01,5.099428e+01,2.926482e+01,4.718972e+01,3.745184e+01,8.272183e+01,3.783036e+01,8.322452e+01,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,8.277515e+00,1.442583e+01,1.627998e+00,2.837232e+00,1.401690e+02,2.665285e+02,8.556587e+01,4.133188e+01,1.359492e-01,2.545833e-01,8.501538e-02,4.414006e-02,1.735269e+00,1.691032e+00,1.234943e+00,0.000000e+00,5.224620e-03,3.267988e-02,-5.643378e-01,-1.346963e-01,-7.582226e-02,1.170931e+00,1.561560e+00,1.191800e+00
3.375000e+01,4.125000e-01,9.883069e-01,4.076766e-01,3.879997e+00,1.600499e+00,3.000000e+00,5.727282e+01,1.926798e+02,2.840184e+04,1.171576e+04,6.782281e+00,-1.020486e+00,5.761795e+00,1.504635e+01,4.161344e+01,9.943187e+01,3.799806e+02,4.390441e-01,5.492628e-01,1.095213e-01,9.333002e-04,1.176763e-02,9.729986e-02,2.195221e-01,2.715998e-01,1.459498e-01,1.317132e-01,5.893775e-01,3.989294e-01,1.870434e+01,3.935694e+01,3.113281e+01,1.748077e+02,1.028100e+02,3.309651e+01,4.964140e+01,6.690349e+01,5.035860e+01,3.311027e+01,4.652081e+01,4.119186e+01,8.329883e+01,4.161344e+01,8.382803e+01,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,8.452183e+00,1.437123e+01,1.628879e+00,2.769579e+00,1.337520e+02,2.775200e+02,7.645974e+01,4.133188e+01,1.297254e-01,2.653531e-01,7.626606e-02,4.449079e-02,1.588425e+00,1.703806e+00,1.236370e+00,0.000000e+00,5.389219e-03,3.320186e-02,-4.899674e-01,-1.273972e-01,-6.983131e-02,1.098458e+00,1.581798e+00,1.199741e+00
3.375000e+01,4.500000e-01,9.729290e-01,4.378181e-01,3.851946e+00,1.733376e+00,3.000000e+00,6.115761e+01,1.891224e+02,2.840184e+04,1.278083e+04,7.230719e+00,-9.905657e-01,6.240153e+00,1.369941e+01,4.539652e+01,9.944236e+01,4.113533e+02,4.295842e-01,5.433448e-01,1.069975e-01,9.470436e-04,1.029198e-02,9.655554e-02,2.147921e-01,2.696362e-01,1.448333e-01,1.288753e-01,5.770513e-01,3.958777e-01,1.877455e+01,4.024224e+01,3.121088e+01,1.878686e+02,1.113193e+02,3.063910e+01,5.039357e+01,6.936090e+01,4.960643e+01,3.720645e+01,4.578335e+01,4.493041e+01,8.383193e+01,4.539652e+01,8.438889e+01,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,8.579544e+00,1.447932e+01,1.622891e+00,2.738882e+00,1.284433e+02,2.885528e+02,6.844847e+01,4.133188e+01,1.245766e-01,2.762008e-01,6.857542e-02,4.485493e-02,1.461835e+00,1.731946e+00,1.230466e+00,0.000000e+00,5.588413e-03,3.357095e-02,-4.248569e-01,-1.223463e-01,-6.425720e-02,1.036978e+00,1.615188e+00,1.199780e+00
3.375000e+01,4.875000e-01,9.627435e-01,4.693374e-01,3.829728e+00,1.866992e+00,3.000000e+00,6.560571e+01,1.888042e+02,2.840184e+04,1.384590e+04,7.693842e+00,-9.726686e-01,6.721173e+00,1.264217e+01,4.917956e+01,9.944330e+01,4.451021e+02,4.230782e-01,5.396653e-01,1.051258e-01,8.972994e-04,9.075402e-03,9.644058e-02,2.115391e-01,2.680810e-01,1.446609e-01,1.269235e-01,5.673371e-01,3.954064e-01,1.877717e+01,4.135834e+01,3.111670e+01,2.030491e+02,1.171361e+02,2.749044e+01,5.024205e+01,7.250956e+01,4.975795e+01,4.206240e+01,4.572529e+01,4.866772e+01,8.397139e+01,4.917956e+01,8.456226e+01,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,8.599624e+00,1.490698e+01,1.623952e+00,2.815033e+00,1.205647e+02,2.925023e+02,5.958585e+01,4.133188e+01,1.169351e-01,2.803681e-01,5.999246e-02,4.514995e-02,1.349586e+00,1.778079e+00,1.219188e+00,0.000000e+00,5.718295e-03,3.138419e-02,-3.696207e-01,-1.254197e-01,-5.918674e-02,9.799649e-01,1.658378e+00,1.191386e+00
3.375000e+01,5.250000e-01,9.565360e-01,5.021814e-01,3.816051e+00,2.003427e+00,3.000000e+00,7.075153e+01,1.892677e+02,2.840184e+04,1.491097e+04,8.166886e+00,-9.545502e-01,7.212336e+00,1.168806e+01,5.296260e+01,9.944193e+01,4.809885e+02,4.186572e-01,5.378789e-01,1.036403e-01,8.628209e-04,8.053405e-03,9.677210e-02,2.093286e-01,2.671236e-01,1.451581e-01,1.255972e-01,5.597704e-01,3.967656e-01,1.886413e+01,4.147104e+01,3.182819e+01,2.182519e+02,1.267812e+02,2.366314e+01,4.875663e+01,7.633686e+01,5.124337e+01,4.772245e+01,4.682363e+01,5.240315e+01,8.389834e+01,5.296260e+01,8.453245e+01,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,8.616027e+00,1.483236e+01,1.631044e+00,2.807819e+00,1.144685e+02,2.924620e+02,5.215293e+01,4.133188e+01,1.110224e-01,2.807981e-01,5.280492e-02,4.542161e-02,1.259321e+00,1.784299e+00,1.241807e+00,0.000000e+00,6.043787e-03,2.963304e-02,-3.224154e-01,-1.260202e-01,-5.661739e-02,9.369056e-01,1.664322e+00,1.214823e+00
3.375000e+01,5.625000e-01,9.535183e-01,5.363540e-01,3.824007e+00,2.151004e+00,3.000000e+00,7.677410e+01,1.894841e+02,2.840184e+04,1.597604e+04,8.677750e+00,-9.341357e-01,7.743614e+00,1.076472e+01,5.674564e+01,9.944129e+01,5.165944e+02,4.156367e-01,5.378816e-01,1.027703e-01,8.671358e-04,7.174193e-03,9.700674e-02,2.078183e-01,2.676805e-01,1.455101e-01,1.246910e-01,5.557906e-01,3.977276e-01,1.935826e+01,4.119493e+01,3.259098e+01,2.314962e+02,1.378666e+02,2.000220e+01,4.708179e+01,7.999780e+01,5.291821e+01,5.365539e+01,4.808037e+01,5.613785e+01,8.376958e+01,5.674564e+01,8.444733e+01,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,8.703309e+00,1.461400e+01,1.649452e+00,2.769646e+00,1.196214e+02,2.912440e+02,4.989186e+01,4.133188e+01,1.160203e-01,2.800734e-01,5.084238e-02,4.565466e-02,1.207902e+00,1.774505e+00,1.267047e+00,0.000000e+00,7.723621e-03,2.813162e-02,-2.813875e-01,-1.254463e-01,-5.446780e-02,9.265146e-01,1.656782e+00,1.240711e+00
3.375000e+01,6.000000e-01,9.534396e-01,5.720637e-01,3.841798e+00,2.305079e+00,3.000000e+00,8.391663e+01,1.901878e+02,2.840184e+04,1.704110e+04,9.211167e+00,-9.128828e-01,8.298284e+00,9.910610e+00,6.052867e+01,9.943922e+01,5.537729e+02,4.140618e-01,5.393778e-01,1.022423e-01,8.901501e-04,6.409553e-03,9.748890e-02,2.070309e-01,2.689259e-01,1.462334e-01,1.242185e-01,5.537351e-01,3.997045e-01,1.991523e+01,4.089436e+01,3.345346e+01,2.451829e+02,1.495612e+02,1.599481e+01,4.525470e+01,8.400519e+01,5.474530e+01,6.019667e+01,4.947304e+01,5.987043e+01,8.361488e+01,6.052867e+01,8.434208e+01,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,8.765300e+00,1.436938e+01,1.667371e+00,2.733402e+00,1.256704e+02,2.896375e+02,4.758609e+01,4.133188e+01,1.218871e-01,2.790109e-01,4.885621e-02,4.589754e-02,1.166789e+00,1.764081e+00,1.296752e+00,0.000000e+00,9.956273e-03,2.685060e-02,-2.448817e-01,-1.249823e-01,-5.276691e-02,9.219075e-01,1.649055e+00,1.270835e+00
3.375000e+01,6.375000e-01,9.563687e-01,6.096850e-01,3.871846e+00,2.468302e+00,3.000000e+00,9.252230e+01,1.915064e+02,2.840184e+04,1.810617e+04,9.777563e+00,-8.916769e-01,8.885886e+00,9.119623e+00,6.431169e+01,9.943533e+01,5.925381e+02,4.139028e-01,5.424659e-01,1.020965e-01,9.379311e-04,5.739702e-03,9.817725e-02,2.069514e-01,2.710292e-01,1.472659e-01,1.241708e-01,5.538419e-01,4.025267e-01,2.060109e+01,4.057267e+01,3.440674e+01,2.591429e+02,1.620005e+02,1.162449e+01,4.336771e+01,8.837551e+01,5.663229e+01,6.741430e+01,5.091117e+01,6.360063e+01,8.343348e+01,6.431169e+01,8.421622e+01,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,8.811431e+00,1.409514e+01,1.687769e+00,2.699827e+00,1.331441e+02,2.876403e+02,4.531762e+01,4.133188e+01,1.291358e-01,2.776074e-01,4.693620e-02,4.614931e-02,1.138001e+00,1.753178e+00,1.330415e+00,0.000000e+00,1.303706e-02,2.574550e-02,-2.124964e-01,-1.246256e-01,-5.140825e-02,9.255045e-01,1.641589e+00,1.304752e+00
3.375000e+01,6.750000e-01,9.624852e-01,6.496775e-01,3.918719e+00,2.645135e+00,3.000000e+00,1.030902e+02,1.935090e+02,2.840184e+04,1.917124e+04,1.039371e+01,-8.712194e-01,9.522486e+00,8.382183e+00,6.809470e+01,9.942942e+01,6.325540e+02,4.151520e-01,5.473332e-01,1.024186e-01,1.023752e-03,5.148807e-03,9.898483e-02,2.075760e-01,2.743103e-01,1.484772e-01,1.245456e-01,5.566474e-01,4.058378e-01,2.152903e+01,4.024490e+01,3.542403e+01,2.729512e+02,1.752429e+02,6.925069e+00,4.153529e+01,9.307493e+01,5.846471e+01,7.533671e+01,5.228902e+01,6.732829e+01,8.322891e+01,6.809470e+01,8.407290e+01,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,8.857765e+00,1.379650e+01,1.714389e+00,2.670263e+00,1.431168e+02,2.853179e+02,4.325527e+01,4.133188e+01,1.388083e-01,2.759186e-01,4.526846e-02,4.640700e-02,1.125694e+00,1.742380e+00,1.366840e+00,0.000000e+00,1.755358e-02,2.477760e-02,-1.838638e-01,-1.243933e-01,-5.026952e-02,9.418305e-01,1.635540e+00,1.341348e+00
3.375000e+01,7.125000e-01,9.720567e-01,6.925904e-01,3.991681e+00,2.844072e+00,3.000000e+00,1.163754e+02,1.959557e+02,2.840184e+04,2.023631e+04,1.109014e+01,-8.514796e-01,1.023866e+01,7.677807e+00,7.187770e+01,9.942221e+01,6.724904e+02,4.177659e-01,5.542908e-01,1.033828e-01,1.181683e-03,4.622909e-03,9.969560e-02,2.088830e-01,2.794176e-01,1.495434e-01,1.253298e-01,5.633048e-01,4.087520e-01,2.293643e+01,3.993500e+01,3.642546e+01,2.855289e+02,1.890664e+02,2.129994e+00,3.991484e+01,9.787001e+01,6.008516e+01,8.380351e+01,5.347216e+01,7.105387e+01,8.301757e+01,7.187770e+01,8.392554e+01,1.512000e+00,1.512000e+00,1.260000e-01,1.260000e-01,8.937991e+00,1.349819e+01,1.751794e+00,2.645566e+00,1.582438e+02,2.829131e+02,4.182747e+01,4.133188e+01,1.534799e-01,2.741497e-01,4.432741e-02,4.665936e-02,1.139606e+00,1.732432e+00,1.402741e+00,0.000000e+00,2.495552e-02,2.390594e-02,-1.585607e-01,-1.242532e-01,-4.914695e-02,9.810457e-01,1.633135e+00,1.377500e+00
