,c0_mass,WR,Volt,c_prod_mass,Sol_Cond
128,5,0.9,38,1.796766830809955,optimal
129,5,0.9,40,1.7059229489443746,optimal
130,5,0.9,42,1.624176723559729,optimal
131,5,0.9,44,1.5508658621799494,optimal
132,5,0.9,46,1.485329744148815,optimal
133,5,0.9,48,1.4269235757831484,optimal
134,5,0.9,50,1.3750283909389422,optimal
135,5,0.9,52,1.3290575148514752,optimal
136,5,0.9,54,1.2884601922399976,optimal
137,5,0.9,56,1.2527229533997162,optimal
138,5,0.9,58,1.2213693459399588,optimal
139,5,0.9,60,1.1939585524320357,optimal
140,5,0.9,62,1.1700833876483632,optimal
141,5,0.9,64,1.149368070896316,optimal
142,5,0.9,66,1.1314660668414478,optimal
143,5,0.9,68,1.1160582079084915,optimal
144,5,0.9,70,1.1028511717922602,optimal
145,5,0.9,72,1.0915763087770465,optimal
146,5,0.9,74,1.0819887321808481,optimal
147,5,0.9,76,1.073866546552666,optimal
148,5,0.9,78,1.0670100849349358,optimal
149,5,0.9,80,1.0612410499544458,optimal
150,15,0.5,32,2.9272008927731266,optimal
151,15,0.5,34,2.6374905871098835,optimal
152,15,0.5,36,2.388829081130491,optimal
153,15,0.5,38,2.17641524952465,optimal
154,15,0.5,40,1.9956698527443144,optimal
155,15,0.5,42,1.8423469823302219,optimal
156,15,0.5,44,1.7125986254600665,optimal
157,15,0.5,46,1.603000634458736,optimal
158,15,0.5,48,1.5105499070417354,optimal
159,15,0.5,50,1.432642190595485,optimal
160,15,0.5,52,1.367038461486766,optimal
161,15,0.5,54,1.3118259728213675,optimal
162,15,0.5,56,1.2653782468696795,optimal
163,15,0.5,58,1.2263167382383913,optimal
164,15,0.5,60,1.193475692550473,optimal
165,15,0.5,62,1.1658708692440316,optimal
166,15,0.5,64,1.1426722391319941,optimal
167,15,0.5,66,1.1231804432143073,optimal
168,15,0.5,68,1.1068066425235519,optimal
169,15,0.5,70,1.0930553403074836,optimal
170,15,0.5,72,1.0815097706366574,optimal
171,15,0.5,74,1.0718194884763916,optimal
172,15,0.5,76,1.063689845024129,optimal
173,15,0.5,78,1.0568730782142872,optimal
174,15,0.5,80,1.051160787769929,optimal
175,15,0.7,32,4.841352296126785,optimal
176,15,0.7,34,4.452493624808179,optimal
177,15,0.7,36,4.099359180592246,optimal
178,15,0.7,38,3.7805612985806105,optimal
179,15,0.7,40,3.494368107850911,optimal
180,15,0.7,42,3.238787489766607,optimal
181,15,0.7,44,3.011651428956928,optimal
182,15,0.7,46,2.8106956633629734,optimal
183,15,0.7,48,2.6336305103718245,optimal
184,15,0.7,50,2.478200127169731,optimal
185,15,0.7,52,2.3422289506059664,optimal
186,15,0.7,54,2.223655435202138,optimal
187,15,0.7,56,2.1205541364558753,optimal
188,15,0.7,58,2.0311480391874506,optimal
189,15,0.7,60,1.9538130808635321,optimal
190,15,0.7,62,1.8870769221787336,optimal
191,15,0.7,64,1.829613848836257,optimal
192,15,0.7,66,1.7802371611171866,optimal
193,15,0.7,68,1.7378901893803091,optimal
194,15,0.7,70,1.7016366433717458,optimal
195,15,0.7,72,1.6706507532422785,optimal
196,15,0.7,74,1.644207470292336,optimal
197,15,0.7,76,1.6216728868394434,optimal
198,15,0.7,78,1.602494982800556,optimal
199,15,0.7,80,1.586194786966029,optimal
200,15,0.9,32,8.001487230816863,optimal
201,15,0.9,34,7.618871105180325,optimal
202,15,0.9,36,7.254224934524044,optimal
203,15,0.9,38,6.908066167800314,optimal
204,15,0.9,40,6.580716313073745,optimal
205,15,0.9,42,6.2723177446373235,optimal
206,15,0.9,44,,infeasible
207,15,0.9,46,5.712144667577461,optimal
208,15,0.9,48,5.459902993127023,optimal
209,15,0.9,50,,infeasible
210,15,0.9,52,5.009051416364362,optimal
211,15,0.9,54,4.809328768546083,optimal
212,15,0.9,56,4.625875185587027,optimal
213,15,0.9,58,,infeasible
214,15,0.9,60,,infeasible
215,15,0.9,62,,infeasible
216,15,0.9,64,,infeasible
217,15,0.9,66,,infeasible
218,15,0.9,68,,infeasible
219,15,0.9,70,,infeasible
220,15,0.9,72,,infeasible
221,15,0.9,74,,infeasible
222,15,0.9,76,,infeasible
223,15,0.9,78,,infeasible
224,15,0.9,80,,infeasible
