,Feed_S_IP,S_A,S_F,S_I,S_N2,S_NH4,S_NO3,S_O2,S_PO4,X_AUT,X_H,X_I,X_PAO,X_PHA,X_PP,X_S,c_cost,o_cost,lcow,e_cost
65,3.6038034675774058,2.1828633234357277e-09,3.835741496678113e-07,5.234602366917895e-10,1.9675783364947628e-14,0.0009627533850552285,1.9675783364947628e-14,1.9675783364947628e-14,0.06265160840128595,1.9675783364947628e-14,1.9675783364947628e-14,2.5715284185336593e-07,1.9675783364947628e-14,1.432257954164872e-07,2.248990020749876e-09,2.7505611791048036e-09,2185688.2807005676,126059.39705654723,6.166932401508574,0.044
66,3.508122352148749,2.1828618227044222e-09,3.835738859583394e-07,5.234598768098143e-10,1.9675769837731453e-14,0.0009627534542052829,1.9675769837731453e-14,1.9675769837731453e-14,0.06246711253867763,1.9675769837731453e-14,1.9675769837731453e-14,2.571526650592827e-07,1.9675769837731453e-14,1.4322569694791494e-07,2.248988474556079e-09,2.750559288077901e-09,2185688.2807007786,125881.60442938637,6.163750900304908,0.044
67,3.488314542172546,2.182707199216947e-09,3.8354671541949244e-07,5.234227974166691e-10,1.9674376100336156e-14,0.0009627138653834154,1.9674376100336156e-14,1.9674376100336156e-14,0.06242894112486633,1.9674376100336156e-14,1.9674376100336156e-14,2.571344495948537e-07,1.9674376100336156e-14,1.4321555152481586e-07,2.248829166972974e-09,2.750364451618165e-09,2185688.280812175,125844.81991430315,6.1630926618534305,0.044
68,3.4887230668035856,2.1828436207158937e-09,3.8357068749318715e-07,5.23455511892817e-10,1.9675605769565e-14,0.0009627542081532911,1.9675605769565e-14,1.9675605769565e-14,0.06242970991080508,1.9675605769565e-14,1.9675605769565e-14,2.571505207687872e-07,1.9675605769565e-14,1.4322450264763182e-07,2.2489697211645503e-09,2.7505363522932867e-09,2185688.2807035507,125845.56074050978,6.16310591833626,0.044
69,3.473842889502929,2.1827526395210354e-09,3.8355470021900515e-07,5.234336942016753e-10,1.967478568785805e-14,0.000962729864743015,1.967478568785805e-14,1.967478568785805e-14,0.06240103088935368,1.967478568785805e-14,1.967478568785805e-14,2.5713980270295053e-07,1.967478568785805e-14,1.4321853303246554e-07,2.2488759838255623e-09,2.750421709594443e-09,2185688.2807851615,125817.92372407985,6.162611369285002,0.044
70,3.4675731997784314,2.1828016158330646e-09,3.835633063681116e-07,5.234454389369557e-10,1.9675227148070033e-14,0.0009627450446324583,1.9675227148070033e-14,1.9675227148070033e-14,0.06238893637742929,1.9675227148070033e-14,1.9675227148070033e-14,2.5714557237148014e-07,1.9675227148070033e-14,1.432217465507704e-07,2.2489264438043545e-09,2.7504834231892045e-09,2185688.280744355,125806.26862313134,6.162402807595602,0.044
71,3.519698187520216,2.183573366022534e-09,3.836989188086632e-07,5.236305080306133e-10,1.9682183511016278e-14,0.0009630254947861292,1.9682183511016278e-14,1.9682183511016278e-14,0.06248937357191633,1.9682183511016278e-14,1.9682183511016278e-14,2.572364886245924e-07,1.9682183511016278e-14,1.4327238395603664e-07,2.2497215730531693e-09,2.751455882659448e-09,2185688.2803853704,125903.05665228772,6.164134775461784,0.044
72,3.4889461061235574,2.1827087272364046e-09,3.8354698392405607e-07,5.234231638424633e-10,1.9674389873520897e-14,0.0009627053813520272,1.9674389873520897e-14,1.9674389873520897e-14,0.06243016781235431,1.9674389873520897e-14,1.9674389873520897e-14,2.5713462960362547e-07,1.9674389873520897e-14,1.4321565178386545e-07,2.2488307412815778e-09,2.750366377030056e-09,2185688.2808725433,125846.00203485324,6.163113815358049,0.044
73,3.5700503693243544,2.1841325120772054e-09,3.8379717231366196e-07,5.237645937165935e-10,1.9687223513531764e-14,0.0009632704407264415,1.9687223513531764e-14,1.9687223513531764e-14,0.06258642227488462,1.9687223513531764e-14,1.9687223513531764e-14,2.573023589864361e-07,1.9687223513531764e-14,1.4330907161191253e-07,2.2502976576314373e-09,2.7521604459799807e-09,2185688.2802061494,125996.5793040365,6.165808311518236,0.044
74,3.452943590153845,2.1828617914437407e-09,3.835738804651923e-07,5.234598693133652e-10,1.96757695559555e-14,0.000962753451335734,1.96757695559555e-14,1.96757695559555e-14,0.06236071459727848,1.96757695559555e-14,1.96757695559555e-14,2.5715266137660913e-07,1.96757695559555e-14,1.4322569489678514e-07,2.2489884423484003e-09,2.7505592486872456e-09,2185688.2807007944,125779.07221388097,6.1619161427433164,0.044
75,3.384857467437003,2.1818079013474976e-09,3.8338869021843255e-07,5.232071418277257e-10,1.9666270054543054e-14,0.0009623391523410527,1.9666270054543054e-14,1.9666270054543054e-14,0.06222951632251164,1.9666270054543054e-14,1.9666270054543054e-14,2.5702850755060435e-07,1.9666270054543054e-14,1.4315654524105754e-07,2.2479026261711013e-09,2.7492312731082673e-09,2185688.281124005,125652.64074028716,6.15965372186993,0.044
76,3.476453534226518,2.1840749967379965e-09,3.8378706568119757e-07,5.237508012849956e-10,1.9686705084667124e-14,0.0009632549059356259,1.9686705084667124e-14,1.9686705084667124e-14,0.06240592347812197,1.9686705084667124e-14,1.9686705084667124e-14,2.5729558337535267e-07,1.9686705084667124e-14,1.4330529781622023e-07,2.2502383999479478e-09,2.7520879726109278e-09,2185688.2801405787,125822.63851582923,6.162695736734838,0.044
77,3.491473118439044,2.1831983370779284e-09,3.8363301848087653e-07,5.23540574438344e-10,1.9678803094024327e-14,0.0009628551605322851,1.9678803094024327e-14,1.9678803094024327e-14,0.06243498575421312,1.9678803094024327e-14,1.9678803094024327e-14,2.5719230823187283e-07,1.9678803094024327e-14,1.4324777690972336e-07,2.2493351831473722e-09,2.7509833198356564e-09,2185688.280619889,125850.64492030154,6.163196896785538,0.044
78,3.436123270912952,2.182168678373866e-09,3.834520861899637e-07,5.232936577472467e-10,1.9669522008312982e-14,0.0009624823104964854,1.9669522008312982e-14,1.9669522008312982e-14,0.06232835130604553,1.9669522008312982e-14,1.9669522008312982e-14,2.5707100899199556e-07,1.9669522008312982e-14,1.4318021716591643e-07,2.2482743324173458e-09,2.749685877513586e-09,2185688.2810455887,125747.8847816994,6.16135806142732,0.044
79,3.4520925802764353,2.182906235101951e-09,3.8358169013344913e-07,5.234705270983013e-10,1.9676170159961027e-14,0.0009627728440519558,1.9676170159961027e-14,1.9676170159961027e-14,0.06235905802108427,1.9676170159961027e-14,1.9676170159961027e-14,2.5715789707455155e-07,1.9676170159961027e-14,1.4322861101078552e-07,2.2490342323631608e-09,2.750615250819682e-09,2185688.2806133213,125777.47584269413,6.16188757640306,0.044
80,3.3857163623172126,2.1818564944166445e-09,3.833972290238528e-07,5.232187946596754e-10,1.9666708060299675e-14,0.0009623604149059064,1.9666708060299675e-14,1.9666708060299675e-14,0.06223117000731794,1.9666708060299675e-14,1.9666708060299675e-14,2.5703423207109605e-07,1.9666708060299675e-14,1.4315973361336907e-07,2.247952691297221e-09,2.7492925037900672e-09,2185688.281113517,125654.23434193591,6.15968223847553,0.044
81,3.4452518603002806,2.1828683631145774e-09,3.83575035243426e-07,5.234614452289687e-10,1.967582879135074e-14,0.0009627544197877778,1.967582879135074e-14,1.967582879135074e-14,0.06234588605708109,1.967582879135074e-14,1.967582879135074e-14,2.5715343555418276e-07,1.967582879135074e-14,1.4322612608859302e-07,2.24899521309853e-09,2.750567529454296e-09,2185688.280699912,125764.78243382132,6.161660434992821,0.044
82,3.412769593615674,2.1828622626824654e-09,3.835739632715646e-07,5.234599823184864e-10,1.9675773803583355e-14,0.0009627534581082626,1.9675773803583355e-14,1.9675773803583355e-14,0.06228324920806208,1.9675773803583355e-14,1.9675773803583355e-14,2.5715271689102265e-07,1.9675773803583355e-14,1.4322572581651358e-07,2.2489889278626225e-09,2.750559842481153e-09,2185688.280700677,125704.42135136515,6.160580306647034,0.044
83,3.456721946494573,2.1832002043294895e-09,3.83633346595524e-07,5.235410222134904e-10,1.9678819924962303e-14,0.0009628539904984877,1.9678819924962303e-14,1.9678819924962303e-14,0.062367978378636564,1.9678819924962303e-14,1.9678819924962303e-14,2.5719252820398025e-07,1.9678819924962303e-14,1.4324789942705518e-07,2.2493371069646274e-09,2.750985672703837e-09,2185688.2807046855,125786.0721084725,6.162041402011176,0.044
84,3.3761732831061106,2.1822015024816864e-09,3.8345785406333934e-07,5.233015291128355e-10,1.9669817876601064e-14,0.0009625106817939713,1.9669817876601064e-14,1.9669817876601064e-14,0.062212745432526015,1.9669817876601064e-14,1.9669817876601064e-14,2.5707487584546124e-07,1.9669817876601064e-14,1.431823708779244e-07,2.2483081508841898e-09,2.7497272381960166e-09,2185688.2810039255,125636.4791829724,6.159364519482403,0.044
85,3.4065682449230654,2.183019804300337e-09,3.8360164658616507e-07,5.2349776149215e-10,1.967719384427529e-14,0.0009628060918439969,1.967719384427529e-14,1.967719384427529e-14,0.06227125937996576,1.967719384427529e-14,1.967719384427529e-14,2.571712761266427e-07,1.967719384427529e-14,1.4323606270902016e-07,2.2491512419766775e-09,2.750758355990249e-09,2185688.2805354306,125692.86716687464,6.160373550579426,0.044
86,3.388204171321109,2.182748486765301e-09,3.8355397049409175e-07,5.234326983525645e-10,1.967474825595779e-14,0.0009627236997306657,1.967474825595779e-14,1.967474825595779e-14,0.06223590192197384,1.967474825595779e-14,1.967474825595779e-14,2.571393134863664e-07,1.967474825595779e-14,1.432182605546897e-07,2.24887170526808e-09,2.7504164768303995e-09,2185688.2808041694,125658.7943432737,6.159763836636034,0.044
87,3.452075345613034,2.183795424554297e-09,3.8373793907694247e-07,5.236837586443132e-10,1.9684185091013702e-14,0.0009631229011967951,1.9684185091013702e-14,1.9684185091013702e-14,0.06235896499266642,1.9684185091013702e-14,1.9684185091013702e-14,2.5726264829381565e-07,1.9684185091013702e-14,1.4328695404363638e-07,2.2499503585280065e-09,2.751735692013702e-09,2185688.2803131174,125777.38616551022,6.161885971142015,0.044
88,3.472695357004203,2.1828619439402045e-09,3.8357390726196916e-07,5.234599058826887e-10,1.9675770930520437e-14,0.0009627533821312667,1.9675770930520437e-14,1.9675770930520437e-14,0.06239880079355179,1.9675770930520437e-14,1.9675770930520437e-14,2.5715267934149894e-07,1.9675770930520437e-14,1.432257049026463e-07,2.2489885994645247e-09,2.7505594408435063e-09,2185688.280700741,125815.7746345436,6.1625729123595665,0.044
89,3.452120265244429,2.182698568265178e-09,3.835451987830865e-07,5.234207276764305e-10,1.9674298303098275e-14,0.0009627109103889006,1.9674298303098275e-14,1.9674298303098275e-14,0.06235915070988774,1.9674298303098275e-14,1.9674298303098275e-14,2.571334328230973e-07,1.9674298303098275e-14,1.4321498521591368e-07,2.2488202745589644e-09,2.750353576012432e-09,2185688.280816391,125777.56517547039,6.161889175327303,0.044
90,3.367363495828722,2.181412545280327e-09,3.833192179955715e-07,5.231123337019596e-10,1.9662706413958623e-14,0.0009621747700386826,1.9662706413958623e-14,1.9662706413958623e-14,0.06219581240870794,1.9662706413958623e-14,1.9662706413958623e-14,2.569819325153626e-07,1.9662706413958623e-14,1.4313060445649933e-07,2.247495293361867e-09,2.748733096681641e-09,2185688.2812274513,125620.16138371367,6.159072521846149,0.044
91,3.451762362779327,2.1838072675822956e-09,3.8374002014145317e-07,5.236865986545754e-10,1.9684291841102353e-14,0.0009631406081764813,1.9684291841102353e-14,1.9684291841102353e-14,0.06235832831331572,1.9684291841102353e-14,1.9684291841102353e-14,2.5726404346513646e-07,1.9684291841102353e-14,1.4328773110882736e-07,2.249962560323464e-09,2.7517506150611995e-09,2185688.2801855924,125776.77261415902,6.161874991750092,0.044
92,3.5176768926413042,2.1840155086468563e-09,3.837766123954927e-07,5.237365357787983e-10,1.9686168873910588e-14,0.0009632080262490801,1.9686168873910588e-14,1.9686168873910588e-14,0.06248546583871016,1.9686168873910588e-14,1.9686168873910588e-14,2.572885753636605e-07,1.9686168873910588e-14,1.4330139458092378e-07,2.2501771097508515e-09,2.7520130134358145e-09,2185688.2803582354,125899.29100909748,6.16406739130099,0.044
93,3.3901838890901073,2.182861477636963e-09,3.8357382532286306e-07,5.234597940611181e-10,1.9675766727379784e-14,0.0009627534516860513,1.9675766727379784e-14,1.9675766727379784e-14,0.062239698791573476,1.9675766727379784e-14,1.9675766727379784e-14,2.571526244085114e-07,1.9675766727379784e-14,1.4322567430675327e-07,2.248988119035298e-09,2.750558853268654e-09,2185688.280700802,125662.45324329572,6.15982931045306,0.044
94,3.51767283420916,2.1828637345201722e-09,3.835742219038348e-07,5.234603352716494e-10,1.9675787070359866e-14,0.0009627533497395428,1.9675787070359866e-14,1.9675787070359866e-14,0.062485527849207446,1.9675787070359866e-14,1.9675787070359866e-14,2.571528902812872e-07,1.9675787070359866e-14,1.432258223892692e-07,2.2489904442875306e-09,2.7505616971000907e-09,2185688.280700615,125899.35067096632,6.164068459529964,0.044
