,Feed_S_IP,S_A,S_F,S_I,S_N2,S_NH4,S_NO3,S_O2,S_PO4,X_AUT,X_H,X_I,X_PAO,X_PHA,X_PP,X_S,c_cost,o_cost,lcow,e_cost
20,3.4881595499066913,2.1827137777629977e-09,3.835478714058432e-07,5.234243749809792e-10,1.967443539770286e-14,0.0009627056502585547,1.967443539770286e-14,1.967443539770286e-14,0.06242865827327291,1.967443539770286e-14,1.967443539770286e-14,2.571352245823639e-07,1.967443539770286e-14,1.4321598316773216e-07,2.2488359448065927e-09,2.750372741048468e-09,2185688.280919929,125844.54733911679,6.163087784463318,0.044
21,3.493416492491671,2.1828822278167346e-09,3.835774715578224e-07,5.23464770045596e-10,1.967595376430399e-14,0.0009627617939874093,1.967595376430399e-14,1.967595376430399e-14,0.0624387500387349,1.967595376430399e-14,1.967595376430399e-14,2.571550688894095e-07,1.967595376430399e-14,1.4322703580335774e-07,2.2490094978118506e-09,2.7505849999532984e-09,2185688.2806732943,125854.27242123769,6.163261809013741,0.044
22,3.4592601942910055,2.1825176292709003e-09,3.8351340406642844e-07,5.233773377088798e-10,1.9672667364314586e-14,0.0009626411276289367,1.9672667364314586e-14,1.9672667364314586e-14,0.06237293233078374,1.9672667364314586e-14,1.9672667364314586e-14,2.5711211725281806e-07,1.9672667364314586e-14,1.4320311313436873e-07,2.2486338542787178e-09,2.7501255801649117e-09,2185688.2808912722,125790.84607438384,6.162126829837404,0.044
23,3.449245171188449,2.182747844766326e-09,3.835538576816183e-07,5.234325443983835e-10,1.9674742469139803e-14,0.0009627340026007167,1.9674742469139803e-14,1.9674742469139803e-14,0.062353596872369146,1.9674742469139803e-14,1.9674742469139803e-14,2.571392378554925e-07,1.9674742469139803e-14,1.4321821843074508e-07,2.248871043820672e-09,2.7504156678665776e-09,2185688.2807583767,125772.21310890972,6.161793402938223,0.044
24,3.4058016172845957,2.182328728641129e-09,3.8348021032605163e-07,5.233320385060807e-10,1.9670964661342313e-14,0.0009625698994220802,1.9670964661342313e-14,1.9670964661342313e-14,0.06226986107473717,1.9670964661342313e-14,1.9670964661342313e-14,2.570898637597789e-07,1.9670964661342313e-14,1.4319071866025613e-07,2.2484392311767085e-09,2.7498875520971993e-09,2185688.280942602,125691.51966554919,6.1603494385134985,0.044
25,3.535098953395025,2.1828631935957806e-09,3.835741268522522e-07,5.234602055555985e-10,1.967578219460286e-14,0.0009627533784101193,1.967578219460286e-14,1.967578219460286e-14,0.06251912964050174,1.967578219460286e-14,1.967578219460286e-14,2.5715282655753363e-07,1.967578219460286e-14,1.4322578689720451e-07,2.2489898869766146e-09,2.750561015497346e-09,2185688.280700619,125931.73161480486,6.164647898697137,0.044
26,3.4323601770835417,2.182861694426531e-09,3.8357386341726566e-07,5.234598460482111e-10,1.9675768681466662e-14,0.000962753456100323,1.9675768681466662e-14,1.9675768681466662e-14,0.062321024834712434,1.9675768681466662e-14,1.9675768681466662e-14,2.571526499474688e-07,1.9675768681466662e-14,1.4322568853112454e-07,2.2489883423921937e-09,2.7505591264387436e-09,2185688.2807007832,125740.8244885792,6.161231720750988,0.044
27,3.457543444184782,2.1830822599613827e-09,3.836126213351657e-07,5.235127386346777e-10,1.967775680396381e-14,0.0009628178136669462,1.967775680396381e-14,1.967775680396381e-14,0.06236955492516273,1.967775680396381e-14,1.967775680396381e-14,2.571786337337614e-07,1.967775680396381e-14,1.4324016065763445e-07,2.2492155896419307e-09,2.7508370545119756e-09,2185688.280564233,125787.59137418694,6.162068588183585,0.044
28,3.393307760624456,2.1819539701959942e-09,3.834143575306062e-07,5.232421697807755e-10,1.9667586682564854e-14,0.0009623929665276177,1.9667586682564854e-14,1.9667586682564854e-14,0.06224580487177307,1.9667586682564854e-14,1.9667586682564854e-14,2.5704571523332725e-07,1.9667586682564854e-14,1.4316612936242093e-07,2.248053119964774e-09,2.7494153301217497e-09,2185688.2811002955,125668.33748198325,6.159934606380496,0.044
29,3.4386831786124263,2.1828620629426534e-09,3.8357392817315613e-07,5.2345993442e-10,1.9675772003178707e-14,0.000962753373754015,1.9675772003178707e-14,1.9675772003178707e-14,0.06233321707695027,1.9675772003178707e-14,1.9675772003178707e-14,2.571526933606166e-07,1.9675772003178707e-14,1.4322571271084032e-07,2.248988722071981e-09,2.7505595907949538e-09,2185688.2807007474,125752.57375212271,6.161441967355111,0.044
30,3.354593805353126,2.1819044601558145e-09,3.8340565759444527e-07,5.232302970551344e-10,1.9667140411460975e-14,0.0009623906610566245,1.9667140411460975e-14,1.9667140411460975e-14,0.062171099373971826,1.9667140411460975e-14,1.9667140411460975e-14,2.570398826887993e-07,1.9667140411460975e-14,1.4316288082422355e-07,2.248002110089306e-09,2.7493529439920126e-09,2185688.2807095973,125596.34636243657,6.158646364221772,0.044
31,3.424107365403166,2.1836556719696926e-09,3.837133816627297e-07,5.236502453591571e-10,1.9682925396212914e-14,0.0009630739938785688,1.9682925396212914e-14,1.9682925396212914e-14,0.06230502815018217,1.9682925396212914e-14,1.9682925396212914e-14,2.5724618470037785e-07,1.9682925396212914e-14,1.432777843558797e-07,2.2498063723403354e-09,2.751559593936573e-09,2185688.280278055,125725.40899397034,6.160955868203368,0.044
32,3.4636188954715386,2.183578380469554e-09,3.8369979995052453e-07,5.236317105170886e-10,1.9682228709985998e-14,0.0009630130417719621,1.9682228709985998e-14,1.9682228709985998e-14,0.062381252728857514,1.9682228709985998e-14,1.9682228709985998e-14,2.5723707935296634e-07,1.9682228709985998e-14,1.4327271297258811e-07,2.2497267394056325e-09,2.7514622012150624e-09,2185688.2804629034,125798.86413583958,6.1622703078673835,0.044
33,3.4573663427422296,2.1829016783051388e-09,3.8358088941017723e-07,5.23469434358361e-10,1.9676129086135672e-14,0.0009627543239968137,1.9676129086135672e-14,1.9676129086135672e-14,0.06236924460158272,1.9676129086135672e-14,1.9676129086135672e-14,2.5715736025979206e-07,1.9676129086135672e-14,1.4322831202236925e-07,2.2490295375247584e-09,2.750609508935489e-09,2185688.280737643,125787.29230695631,6.162063236850409,0.044
34,3.4199067418949127,2.18286240284355e-09,3.835739879007607e-07,5.234600159297317e-10,1.9675775066960273e-14,0.0009627535692279472,1.9675775066960273e-14,1.9675775066960273e-14,0.06229701117733955,1.9675775066960273e-14,1.9675775066960273e-14,2.5715273340273956e-07,1.9675775066960273e-14,1.4322573501300456e-07,2.248989072269685e-09,2.750560019093969e-09,2185688.2807007353,125717.68331614182,6.160817622207287,0.044
35,3.4764082157819214,2.1836800812464404e-09,3.837176708765673e-07,5.236560988112018e-10,1.968314541532095e-14,0.0009630661701579735,1.968314541532095e-14,1.968314541532095e-14,0.062405894524676826,1.968314541532095e-14,1.968314541532095e-14,2.5724906024224796e-07,1.968314541532095e-14,1.4327938593946956e-07,2.2498315210609307e-09,2.7515903513405352e-09,2185688.280358752,125822.61062283459,6.16269523799546,0.044
36,3.5291989148668956,2.18385229406245e-09,3.8374793222355756e-07,5.2369739620278e-10,1.9684697698518937e-14,0.000963126659207231,1.9684697698518937e-14,1.9684697698518937e-14,0.06250769176819024,1.9684697698518937e-14,1.9684697698518937e-14,2.5726934782258566e-07,1.9684697698518937e-14,1.4329068546394692e-07,2.2500089508159192e-09,2.7518073515902413e-09,2185688.280380967,125920.70929591543,6.164450659795416,0.044
37,3.4218725965279684,2.1828618719708665e-09,3.835738946154707e-07,5.234598886241245e-10,1.9675770281806844e-14,0.0009627534465925277,1.9675770281806844e-14,1.9675770281806844e-14,0.06230080222264177,1.9675770281806844e-14,1.9675770281806844e-14,2.571526708631303e-07,1.9675770281806844e-14,1.4322570018046988e-07,2.248988525314979e-09,2.7505593501570827e-09,2185688.2807007874,125721.33661770492,6.160882996028035,0.044
38,3.470734363748415,2.1828649385403423e-09,3.835744334750349e-07,5.234606240009879e-10,1.9675797923096172e-14,0.0009627554112970927,1.9675797923096172e-14,1.9675797923096172e-14,0.06239502328881518,1.9675797923096172e-14,1.9675797923096172e-14,2.571530321212298e-07,1.9675797923096172e-14,1.4322590138951842e-07,2.2489916847817563e-09,2.750563214250113e-09,2185688.2807048624,125812.13437687622,6.16250777195962,0.044
39,3.440037309715817,2.1826671054620483e-09,3.8353967011904823e-07,5.234131827577009e-10,1.9674014705269773e-14,0.0009627089898674476,1.9674014705269773e-14,1.9674014705269773e-14,0.062335843734864,1.9674014705269773e-14,1.9674014705269773e-14,2.5712972633852237e-07,1.9674014705269773e-14,1.432129208241783e-07,2.2487878586355743e-09,2.7503139306695714e-09,2185688.2807069332,125755.10499207968,6.161487262511987,0.044
40,3.44977829641408,2.1828892779624087e-09,3.835787104139628e-07,5.234664607015723e-10,1.9676017312551596e-14,0.0009627620882707696,1.9676017312551596e-14,1.9676017312551596e-14,0.06235461313807516,1.9676017312551596e-14,1.9676017312551596e-14,2.57155899433849e-07,1.9676017312551596e-14,1.4322749838968237e-07,2.249016761531523e-09,2.750593883632267e-09,2185688.280709624,125773.19243682123,6.161810927384925,0.044
41,3.5515254344262783,2.1828625822829097e-09,3.835740194319606e-07,5.234600589600802e-10,1.9675776684381726e-14,0.0009627533993453131,1.9675776684381726e-14,1.9675776684381726e-14,0.06255080386170378,1.9675776684381726e-14,1.9675776684381726e-14,2.57152754541645e-07,1.9675776684381726e-14,1.4322574678668947e-07,2.2489892571449015e-09,2.7505602452001713e-09,2185688.280700639,125962.25502062392,6.165194098243889,0.044
42,3.488050218696977,2.1819054821642673e-09,3.8340583718242914e-07,5.232305421372616e-10,1.9667149623589237e-14,0.0009623817583048463,1.9667149623589237e-14,1.9667149623589237e-14,0.06242848981007175,1.9667149623589237e-14,1.9667149623589237e-14,2.570400030867991e-07,1.9667149623589237e-14,1.4316294788200587e-07,2.248003163058032e-09,2.7493542317944805e-09,2185688.281095614,125844.38498122689,6.1630848794726205,0.044
43,3.479584996083464,2.1827244746436794e-09,3.8354975106860883e-07,5.234269401400679e-10,1.967453181670661e-14,0.0009627367077786389,1.967453181670661e-14,1.967453181670661e-14,0.06241209987801145,1.967453181670661e-14,1.967453181670661e-14,2.571364847314702e-07,1.967453181670661e-14,1.432166850299274e-07,2.2488469657338525e-09,2.7503862198698053e-09,2185688.280709478,125828.5905302379,6.162802245774642,0.044
44,3.521249454630783,2.1831548017832882e-09,3.8362536843085155e-07,5.235301344829918e-10,1.967841067778055e-14,0.0009628448329107445,1.967841067778055e-14,1.967841067778055e-14,0.062492404250682386,1.967841067778055e-14,1.967841067778055e-14,2.5718717954396215e-07,1.967841067778055e-14,1.4324492039684114e-07,2.2492903290137466e-09,2.7509284623051496e-09,2185688.2807041937,125905.97725092628,6.164187038537409,0.044
45,3.489573243963682,2.1828621443021813e-09,3.8357394246970485e-07,5.23459953930373e-10,1.967577273653312e-14,0.0009627534300916435,1.967577273653312e-14,1.967577273653312e-14,0.062431345238603705,1.967577273653312e-14,1.967577273653312e-14,2.5715270294519925e-07,1.967577273653312e-14,1.432257180491421e-07,2.2489888058961787e-09,2.7505596933136766e-09,2185688.280700717,125847.13665165272,6.163134118393695,0.044
46,3.4224615153514613,2.181829178471801e-09,3.8339242904842457e-07,5.232122441758226e-10,1.9666461841213312e-14,0.0009623484205657435,1.9666461841213312e-14,1.9666461841213312e-14,0.0623020244474642,1.9666461841213312e-14,1.9666461841213312e-14,2.570310141083546e-07,1.9666461841213312e-14,1.43157941312456e-07,2.2479245478552105e-09,2.7492580837800506e-09,2185688.281117977,125722.51444827126,6.160904073404267,0.044
47,3.393151916344948,2.182862041205972e-09,3.8357392435357244e-07,5.23459929207448e-10,1.9675771807249703e-14,0.000962753386639235,1.9675771807249703e-14,1.9675771807249703e-14,0.06224542202361271,1.9675771807249703e-14,1.9675771807249703e-14,2.571526907999206e-07,1.9675771807249703e-14,1.4322571128461567e-07,2.2489886996768177e-09,2.750559563405208e-09,2185688.280701359,125667.96853105132,6.159928003492769,0.044
48,3.427121146383957,2.182863165756082e-09,3.835741219602424e-07,5.234601988795162e-10,1.967578194366279e-14,0.0009627574530674567,1.967578194366279e-14,1.967578194366279e-14,0.06231092625073529,1.967578194366279e-14,1.967578194366279e-14,2.571528232778699e-07,1.967578194366279e-14,1.4322578507053818e-07,2.2489898582935524e-09,2.7505609804173696e-09,2185688.280704853,125731.09281216073,6.161057577765182,0.044
49,3.4597305599642603,2.1831887554040328e-09,3.8363133478296594e-07,5.235382767107532e-10,1.9678716727215277e-14,0.0009628609416417884,1.9678716727215277e-14,1.9678716727215277e-14,0.06237376447522135,1.9678716727215277e-14,1.9678716727215277e-14,2.5719117946002283e-07,1.9678716727215277e-14,1.4324714822040032e-07,2.24932531121048e-09,2.7509712462532362e-09,2185688.2805228946,125791.64797375663,6.162141178726115,0.044
50,3.370476334608028,2.181608130218509e-09,3.833535863069291e-07,5.231592358313484e-10,1.9664469367613027e-14,0.0009622364499667599,1.9664469367613027e-14,1.9664469367613027e-14,0.06220180864703345,1.9664469367613027e-14,1.9664469367613027e-14,2.5700497345527727e-07,1.9664469367613027e-14,1.431434375129907e-07,2.2476968032637733e-09,2.7489795474476623e-09,2185688.281198473,125625.93997774708,6.159175926553922,0.044
51,3.482828552842112,2.1828624353313576e-09,3.8357399360953917e-07,5.234600237204509e-10,1.9675775359797236e-14,0.0009627534044590842,1.9675775359797236e-14,1.9675775359797236e-14,0.0624183397537765,1.9675775359797236e-14,1.9675775359797236e-14,2.571527372299751e-07,1.9675775359797236e-14,1.4322573714465064e-07,2.248989105741664e-09,2.7505600600308893e-09,2185688.280700631,125834.60369183758,6.162909847975927,0.044
52,3.3946893949223242,2.181406239395341e-09,3.833181099213987e-07,5.231108215229734e-10,1.9662649574290478e-14,0.0009621642833099862,1.9662649574290478e-14,1.9662649574290478e-14,0.0622484065908778,1.9662649574290478e-14,1.9662649574290478e-14,2.5698118964876756e-07,1.9662649574290478e-14,1.4313019070389135e-07,2.247488796449187e-09,2.7487251508234393e-09,2185688.2807819294,125670.84466561997,6.159979470481994,0.044
53,3.401351360583335,2.182862225078393e-09,3.835739566637528e-07,5.234599733008643e-10,1.9675773464629665e-14,0.0009627531548606938,1.9675773464629665e-14,1.9675773464629665e-14,0.06226123225700798,1.9675773464629665e-14,1.9675773464629665e-14,2.571527124610641e-07,1.9675773464629665e-14,1.432257233491703e-07,2.2489888891193892e-09,2.7505597950973795e-09,2185688.280700649,125683.20434066636,6.160200639918604,0.044
54,3.5340229800142073,2.1828626827292e-09,3.8357403708244745e-07,5.234600830475429e-10,1.9675777589779434e-14,0.0009627533901264302,1.9675777589779434e-14,1.9675777589779434e-14,0.0625170548507533,1.9675777589779434e-14,1.9675777589779434e-14,2.571527663747491e-07,1.9675777589779434e-14,1.432257533773448e-07,2.248989360634067e-09,2.7505603717695555e-09,2185688.2807006114,125929.73222009931,6.164612120629356,0.044
55,3.4960861918871986,2.1828624522160284e-09,3.8357399657652443e-07,5.234600277694694e-10,1.967577551199143e-14,0.0009627535880716452,1.967577551199143e-14,1.967577551199143e-14,0.062443903458311585,1.967577551199143e-14,1.967577551199143e-14,2.571527392190786e-07,1.967577551199143e-14,1.432257382525168e-07,2.248989123137832e-09,2.7505600813067613e-09,2185688.280700789,125859.23860599463,6.163350676205725,0.044
56,3.4112076427385483,2.181941972175934e-09,3.834122492307906e-07,5.232392926027345e-10,1.9667478535416575e-14,0.000962405796090835,1.9667478535416575e-14,1.9667478535416575e-14,0.0622802677777725,1.9667478535416575e-14,1.9667478535416575e-14,2.570443018031221e-07,1.9667478535416575e-14,1.4316534212762338e-07,2.2480407584819934e-09,2.7494002117733635e-09,2185688.2807124,125701.54825981517,6.160528894276106,0.044
57,3.520281850121095,2.182862445561313e-09,3.835739954071535e-07,5.234600261736392e-10,1.9675775452007487e-14,0.0009627534079399512,1.9675775452007487e-14,1.9675775452007487e-14,0.06249055873889235,1.9675775452007487e-14,1.9675775452007487e-14,2.571527384351179e-07,1.9675775452007487e-14,1.432257378158761e-07,2.2489891162815207e-09,2.7505600729213515e-09,2185688.280700633,125904.19876557012,6.164155213514486,0.044
58,3.3959882862789135,2.182829908140325e-09,3.8356827791057284e-07,5.234522235568154e-10,1.9675482167842723e-14,0.0009627528773691671,1.9675482167842723e-14,1.9675482167842723e-14,0.062250890798837895,1.9675482167842723e-14,1.9675482167842723e-14,2.5714890535487705e-07,1.9675482167842723e-14,1.4322360291445936e-07,2.248955593186274e-09,2.750519073484476e-09,2185688.2807007516,125673.2386262855,6.16002230894518,0.044
59,3.5132714872851776,2.1828631363875323e-09,3.835741167995819e-07,5.234601918368085e-10,1.9675781678942033e-14,0.0009627533979744808,1.9675781678942033e-14,1.9675781678942033e-14,0.06247704102497342,1.9675781678942033e-14,1.9675781678942033e-14,2.571528198180994e-07,1.9675781678942033e-14,1.4322578314355818e-07,2.2489898280353244e-09,2.7505609434109327e-09,2185688.2807006277,125891.17219276207,6.163922110164045,0.044
60,3.4325571451479333,2.1815499000178644e-09,3.8334335405855267e-07,5.231452719728307e-10,1.966394449516642e-14,0.0009622257340935371,1.966394449516642e-14,1.966394449516642e-14,0.062321513293704854,1.966394449516642e-14,1.966394449516642e-14,2.5699811362973683e-07,1.966394449516642e-14,1.4313961681257624e-07,2.2476368090631517e-09,2.7489061733029672e-09,2185688.2812021403,125741.29521409677,6.161240145022181,0.044
61,3.458790771932041,2.182892796450428e-09,3.8357932868494466e-07,5.234673044504922e-10,1.9676049027321506e-14,0.000962766138703039,1.9676049027321506e-14,1.9676049027321506e-14,0.06237199015595034,1.9676049027321506e-14,1.9676049027321506e-14,2.571563139303424e-07,1.9676049027321506e-14,1.4322772925079027e-07,2.2490203866070644e-09,2.7505983171744184e-09,2185688.280708429,125789.9381007419,6.162110581821652,0.044
62,3.418821220273262,2.182596290206921e-09,3.8352722641678917e-07,5.233962009477028e-10,1.9673376394293608e-14,0.0009626810651668714,1.9673376394293608e-14,1.9673376394293608e-14,0.06229493815930239,1.9673376394293608e-14,1.9673376394293608e-14,2.571213839270177e-07,1.9673376394293608e-14,1.4320827437145066e-07,2.248714898134388e-09,2.750224698471865e-09,2185688.2807066026,125715.68563438799,6.160781874802347,0.044
63,3.503576714326639,2.18417602148273e-09,3.83804817814435e-07,5.237750274636218e-10,1.9687615696417542e-14,0.0009632974471665374,1.9687615696417542e-14,1.9687615696417542e-14,0.06245823776409081,1.9687615696417542e-14,1.9687615696417542e-14,2.573074846244721e-07,1.9687615696417542e-14,1.4331192642611345e-07,2.250342485091674e-09,2.752215270888383e-09,2185688.2801832897,125873.05208327108,6.1635978598524614,0.044
64,3.402387737193917,2.1815281196176075e-09,3.833395267925859e-07,5.231400489369442e-10,1.9663748172092754e-14,0.0009622053845419454,1.9663748172092754e-14,1.9663748172092754e-14,0.06226338556404876,1.9663748172092754e-14,1.9663748172092754e-14,2.569955477834181e-07,1.9663748172092754e-14,1.4313818771936744e-07,2.2476143688570706e-09,2.748878728468117e-09,2185688.2813298013,125685.27942618927,6.16023777355772,0.044
