,Feed,S_A,S_F,S_I,S_N2,S_NH4,S_NO3,S_O2,S_PO4,X_AUT,X_H,X_I,X_PAO,X_PHA,X_PP,X_S,c_cost,o_cost,lcow,e_cost,byS_PO4
0,0.24009853751301174,0.11094162214270449,19.494733325390666,0.026604289495499,1.0000000000000012e-06,1.141759050626388,1.0000000000000012e-06,1.0000000000000012e-06,0.5825675988893265,1.0000000000000012e-06,1.0000000000000012e-06,13.069509715759708,1.0000000000000012e-06,7.279293167643016,0.1143024386391878,0.1397942398575564,2185688.2804560503,6852.344270645423,4.033787804328675,0.044,2854428.464705374
1,0.24381395372371553,0.11094162214270449,19.494733325390666,0.026604289495499,1.0000000000000012e-06,1.1417448129980265,1.0000000000000012e-06,1.0000000000000012e-06,0.5826422312105501,1.0000000000000012e-06,1.0000000000000012e-06,13.069509715759708,1.0000000000000012e-06,7.279293167643016,0.1143024386391878,0.1397942398575564,2185688.280631188,6844.806836180445,4.03365292640101,0.044,2854854.267189795
2,0.22402266636112086,0.11094162214270449,19.494733325390666,0.026604289495499,1.0000000000000012e-06,1.1417114258026664,1.0000000000000012e-06,1.0000000000000012e-06,0.5822467081256896,1.0000000000000012e-06,1.0000000000000012e-06,13.069509715759708,1.0000000000000012e-06,7.279293167643016,0.1143024386391878,0.1397942398575564,2185688.2807188625,6884.749232955241,4.0343676737634535,0.044,2853115.297702489
3,0.21040417572961412,0.11094162214270449,19.494733325390666,0.026604289495499,1.0000000000000012e-06,1.1417064663741594,1.0000000000000012e-06,1.0000000000000012e-06,0.5819746646967253,1.0000000000000012e-06,1.0000000000000012e-06,13.069509715759708,1.0000000000000012e-06,7.279293167643016,0.1143024386391878,0.1397942398575564,2185688.28095346,6912.221362632818,4.034859272822873,0.044,2851799.3040160057
4,0.24870820530716245,0.11094162214270449,19.494733325390666,0.026604289495499,1.0000000000000012e-06,1.1418213199932776,1.0000000000000012e-06,1.0000000000000012e-06,0.5827400105161427,1.0000000000000012e-06,1.0000000000000012e-06,13.069509715759708,1.0000000000000012e-06,7.279293167643016,0.1143024386391878,0.1397942398575564,2185688.2806738447,6834.932296432101,4.033476227023599,0.044,2855063.6748271985
5,0.21915186960637836,0.11094162214270449,19.494733325390666,0.026604289495499,1.0000000000000012e-06,1.1416370665587996,1.0000000000000012e-06,1.0000000000000012e-06,0.582150692163628,1.0000000000000012e-06,1.0000000000000012e-06,13.069509715759708,1.0000000000000012e-06,7.279293167643016,0.1143024386391878,0.1397942398575564,2185688.281248434,6894.443961267642,4.034541156538159,0.044,2852827.0832166066
6,0.20153020958779078,0.11094162214270449,19.494733325390666,0.026604289495499,1.0000000000000012e-06,1.1416822429112328,1.0000000000000012e-06,1.0000000000000012e-06,0.581797376674301,1.0000000000000012e-06,1.0000000000000012e-06,13.069509715759708,1.0000000000000012e-06,7.279293167643016,0.1143024386391878,0.1397942398575564,2185688.28102774,6930.1249112412215,4.035179647103831,0.044,2851014.788735901
7,0.1934165897387919,0.11094162214270449,19.494733325390666,0.026604289495499,1.0000000000000012e-06,1.1417194468560452,1.0000000000000012e-06,1.0000000000000012e-06,0.5816346987924331,1.0000000000000012e-06,1.0000000000000012e-06,13.069509715759708,1.0000000000000012e-06,7.279293167643016,0.1143024386391878,0.1397942398575564,2185688.2808519183,6946.553810904059,4.03547363290603,0.044,2850084.677713072
8,0.20306822334553792,0.11094162214270449,19.494733325390666,0.026604289495499,1.0000000000000012e-06,1.1417405116416437,1.0000000000000012e-06,1.0000000000000012e-06,0.5818274677891915,1.0000000000000012e-06,1.0000000000000012e-06,13.069509715759708,1.0000000000000012e-06,7.279293167643016,0.1143024386391878,0.1397942398575564,2185688.280708215,6927.08710392765,4.035125286642226,0.044,2850879.9275996597
9,0.2749164738341305,0.11094162214270449,19.494733325390666,0.026604289495499,1.0000000000000012e-06,1.1417325526361326,1.0000000000000012e-06,1.0000000000000012e-06,0.5832644427179129,1.0000000000000012e-06,1.0000000000000012e-06,13.069509715759708,1.0000000000000012e-06,7.279293167643016,0.1143024386391878,0.1397942398575564,2185688.280700538,6781.971350758966,4.032528520098826,0.044,2857966.984480043
