,Feed,S_A,S_F,S_I,S_N2,S_NH4,S_NO3,S_O2,S_PO4,X_AUT,X_H,X_I,X_PAO,X_PHA,X_PP,X_S,c_cost,o_cost,lcow,e_cost,byS_PO4
0,0.0020904497707270393,0.11094162214270449,19.494733325390666,0.026604289495499,1.0000000000000012e-06,1.1417330643738974,1.0000000000000012e-06,1.0000000000000012e-06,0.5823006261325169,1.0000000000000012e-06,1.0000000000000012e-06,13.069509715759708,1.0000000000000012e-06,7.279293167643016,0.1143024386391878,0.1397942398575564,2185688.2807062464,6879.304268452955,4.034270239098077,0.044,2853245.9535634546
1,0.0019922111582757625,0.11094162214270449,19.494733325390666,0.026604289495499,1.0000000000000012e-06,1.1417331454547743,1.0000000000000012e-06,1.0000000000000012e-06,0.5823000669399145,1.0000000000000012e-06,1.0000000000000012e-06,13.069509715759708,1.0000000000000012e-06,7.279293167643016,0.1143024386391878,0.1397942398575564,2185688.280705883,6879.360740743884,4.03427124963799,0.044,2853243.1796508403
2,0.0018390187801397252,0.11094162214270449,19.494733325390666,0.026604289495499,1.0000000000000012e-06,1.1417330813293765,1.0000000000000012e-06,1.0000000000000012e-06,0.582299196967515,1.0000000000000012e-06,1.0000000000000012e-06,13.069509715759708,1.0000000000000012e-06,7.279293167643016,0.1143024386391878,0.1397942398575564,2185688.2807054566,6879.448597917324,4.034272821792988,0.044,2853239.0921291783
3,0.0020919985354284536,0.11094162214270449,19.494733325390666,0.026604289495499,1.0000000000000012e-06,1.1417333604644995,1.0000000000000012e-06,1.0000000000000012e-06,0.5823006304645778,1.0000000000000012e-06,1.0000000000000012e-06,13.069509715759708,1.0000000000000012e-06,7.279293167643016,0.1143024386391878,0.1397942398575564,2185688.280703035,6879.30384089409,4.0342702314414,0.044,2853244.797024916
4,0.0019648001548797484,0.11094162214270449,19.494733325390666,0.026604289495499,1.0000000000000012e-06,1.1417330915013446,1.0000000000000012e-06,1.0000000000000012e-06,0.5822999116351233,1.0000000000000012e-06,1.0000000000000012e-06,13.069509715759708,1.0000000000000012e-06,7.279293167643016,0.1143024386391878,0.1397942398575564,2185688.280705288,6879.376426331907,4.03427153032189,0.044,2853242.3018963225
5,0.0021749823015445773,0.11094162214270449,19.494733325390666,0.026604289495499,1.0000000000000012e-06,1.1417333227614221,1.0000000000000012e-06,1.0000000000000012e-06,0.5823011027524253,1.0000000000000012e-06,1.0000000000000012e-06,13.069509715759708,1.0000000000000012e-06,7.279293167643016,0.1143024386391878,0.1397942398575564,2185688.280703285,6879.256145194748,4.034269377953559,0.044,2853247.1922040153
6,0.002118521536092341,0.11094162214270449,19.494733325390666,0.026604289495499,1.0000000000000012e-06,1.1417331395978603,1.0000000000000012e-06,1.0000000000000012e-06,0.5823007847297015,1.0000000000000012e-06,1.0000000000000012e-06,13.069509715759708,1.0000000000000012e-06,7.279293167643016,0.1143024386391878,0.1397942398575564,2185688.280704847,6879.288256509046,4.03426995257065,0.044,2853246.3557470622
7,0.0019980371961085663,0.11094162214270449,19.494733325390666,0.026604289495499,1.0000000000000012e-06,1.1417330887060664,1.0000000000000012e-06,1.0000000000000012e-06,0.5823001005808413,1.0000000000000012e-06,1.0000000000000012e-06,13.069509715759708,1.0000000000000012e-06,7.279293167643016,0.1143024386391878,0.1397942398575564,2185688.28070525,6879.357345378674,4.034271188878665,0.044,2853243.3262470583
8,0.0020545311203406962,0.11094162214270449,19.494733325390666,0.026604289495499,1.0000000000000012e-06,1.141733216806426,1.0000000000000012e-06,1.0000000000000012e-06,0.5823004197852402,1.0000000000000012e-06,1.0000000000000012e-06,13.069509715759708,1.0000000000000012e-06,7.279293167643016,0.1143024386391878,0.1397942398575564,2185688.2807041924,6879.32511317111,4.034270612099159,0.044,2853244.3653627476
9,0.0021084125624616958,0.11094162214270449,19.494733325390666,0.026604289495499,1.0000000000000012e-06,1.1417332177075,1.0000000000000012e-06,1.0000000000000012e-06,0.5823007260764312,1.0000000000000012e-06,1.0000000000000012e-06,13.069509715759708,1.0000000000000012e-06,7.279293167643016,0.1143024386391878,0.1397942398575564,2185688.2807042026,6879.294181721697,4.034270058597915,0.044,2853245.7927838457
