,Feedg,ch4,co2,flow
30,0.22822836387545603,1.6043530083268251,0.1550731673379593,0.009741819180268575
31,0.1769900864698918,1.624164182780564,0.15036122929440376,0.008472055846309688
32,0.19469795367768547,1.6128612518970644,0.1527848260872607,0.008858920561110026
33,0.24668872269145026,1.6085871671781597,0.15475715798031214,0.01035208843732576
34,0.23323905464010355,1.6033040202791013,0.1553739815029212,0.009874689452174963
35,0.158967875412217,1.6291618379521169,0.14903754465574964,0.00798122028091928
36,0.1939433738467095,1.6214822320179174,0.15123866453296925,0.008948330437026147
37,0.15369050870666026,1.6219241163075355,0.1501907513999118,0.007722715929559216
38,0.151268149475887,1.6327797032872406,0.14820416749748438,0.007784625575473511
39,0.1965913711909083,1.610914551590166,0.15317297497901416,0.008888362194893964
40,0.14908082650426258,1.6330923210106256,0.14809550547799083,0.007721187189558089
41,0.16648825421555125,1.6292758239161824,0.14919539080554717,0.008208649049935622
42,0.22197223969379537,1.6052956482968217,0.1547614356703369,0.009569657888251341
43,0.22598978125668598,1.6116377762964131,0.15373823440752468,0.00978132113707247
44,0.2246684758862536,1.6040993554493543,0.15502405849431128,0.00961851840241902
45,0.20762156490860123,1.6088830649736394,0.1537926945103269,0.009192345561854358
46,0.20976917373042497,1.6142871256788502,0.1529368045850513,0.009392824141892343
47,0.19997152633872806,1.619957466949694,0.15166171132039655,0.009122907263743173
48,0.13799297975499697,1.626729854168667,0.14895189480104906,0.007294885725456004
49,0.19337321119745124,1.6100126656701552,0.15325592781190273,0.008778775469573879
50,0.21489629890493736,1.6143232495345317,0.1530045677675341,0.009487821368071471
51,0.16158998711104897,1.6284082882677946,0.14923459391796196,0.008051960172308218
52,0.1643156306121855,1.6192526024930658,0.15101171309308378,0.008128642345519011
53,0.17801588786659958,1.624517980026915,0.15034136676641913,0.00853110992598635
54,0.21553085219979068,1.611432409807043,0.15352764603612262,0.009463660819678643
55,0.1917353221704648,1.6121652835825233,0.152836650534088,0.008758858097661238
56,0.20788048073052123,1.6169435838164117,0.15237674699075632,0.009313862106707878
57,0.21047408001435655,1.61764303431526,0.15231105836638356,0.009397267133849337
58,0.28459233185625116,1.5953599120380009,0.15793996244669153,0.01125158264678245
59,0.1835448414854321,1.6139952324397953,0.1523174965875641,0.008535066219067584
60,0.17081324029223416,1.6267841107072232,0.14974576292479175,0.008314256051576843
61,0.1645388235608105,1.6298421540593346,0.14904573724243123,0.008153474417589587
62,0.16453134825224863,1.6196383562406258,0.15084807093793315,0.008012773100869069
63,0.13912675107435737,1.63639161475074,0.14726376930668328,0.007451185220215698
64,0.23211061502450453,1.6032607581352007,0.15535414604909142,0.0098390228646335
65,0.1525883227064237,1.6310237591609205,0.14855053146962674,0.0078063352419790065
66,0.16646092854249606,1.628397367781463,0.1493517315095789,0.008198023885775105
67,0.23544005781680732,1.6153684338162413,0.15329814035299344,0.010112472919702718
68,0.1887883949145371,1.6220995405795697,0.15100257215500673,0.008795226332869199
69,0.3190039646411943,1.5912430762876193,0.15943019478777465,0.012173746265250987
70,0.16447741491540274,1.6281784402066635,0.1493452078293795,0.008137639880485518
71,0.20853698708110488,1.6083677213350747,0.15390514150248344,0.009212493008703615
72,0.15055425252293475,1.6323394788990864,0.14826600180415664,0.007758374824226675
73,0.24783165545388464,1.615710945386103,0.15350300838156558,0.01045635785094976
74,0.25494222562700863,1.5999489242586933,0.15647065376444869,0.010472041232546716
75,0.20434507499379037,1.6180501330014294,0.15209934894214502,0.009224796963708157
76,0.20093611553281235,1.6134195210460025,0.15283607195694576,0.009057337204891082
77,0.20486272741578065,1.6078031457972901,0.15391816232995068,0.009094279580740477
78,0.22787542948839126,1.6023970390640674,0.15540921731688043,0.009702663254981038
79,0.24019624636999554,1.6075766206820525,0.15478558777811063,0.010146298789672154
80,0.18662472550684642,1.6137186691080259,0.152440309462291,0.008625252431545603
81,0.15313218248068977,1.6319596797175588,0.14839568872824654,0.007832507214848532
82,0.1561266224405299,1.6188876071213971,0.15078763167120743,0.007757617046776344
83,0.13027208099975138,1.6430506273459244,0.14584220637358716,0.00723218676993405
84,0.15652202450704777,1.6201686745069523,0.15057071012225137,0.007787127010940213
85,0.18805534320694542,1.6182813101166034,0.15167034014552458,0.008733990875195562
86,0.23782358201823434,1.6023795077831384,0.1556428744360715,0.009996658573060374
87,0.18011821066546635,1.623170904801841,0.1506129448010092,0.008555257308954787
88,0.19337491017224073,1.6154161099780981,0.1523032245743032,0.0088556571372316
89,0.1858778404235631,1.622342721841403,0.1508967360515188,0.008718618630035889
90,0.15757425209277087,1.6319792440868715,0.14849598619311857,0.007964356114774643
91,0.22611161083400855,1.6044549233636733,0.15500606307052428,0.009680595451711013
92,0.18764303343947103,1.6215650999878122,0.15107770952788369,0.008763341782295313
93,0.20091872764904428,1.6102498121203705,0.1533929557035367,0.009009685406013157
94,0.22594104177034197,1.6125130487482893,0.15358427427297994,0.009794276410246496
95,0.21505648776213798,1.6079030220132609,0.15414080738496544,0.00940172187962434
96,0.2096439359558738,1.6082545995239077,0.15395079602269718,0.009243626255024135
97,0.16814291726378727,1.626975295756613,0.14964828537390376,0.008236001399780896
98,0.21546711667927132,1.6069677838839644,0.1543148701498689,0.009400072242495491
99,0.18260489712672093,1.6229779934399766,0.15070645465735136,0.008628137479244812
100,0.25338223717736497,1.6002974782621713,0.15636786523176385,0.010424176196547999
101,0.1805312102747864,1.61844260931571,0.1514607239342004,0.00850598009282968
102,0.16221814750129565,1.629602155906586,0.14903527395242697,0.008083086471720477
103,0.25919512077329626,1.5989114824871797,0.1567430218545381,0.010571602755692067
104,0.14951257089170636,1.6314406003918047,0.14840175490811572,0.00771681653129437
105,0.16457095183778003,1.627749016595794,0.14942454447055745,0.008136141834911596
106,0.21609440861905377,1.6050743955567737,0.15466206944462485,0.009390118152598069
107,0.1845400997696473,1.6210457468180757,0.15109605709065566,0.008662850533450334
108,0.1641986342627052,1.6297617793794004,0.14905247411004416,0.008142897503746886
109,0.188682079150385,1.6120578611771101,0.15278235999920622,0.008664215057207781
110,0.255305873191598,1.599452206708319,0.15655966404466382,0.010466767348688693
111,0.1750976932954267,1.6213224113643434,0.15082092582291357,0.008379146880768544
112,0.19377100857273113,1.6208038775933908,0.1513571136111655,0.008937205879595213
113,0.17638186486141022,1.630584264481719,0.14918443542980503,0.008506326934382125
114,0.1894823252903326,1.613349936054707,0.15257415957116144,0.008707524671697017
115,0.13436207236004352,1.6382524743844695,0.14681286884027256,0.007322057792512612
116,0.2239490172998287,1.6048036149686091,0.15489493461460352,0.00962224850987487
117,0.22541440001549637,1.6036814790489555,0.15512492718479523,0.009647234325177778
118,0.19338515177078222,1.6204070976610858,0.15142013808486865,0.008922736108861174
119,0.2063891302616408,1.6090799658924033,0.1537287241859406,0.009157897495077817
120,0.19408665503656242,1.6202579232183987,0.1514630256613725,0.008941717488568719
121,0.17085416039787005,1.6276651447685608,0.14958674311656303,0.008322096709847538
122,0.19476991629934792,1.6107319266513909,0.1531616749802895,0.008830426216810815
123,0.2336771796538096,1.6015578955656717,0.1556913802013785,0.009861926990972887
124,0.2113415602402604,1.6154611993904737,0.15271955014904487,0.009396499383217323
125,0.22347413713692232,1.604970748992273,0.15485367850808976,0.009609600156040532
126,0.30157951864027344,1.5920512201648012,0.15890171711156245,0.011689493616403415
127,0.18558410182914034,1.6135547556036314,0.15244424933570794,0.008591194422611817
128,0.23492650710543247,1.606161595547605,0.15491188441119744,0.00996876434666425
129,0.26029762590717537,1.598938388835895,0.15676343234457843,0.010604165287035417
130,0.24523785672105183,1.6017541716349744,0.15592413467688115,0.010206134131179706
131,0.12595535567697083,1.6401534233904544,0.14626735846384384,0.007082806017548001
132,0.28748287469606865,1.605875503347735,0.15615783622098292,0.011494657452004677
133,0.17291215018879935,1.631463469766738,0.1489442668724276,0.008410636475367191
134,0.18931687671017444,1.6125664238016078,0.1527078764921525,0.00869075163252922
135,0.2949968841262713,1.6041936182457281,0.15662430106881023,0.011688575321072765
136,0.2052657790150296,1.6237153610110524,0.1510941604073788,0.009297456153230249
137,0.18044827499216673,1.604113451826074,0.1539874337374021,0.00830272498333672
138,0.200739382979008,1.6186562554007302,0.15190380359558475,0.00912050718285846
139,0.24121841868517915,1.6019236037583415,0.1558013281879998,0.010089841805050489
140,0.14506647019133673,1.6333546856220706,0.14795158892511193,0.007601152088377889
141,0.2413984313526104,1.5944317881319425,0.1571188782533926,0.00997853578971699
142,0.18877576137213745,1.6246325311943965,0.15055301654705705,0.008827508721431872
143,0.18046789857351955,1.6163572013367264,0.1518276953733268,0.008475430650463536
144,0.2058873511382539,1.6176085628352297,0.15221074080367727,0.00926122168348727
145,0.17349579069558496,1.6172518970562646,0.15149996794842974,0.008272242680283622
146,0.21260607432284154,1.6153057845549583,0.1527783288878787,0.009434271025804837
147,0.17564739150965783,1.6229086321114417,0.15055122699896978,0.008414355104452813
148,0.1745156046702567,1.61575159611955,0.15178185129404884,0.008272974868435826
149,0.21188841945779827,1.6061348276299665,0.1543777662397894,0.009281219257409183
150,0.23142601739981938,1.6185727356410495,0.1526174830493906,0.01001049958109964
151,0.1564979255379766,1.6203869079569007,0.15053797967734067,0.0077975079826497805
152,0.2606930167757576,1.6087582076829403,0.15504849043009697,0.010765745961376881
153,0.21834346574500726,1.606030186939724,0.15454706434951498,0.009471947122644247
154,0.2691456045635732,1.6028112344098306,0.156287590982533,0.010924550758495638
155,0.2033361237869062,1.6241792966783368,0.1509653771590709,0.009244216411626354
156,0.19995031004669486,1.6173689614076605,0.15209729474226558,0.009059556104587179
157,0.21551277482185585,1.6067456917155716,0.1543554974264835,0.009398778748590506
158,0.21624811578011913,1.6019325984941777,0.1552171278953289,0.009346757846846966
159,0.2445851409948602,1.6010287187297805,0.1560363695632526,0.010175743555633563
160,0.19957690772356876,1.6166091107525382,0.15224163817647268,0.00906193850526824
161,0.13708012600717395,1.6389620480247955,0.14674778957532392,0.007408102646301109
162,0.2332472620951268,1.605943308801023,0.1549906019285368,0.010017012825294413
163,0.2768540257237519,1.6058966655813152,0.15593814555426405,0.011218031397214443
164,0.1940496553633624,1.615841411462532,0.15223814744812347,0.008874315788717405
165,0.20182713038039876,1.6095977988001657,0.153529565586638,0.009027959269901326
166,0.2190077965972679,1.6139547907279137,0.15316734841221688,0.009607277615802032
167,0.188446056862565,1.6138516151970617,0.15246153543576965,0.008683927208090466
168,0.1418616120783519,1.6357422460192457,0.14744569806944613,0.0075273939016346995
169,0.17645542370726186,1.6267469293969608,0.14988499127413335,0.008482254981401031
170,0.1884402741290308,1.612167963104015,0.15275714669991192,0.008658406141903423
171,0.2318449573538718,1.5966602464776125,0.1565212191040619,0.009749037711461338
172,0.22358751746867234,1.6050140715531402,0.15485391760613837,0.009620263785067338
173,0.18365640952264653,1.6227868552030178,0.15076503378638945,0.008657046569168249
174,0.25487244951201093,1.5976227278045845,0.15687041103096322,0.01042549285566277
175,0.20944344493737513,1.6163517032072998,0.1525190759034881,0.009353806095636265
176,0.1485996127380239,1.6349020788370627,0.14775570924558784,0.00772059592397826
177,0.1800403441308269,1.6133859287758985,0.1523403697332792,0.008418972377327536
178,0.21588731362570168,1.6032487334783334,0.15499315045714107,0.00937580709991852
179,0.17674077484788833,1.6251784040735089,0.15017560389831397,0.008477825741927496
180,0.1253788915987708,1.6304775308329187,0.14797278325493884,0.006945214184061246
181,0.22161790092142136,1.6053168276158538,0.1547498028675769,0.009559889067955452
182,0.12294454246545543,1.6417242046560976,0.14591156015593987,0.007005310704984366
183,0.13742067571613692,1.6262364261352649,0.14902544694672742,0.007270881549628464
184,0.20957689309862576,1.6072747627843165,0.154122370685281,0.00922815763687043
185,0.14769314902227793,1.6334119567010688,0.14800582456181857,0.007683483397163389
186,0.1982707368967651,1.6208002269123907,0.15146133863827108,0.009068984610137148
187,0.21592319618387382,1.6063979816534826,0.1544257400687345,0.009405210387323976
188,0.19059067791261364,1.6210633637874146,0.15123681812211157,0.008846058173245777
