,Feedg,ch4,co2,flow
0,0.17904606955895463,1.6272366615817462,0.14984257058226416,0.00854503363313986
1,0.2272665477852554,1.5893196455412788,0.15769589137968765,0.00949183058099735
2,0.16845674521880558,1.6277787363926666,0.14951378429317744,0.008256498388224466
3,0.18265302697077376,1.6243855097698354,0.15045303013675831,0.00864146606426762
4,0.2135834492282368,1.6068490137014304,0.15429140327407287,0.009341793597944808
5,0.17284362125577898,1.625673438985853,0.14999290444461072,0.00836364711113526
6,0.15067013727861117,1.6338781066811063,0.14799017772193584,0.007774434408130537
7,0.23254274849662718,1.611165829100043,0.1540118115997127,0.010017564923966831
8,0.3355955874626826,1.5984861938269177,0.15854333736783682,0.012780153802220617
9,0.19171363209120829,1.6125461966526955,0.15276927488845815,0.008764003041552162
10,0.2709343851766947,1.5974516225743343,0.15726633755081482,0.01089102577071231
11,0.2057614112905429,1.6090188946189208,0.15372489742656686,0.0091384441802145
12,0.16965554189013465,1.6266427838082873,0.14974350556741767,0.008277740663174356
13,0.19215762823136,1.6118415196337117,0.15290360874839048,0.008766809584902233
14,0.18170362748621324,1.6236843536994876,0.1505589583429761,0.008609001955409727
15,0.21492475380761233,1.6069478022913333,0.15430539449454242,0.009383222963754788
16,0.2425221316828724,1.606747300269778,0.1549861724142181,0.010203898107899158
17,0.199176291853795,1.6105859844960153,0.15329236243025174,0.00896188328506831
18,0.23978526208372258,1.604491942910414,0.15531814774612213,0.010087777171322775
19,0.2518437037882527,1.600680139227718,0.15626440585397905,0.01038363607177727
20,0.1904782031539105,1.6146392127274716,0.1523708837078595,0.008756435701348868
21,0.17917924790445494,1.6241582630764573,0.1504136637210271,0.008537273045854771
22,0.2381647252735982,1.6141757526368523,0.15356668759967956,0.010169851877546052
23,0.17665586350679557,1.6149628318058782,0.15198044630502178,0.00833735924208664
24,0.2582660036701495,1.5992556156742468,0.15666136308074036,0.010549687179131732
25,0.2621430878307592,1.5961562511160587,0.15729218857562188,0.010613254750719819
26,0.15815642530231738,1.6287943209948348,0.14908400337512887,0.00795274201847431
27,0.22920309514600146,1.6039188724851923,0.15517196946014278,0.009764020018436974
28,0.1985191891398863,1.6188998651494084,0.1518090400827709,0.009058015986205467
29,0.17809599478455646,1.6213239592612407,0.1508909898714089,0.008468521625784042
