,Feedt,S_It,S_St,X_It,X_St,X_BHt,X_BA,X_P
46,0.20976917373042497,0.03000000000000006,0.0009600337956858461,0.0036624826723290573,0.00018848297147820784,0.009008501661282671,0.00045134583951363913,0.0013254330040791181
47,0.19997152633872806,0.03000000000105497,0.0009399633621130649,0.0036624826815557345,0.00017859511916828338,0.008737568938248357,0.0004535626505293059,0.0012860282397660588
48,0.13799297975499697,0.029999999999881233,0.0008535302615112345,0.00366248267230609,0.00012882641675627946,0.007012815483495879,0.0004887784907556584,0.0010360368339785442
49,0.19337321119745124,0.029999999999894406,0.0009288769960824192,0.003662482672306555,0.00017254778011051075,0.008553572570873757,0.00046024124489755364,0.0012595738191894617
50,0.21489629890493736,0.030000000000000016,0.0009717602816529362,0.0036624826723289936,0.00019404568070066072,0.00915053923718578,0.0004483452723747031,0.0013459736793100866
51,0.16158998711104897,0.03000000000000006,0.0008836851399846342,0.003662482672329092,0.0001464050998784226,0.007669647333940583,0.0004772140091405388,0.0011313672578542767
52,0.1643156306121855,0.030000000000000047,0.0008872037017294088,0.003662482672329053,0.00014850483808897882,0.007745500632070373,0.00047581898128397604,0.0011423746932434004
53,0.17801588786659958,0.030000000000023834,0.0009055545281689244,0.0036624826722955668,0.00015938502071569663,0.008126653993963966,0.0004687514019792867,0.001197671468819667
54,0.21553085219979068,0.029999999999950244,0.0009725532840512321,0.0036624826702483008,0.00019458713046646578,0.009167770574782075,0.00044878228673858177,0.0013484856536232319
55,0.1917353221704648,0.029999999999901623,0.0009261726103543342,0.003662482672308588,0.0001710768797695334,0.008508069279221979,0.0004611649034603504,0.0012529792329050654
56,0.20788048073052123,0.030000000000000016,0.0009559741696952973,0.003662482672329071,0.0001865106915133353,0.008956147385344811,0.00045243340842976274,0.0013178585099516559
57,0.21047408001435655,0.03000000000000002,0.0009615842523290379,0.0036624826723290157,0.00018922943239859017,0.009028037315841666,0.0004509372399489183,0.0013282589305777357
58,0.28459233185625116,0.030000000000000054,0.0011972380215217212,0.0036624826723292265,0.0002965475580995864,0.01107064709444716,0.00039961679493199934,0.0016225065418964783
59,0.1835448414854321,0.029999999999909238,0.0009135041398161136,0.0036624826723114373,0.00016398024618314346,0.008280427126148703,0.00046564653064768883,0.001219978079866593
60,0.17081324029223416,0.030000000000000082,0.000895734514919205,0.0036624826723290933,0.00015358990745333902,0.007926296764724746,0.00047247059731164666,0.0011686072737705276
61,0.1645388235608105,0.029999999999999978,0.0008874931145002143,0.003662482672329026,0.00014867759412209026,0.007751711702556842,0.00047570424811004957,0.0011432759762012757
62,0.16453134825224863,0.02999999999977177,0.000887499026917199,0.0036624826722769857,0.00014867647793849812,0.007751582441720574,0.0004753004028016287,0.0011432740022794257
63,0.13912675107435737,0.030000000000000037,0.0008549822942048272,0.003662482672329158,0.0001296480607837892,0.007044322436723814,0.0004885419562503157,0.0010405981708766425
