,Feed,S_I,S_S,X_I,X_S,X_BH,X_BA,X_P
119,0.2063891302616408,0.6060394617266429,0.7217277540405316,1.2794038139805193,2.069616937727885,9.999985017778608e-07,9.999985017778608e-07,9.999985017778608e-07
120,0.19408665503656242,0.5898898330963501,0.6686579877565828,1.245838288850865,2.0121849391707753,1.000000000012559e-06,1.000000000012559e-06,1.000000000012559e-06
121,0.17085416039787005,0.5592859798422611,0.6602975521153062,1.1822332202745707,1.899323856621739,1.000000000012559e-06,1.000000000012559e-06,1.000000000012559e-06
122,0.19476991629934792,0.5907544798808804,0.7257169439398458,1.247638349337301,2.0128930791163957,9.9999908516282e-07,9.9999908516282e-07,9.9999908516282e-07
123,0.2336771796538096,0.6418546781066695,0.7400441775660416,1.3538253160868403,2.201321275495152,1.0000000000016527e-06,1.0000000000016527e-06,1.0000000000016527e-06
124,0.2113415602402604,0.6125814516711287,0.676174215828543,1.2929956175454909,2.0958087198261386,1.0000000000125591e-06,1.0000000000125591e-06,1.0000000000125591e-06
125,0.22347413713692232,0.6284782742610833,0.7285089599269006,1.3260318621825573,2.1523369643158583,9.9999892413895e-07,9.9999892413895e-07,9.9999892413895e-07
126,0.30157951864027344,0.7306479519813662,0.7480377257910928,1.5382838035075577,2.5294698205818795,9.999984545090023e-07,9.999984545090023e-07,9.999984545090023e-07
127,0.18558410182914034,0.578665210043113,0.7202526770922179,1.222512737604177,1.9684047689298771,9.999992586147213e-07,9.999992586147213e-07,9.999992586147213e-07
128,0.23492650710543247,0.6435082106366641,0.708081336774332,1.3572596796675052,2.208834004631927,1.0000000000016527e-06,1.0000000000016527e-06,1.0000000000016527e-06
129,0.26029762590717537,0.676698305051046,0.7322701792977943,1.426216373806136,2.33056838465141,9.999989858572109e-07,9.999989858572109e-07,9.999989858572109e-07
130,0.24523785672105183,0.6569977028201047,0.7271614389286366,1.385287598980864,2.2579070836916695,9.9999928777897e-07,9.9999928777897e-07,9.9999928777897e-07
131,0.12595535567697083,0.5000708639964628,0.6646636831120796,1.059158966149192,1.680047646923232,1.000000000001653e-06,1.000000000001653e-06,1.000000000001653e-06
132,0.28748287469606865,0.7122687813535211,0.6621920292084003,1.5001051934791432,2.465222825080432,9.999972275086837e-07,9.999972275086837e-07,9.999972275086837e-07
133,0.17291215018879935,0.562007477360013,0.6429817101398226,1.1878888309614692,1.910148652891192,1.000000000001653e-06,1.000000000001653e-06,1.000000000001653e-06
134,0.18931687671017444,0.58357633494358,0.7214256006111482,1.2327201174669105,1.9865233591523683,9.999990597315646e-07,9.999990597315646e-07,9.999990597315646e-07
135,0.2949968841262713,0.722101840434427,0.6669968112300539,1.5205285036820007,2.5013908754273535,1.0000000000038696e-06,1.0000000000038696e-06,1.0000000000038696e-06
136,0.2052657790150296,0.6046121113572938,0.6423111475018703,1.2764331327097602,2.0678030080793173,1.0000000000125591e-06,1.0000000000125591e-06,1.0000000000125591e-06
137,0.18044827499216673,0.5718637725370324,0.7836960838105306,1.2083794550677862,1.940471796029747,1.0000000000125591e-06,1.0000000000125591e-06,1.0000000000125591e-06
138,0.200739382979008,0.5986445880150117,0.6699623697409985,1.2640326872604721,2.0445179479056046,1.0000000000125591e-06,1.0000000000125591e-06,1.0000000000125591e-06
139,0.24121841868517915,0.6517324053320482,0.730115970086405,1.3743485636324757,2.2382985444554158,9.999989115109118e-07,9.999989115109118e-07,9.999989115109118e-07
140,0.14506647019133673,0.5252779303506492,0.6672267622212225,1.1115507388832127,1.7731985223722895,1.0000000000125591e-06,1.0000000000125591e-06,1.0000000000125591e-06
141,0.2413984313526104,0.6519478908013665,0.7808470116620222,1.3747975618419814,2.236881199334997,1.0000000000000002e-06,1.0000000000000002e-06,1.0000000000000002e-06
142,0.18877576137213745,0.5829044638120193,0.6533319756161645,1.2313201806776384,1.9870101340901898,1.0000000000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06
143,0.18046789857351955,0.5719313372530256,0.7097725156713406,1.208516795457292,1.9439487468430297,9.999999650658737e-07,9.999999650658737e-07,9.999999650658737e-07
144,0.2058873511382539,0.6054154904927694,0.6699317100198476,1.2781037509212934,2.0695694975349492,1.0000000000125591e-06,1.0000000000125591e-06,1.0000000000125591e-06
145,0.17349579069558496,0.5627329641303509,0.7146435522843209,1.189400593993525,1.9097044887693748,9.999988948658769e-07,9.999988948658769e-07,9.999988948658769e-07
146,0.21260607432284154,0.6142434319182686,0.6749930871052825,1.2964492701498755,2.10200905410633,1.0000000000125591e-06,1.0000000000125591e-06,1.0000000000125591e-06
147,0.17564739150965783,0.5655947454561884,0.6784573191300731,1.1953458801535857,1.9218719996368763,1.000000000012559e-06,1.000000000012559e-06,1.000000000012559e-06
148,0.1745156046702567,0.5640598951655058,0.7251589456458946,1.192160082001289,1.914154801454514,9.9999712690554e-07,9.9999712690554e-07,9.9999712690554e-07
149,0.21188841945779827,0.6132655192911243,0.7337212068978581,1.294420183377502,2.0958274404595683,9.99999091268289e-07,9.99999091268289e-07,9.99999091268289e-07
150,0.23142601739981938,0.6389540332373149,0.6420976582710838,1.3477946349029497,2.1948656646058966,1.0000000000000002e-06,1.0000000000000002e-06,1.0000000000000002e-06
151,0.1564979255379766,0.5403279677530521,0.7189791548824103,1.1428332014315103,1.8266217441347365,9.999999999965532e-07,9.999999999965532e-07,9.999999999965532e-07
152,0.2606930167757576,0.6772579018715137,0.6647456472232128,1.427375474584745,2.335586302666898,1.000000000001653e-06,1.000000000001653e-06,1.000000000001653e-06
153,0.21834346574500726,0.6217461731381365,0.7273885753976865,1.312043140983019,2.127479435245624,9.999983073748962e-07,9.999983073748962e-07,9.999983073748962e-07
154,0.2691456045635732,0.6882971889953841,0.6968807976257458,1.4503095934289703,2.375024215437883,1.0000000000016527e-06,1.0000000000016527e-06,1.0000000000016527e-06
