"fs.unit.process_flow.properties_in[0.0].flow_mol_phase_comp[Liq,H2O]","fs.unit.process_flow.properties_in[0.0].flow_mol_phase_comp[Liq,PFOA]",fs.unit.process_flow.properties_in[0.0].temperature,fs.unit.process_flow.properties_in[0.0].pressure,"fs.unit.process_flow.properties_out[0.0].flow_mol_phase_comp[Liq,H2O]","fs.unit.process_flow.properties_out[0.0].flow_mol_phase_comp[Liq,PFOA]",fs.unit.process_flow.properties_out[0.0].temperature,fs.unit.process_flow.properties_out[0.0].pressure,"fs.unit.regeneration_stream[0.0].flow_mol_phase_comp[Liq,H2O]","fs.unit.regeneration_stream[0.0].flow_mol_phase_comp[Liq,PFOA]",fs.unit.regeneration_stream[0.0].temperature,fs.unit.regeneration_stream[0.0].pressure,fs.unit.resin_diam,fs.unit.resin_density,fs.unit.bed_volume,fs.unit.bed_volume_total,fs.unit.bed_depth,fs.unit.bed_porosity,fs.unit.column_height,fs.unit.bed_diameter,fs.unit.bed_depth_to_diam_ratio,fs.unit.number_columns,fs.unit.number_columns_redundant,fs.unit.breakthrough_time,fs.unit.bv,fs.unit.ebct,fs.unit.loading_rate,fs.unit.service_flow_rate,fs.unit.N_Re,fs.unit.N_Pe_particle,fs.unit.N_Pe_bed,fs.unit.c_norm[PFOA],fs.unit.freundlich_n,fs.unit.mass_transfer_coeff,fs.unit.bv_50,"fs.unit.process_flow.mass_transfer_term[0.0,Liq,H2O]","fs.unit.process_flow.mass_transfer_term[0.0,Liq,PFOA]",fs.unit.process_flow.properties_in[0.0].flow_vol_phase[Liq],fs.unit.process_flow.properties_in[0.0].dens_mass_phase[Liq],fs.unit.process_flow.properties_in[0.0].visc_k_phase[Liq],fs.unit.regeneration_stream[0.0].flow_vol_phase[Liq],fs.unit.regeneration_stream[0.0].dens_mass_phase[Liq],fs.unit.flow_per_column,fs.unit.pressure_drop,fs.unit.bed_area,fs.unit.rinse_time,fs.unit.regeneration_time,fs.unit.waste_time,fs.unit.cycle_time,fs.unit.frac_waste_time,fs.unit.backwash_flow_rate,fs.unit.bed_expansion_frac,fs.unit.rinse_flow_rate,fs.unit.regen_flow_rate,fs.unit.backwash_pump_power,fs.unit.rinse_pump_power,fs.unit.regen_pump_power,fs.unit.regen_tank_vol,fs.unit.total_residuals_vol,fs.unit.bed_expansion_h,fs.unit.free_board,fs.unit.main_pump_power,fs.unit.column_volume,fs.unit.column_volume_total,fs.unit.t_contact,fs.unit.vel_inter,fs.unit.number_columns_total,fs.unit.underdrain_h,fs.unit.distributor_h,fs.unit.Pe_p_A,fs.unit.Pe_p_exp,fs.unit.Sh_A,fs.unit.Sh_exp_A,fs.unit.Sh_exp_B,fs.unit.Sh_exp_C,fs.unit.p_drop_A,fs.unit.p_drop_B,fs.unit.p_drop_C,fs.unit.pump_efficiency,fs.unit.bed_expansion_frac_A,fs.unit.bed_expansion_frac_B,fs.unit.bed_expansion_frac_C,fs.unit.regen_dose,fs.unit.regen_soln_conc,fs.unit.regen_soln_conc_sat,fs.unit.regen_soln_dens,fs.unit.regen_recycle,fs.unit.regen_rate,fs.unit.num_regen_columns,fs.unit.rinse_bed_volumes,fs.unit.backwash_loading_rate,fs.unit.backwash_time,fs.unit.redundant_column_freq,flag,filtered_x,filtered_y,all_bvs,all_cbs,all_cnorms,keep_cbs,keep_bvs,excl_cbs,excl_bvs,keep_cnorms,excl_cnorms,c0,R^2,MAE,MSE,MAPE (%),RMSE,SS Residual,SS Total,n,species,resin,curve_id,"fs.unit.process_flow.properties_in[0.0].flow_mol_phase_comp[Liq,PFBS]","fs.unit.process_flow.properties_out[0.0].flow_mol_phase_comp[Liq,PFBS]","fs.unit.regeneration_stream[0.0].flow_mol_phase_comp[Liq,PFBS]",fs.unit.c_norm[PFBS],"fs.unit.process_flow.mass_transfer_term[0.0,Liq,PFBS]"
0.7003011800399999,4.81476611741976e-13,298,101325,0.7003011800399999,2.1585310972052833e-10,298.0,101325.0,0.00011543959250503575,2.163249567987141e-10,298.0,101325.0,0.000675,700,0.001565593341977757,0.001565593341977757,0.7365999999999999,0.4,2.6171158031,0.052020998230179916,14.15966677034395,1,1.0000000033333334,12146928.089919247,97801.35338099231,124.19999999999999,0.005930756843800322,28.985507246376816,4.003260869565218,0.09730354708839231,106.18339671897742,0.01,2.0,0.2,120000.0,0,-4.766618456440826e-13,1.260542124091936e-05,1000.0,1e-06,2.0779128624620123e-09,1000.0,1.260542124091936e-05,3.447377874594318,0.0021254321451563743,1242.0,4205.607476635514,6047.607476635514,12152975.697395882,0.000497623596658009,8.678847926055195e-06,1.1953785,1.2605421240919366e-05,1.043728894651838e-06,1.273059157936315e-08,3.827491329534243e-08,1.0731284265014748e-08,0.0012625752757885137,0.025252755979783263,0.8805158030999999,1.8805158030999998,0.0003743338320824625,0.00556250205550548,0.00556250205550548,49.68,0.014826892109500804,2.0000000033333336,0.5,0.5,0.05,0.48,2.4,0.66,0.34,0.33,0.609,0.173,0.000828,0.8,-0.0123,0.102,-0.00135,300,107,372,1080,1,2.4,1,10,14.7,600,4,test_initial_guess,0.01,433.9440694,433.9440694,0.158,0.01,0.158,433.9440694,8.1031157466,118245.6024,0.01,0.512855427,15.8,0.9483905468476086,11278.809967654588,199728508.9002399,355.0651821126218,14132.533704196141,3595113160.2043185,69659973911.9253,18,PFOA,ect2_sorbix_lc4,1,,,,,
0.7003011800399999,4.81476611741976e-13,298,101325,0.7003011800399999,2.1585310972052817e-10,298.0,101325.0,0.00011543959250503579,2.1632495679868052e-10,298.0,101325.0,0.000675,700,0.001565593341977757,0.001565593341977757,0.7365999999999999,0.4,2.6171158031,0.05202099823017991,14.15966677034395,1,1.0000000033333334,12146928.089919243,97801.35338099231,124.19999999999999,0.005930756843800322,28.985507246376816,4.003260869565217,0.0973035470883923,106.18339671897742,0.01,2.0,0.2,120000.0,0,-4.766618456245562e-13,1.260542124091936e-05,1000.0,1e-06,2.0779128624620136e-09,1000.0,1.260542124091936e-05,3.447377874594318,0.0021254321451563735,1242.0,4205.607476635514,6047.607476635514,12152975.697395878,0.0004976235966580091,8.678847926055191e-06,1.1953785,1.260542124091936e-05,1.043728894651838e-06,1.273059157936315e-08,3.827491329534243e-08,1.0731284265014752e-08,0.0012625752757885137,0.025252755979783253,0.8805158030999999,1.8805158030999998,0.0003743338320824625,0.005562502055505478,0.005562502055505478,49.68,0.014826892109500804,2.0000000033333336,0.5,0.5,0.05,0.48,2.4,0.66,0.34,0.33,0.609,0.173,0.000828,0.8,-0.0123,0.102,-0.00135,300,107,372,1080,1,2.4,1,10,14.7,600,4,test_initial_guess,0.01,15131.51332,15131.51332,0.158,0.01,0.158,15131.51332,13.6763874594,208752.0367,0.01,0.865594143,15.8,0.9483905468476086,11278.809967654588,199728508.9002399,355.0651821126218,14132.533704196141,3595113160.2043185,69659973911.9253,18,PFOA,ect2_sorbix_lc4,1,,,,,
0.7003011800399999,4.81476611741976e-13,298,101325,0.7003011800399999,2.1585310972052817e-10,298.0,101325.0,0.00011543959250503579,2.1632495679868052e-10,298.0,101325.0,0.000675,700,0.001565593341977757,0.001565593341977757,0.7365999999999999,0.4,2.6171158031,0.05202099823017991,14.15966677034395,1,1.0000000033333334,12146928.089919243,97801.35338099231,124.19999999999999,0.005930756843800322,28.985507246376816,4.003260869565217,0.0973035470883923,106.18339671897742,0.01,2.0,0.2,120000.0,0,-4.766618456245562e-13,1.260542124091936e-05,1000.0,1e-06,2.0779128624620136e-09,1000.0,1.260542124091936e-05,3.447377874594318,0.0021254321451563735,1242.0,4205.607476635514,6047.607476635514,12152975.697395878,0.0004976235966580091,8.678847926055191e-06,1.1953785,1.260542124091936e-05,1.043728894651838e-06,1.273059157936315e-08,3.827491329534243e-08,1.0731284265014752e-08,0.0012625752757885137,0.025252755979783253,0.8805158030999999,1.8805158030999998,0.0003743338320824625,0.005562502055505478,0.005562502055505478,49.68,0.014826892109500804,2.0000000033333336,0.5,0.5,0.05,0.48,2.4,0.66,0.34,0.33,0.609,0.173,0.000828,0.8,-0.0123,0.102,-0.00135,300,107,372,1080,1,2.4,1,10,14.7,600,4,test_initial_guess,0.01,31125.92691,31125.92691,0.158,0.01,0.158,31125.92691,12.193994613800001,254530.6421,0.01,0.771771811,15.8,0.9483905468476086,11278.809967654588,199728508.9002399,355.0651821126218,14132.533704196141,3595113160.2043185,69659973911.9253,18,PFOA,ect2_sorbix_lc4,1,,,,,
0.7003011800399999,4.81476611741976e-13,298,101325,0.7003011800399999,2.1585310972052817e-10,298.0,101325.0,0.00011543959250503579,2.1632495679868052e-10,298.0,101325.0,0.000675,700,0.001565593341977757,0.001565593341977757,0.7365999999999999,0.4,2.6171158031,0.05202099823017991,14.15966677034395,1,1.0000000033333334,12146928.089919243,97801.35338099231,124.19999999999999,0.005930756843800322,28.985507246376816,4.003260869565217,0.0973035470883923,106.18339671897742,0.01,2.0,0.2,120000.0,0,-4.766618456245562e-13,1.260542124091936e-05,1000.0,1e-06,2.0779128624620136e-09,1000.0,1.260542124091936e-05,3.447377874594318,0.0021254321451563735,1242.0,4205.607476635514,6047.607476635514,12152975.697395878,0.0004976235966580091,8.678847926055191e-06,1.1953785,1.260542124091936e-05,1.043728894651838e-06,1.273059157936315e-08,3.827491329534243e-08,1.0731284265014752e-08,0.0012625752757885137,0.025252755979783253,0.8805158030999999,1.8805158030999998,0.0003743338320824625,0.005562502055505478,0.005562502055505478,49.68,0.014826892109500804,2.0000000033333336,0.5,0.5,0.05,0.48,2.4,0.66,0.34,0.33,0.609,0.173,0.000828,0.8,-0.0123,0.102,-0.00135,300,107,372,1080,1,2.4,1,10,14.7,600,4,test_initial_guess,0.01,39771.55588,39771.55588,0.158,0.01,0.158,39771.55588,,,0.01,,15.8,0.9483905468476086,11278.809967654588,199728508.9002399,355.0651821126218,14132.533704196141,3595113160.2043185,69659973911.9253,18,PFOA,ect2_sorbix_lc4,1,,,,,
0.7003011800399999,4.81476611741976e-13,298,101325,0.7003011800399999,2.1585310972052817e-10,298.0,101325.0,0.00011543959250503579,2.1632495679868052e-10,298.0,101325.0,0.000675,700,0.001565593341977757,0.001565593341977757,0.7365999999999999,0.4,2.6171158031,0.05202099823017991,14.15966677034395,1,1.0000000033333334,12146928.089919243,97801.35338099231,124.19999999999999,0.005930756843800322,28.985507246376816,4.003260869565217,0.0973035470883923,106.18339671897742,0.01,2.0,0.2,120000.0,0,-4.766618456245562e-13,1.260542124091936e-05,1000.0,1e-06,2.0779128624620136e-09,1000.0,1.260542124091936e-05,3.447377874594318,0.0021254321451563735,1242.0,4205.607476635514,6047.607476635514,12152975.697395878,0.0004976235966580091,8.678847926055191e-06,1.1953785,1.260542124091936e-05,1.043728894651838e-06,1.273059157936315e-08,3.827491329534243e-08,1.0731284265014752e-08,0.0012625752757885137,0.025252755979783253,0.8805158030999999,1.8805158030999998,0.0003743338320824625,0.005562502055505478,0.005562502055505478,49.68,0.014826892109500804,2.0000000033333336,0.5,0.5,0.05,0.48,2.4,0.66,0.34,0.33,0.609,0.173,0.000828,0.8,-0.0123,0.102,-0.00135,300,107,372,1080,1,2.4,1,10,14.7,600,4,test_initial_guess,0.01,46688.05906,46688.05906,0.158,0.01,0.158,46688.05906,,,0.01,,15.8,0.9483905468476086,11278.809967654588,199728508.9002399,355.0651821126218,14132.533704196141,3595113160.2043185,69659973911.9253,18,PFOA,ect2_sorbix_lc4,1,,,,,
0.7003011800399999,4.81476611741976e-13,298,101325,0.7003011800399999,2.1585310972052817e-10,298.0,101325.0,0.00011543959250503579,2.1632495679868052e-10,298.0,101325.0,0.000675,700,0.001565593341977757,0.001565593341977757,0.7365999999999999,0.4,2.6171158031,0.05202099823017991,14.15966677034395,1,1.0000000033333334,12146928.089919243,97801.35338099231,124.19999999999999,0.005930756843800322,28.985507246376816,4.003260869565217,0.0973035470883923,106.18339671897742,0.01,2.0,0.2,120000.0,0,-4.766618456245562e-13,1.260542124091936e-05,1000.0,1e-06,2.0779128624620136e-09,1000.0,1.260542124091936e-05,3.447377874594318,0.0021254321451563735,1242.0,4205.607476635514,6047.607476635514,12152975.697395878,0.0004976235966580091,8.678847926055191e-06,1.1953785,1.260542124091936e-05,1.043728894651838e-06,1.273059157936315e-08,3.827491329534243e-08,1.0731284265014752e-08,0.0012625752757885137,0.025252755979783253,0.8805158030999999,1.8805158030999998,0.0003743338320824625,0.005562502055505478,0.005562502055505478,49.68,0.014826892109500804,2.0000000033333336,0.5,0.5,0.05,0.48,2.4,0.66,0.34,0.33,0.609,0.173,0.000828,0.8,-0.0123,0.102,-0.00135,300,107,372,1080,1,2.4,1,10,14.7,600,4,test_initial_guess,0.01,56198.25092,56198.25092,0.158,0.01,0.158,56198.25092,,,0.01,,15.8,0.9483905468476086,11278.809967654588,199728508.9002399,355.0651821126218,14132.533704196141,3595113160.2043185,69659973911.9253,18,PFOA,ect2_sorbix_lc4,1,,,,,
0.7003011800399999,4.81476611741976e-13,298,101325,0.7003011800399999,2.1585310972052905e-10,298.0,101325.0,0.0001006684834258687,2.16175912474585e-10,298.0,101325.0,0.000675,700,0.0015655933419695207,0.0015655933419695207,0.7365999999999999,0.4,2.6171158031,0.05202099823017991,14.15966677034395,1,1.0000000033333334,13930142.52029012,112158.9574902586,124.19999999999999,0.005930756843800322,28.98550724637681,4.003260869565217,0.0973035470883923,106.18339671897742,0.164778364,2.0,0.2,120000.0,0,-4.0213968335487e-13,1.260542124091936e-05,1000.0,1e-06,1.8120328681796147e-09,1000.0,1.260542124091936e-05,3.447377874594318,0.0021254321451563735,1242.0,4205.607476635514,6047.607476635514,13936190.127766754,0.000433949840034554,8.678847926055191e-06,1.1953785,1.260542124091936e-05,1.0437288946463472e-06,1.1101640309083934e-08,3.337742143539275e-08,9.358155685178212e-09,0.0012625752757818715,0.02525275597976016,0.8805158030999999,1.8805158030999998,0.0003743576791906662,0.005562502055505478,0.005562502055505478,49.68,0.014826892109500804,2.0000000033333336,0.5,0.5,0.05,0.48,2.4,0.66,0.34,0.33,0.609,0.173,0.000828,0.8,-0.0123,0.102,-0.00135,300,107,372,1080,1,2.4,1,10,14.7,600,4,test_initial_guess,0.164778364,69239.8497,69239.8497,2.6034981512,0.164778364,2.6034981512,69239.8497,,,0.164778364,,15.8,0.9483905468476086,11278.809967654588,199728508.9002399,355.0651821126218,14132.533704196141,3595113160.2043185,69659973911.9253,18,PFOA,ect2_sorbix_lc4,1,,,,,
0.7003011800399999,4.81476611741976e-13,298,101325,0.7003011800399999,2.158531097205394e-10,298.0,101325.0,9.951771878239046e-05,2.1613705212278803e-10,298.0,101325.0,0.000675,700,0.0015655933419673734,0.0015655933419673734,0.7365999999999999,0.4,2.6171158031,0.05202099823017991,14.15966677034395,1,1.0000000033333334,14091293.017385375,113456.46551840077,124.19999999999999,0.005930756843800322,28.985507246376816,4.003260869565217,0.0973035470883923,106.18339671897742,0.205133753,2.0,0.2,120000.0,0,-3.827095073936205e-13,1.260542124091936e-05,1000.0,1e-06,1.7913190965515534e-09,1000.0,1.260542124091936e-05,3.447377874594318,0.0021254321451563735,1242.0,4205.607476635514,6047.607476635514,14097340.62486201,0.00042898924255046936,8.678847926055191e-06,1.1953785,1.260542124091936e-05,1.0437288946449155e-06,1.097473446904014e-08,3.2995875142428434e-08,9.25118008737784e-09,0.0012625752757801398,0.02525275597975414,0.8805158030999999,1.8805158030999998,0.0003743595370346388,0.005562502055505478,0.005562502055505478,49.68,0.014826892109500804,2.0000000033333336,0.5,0.5,0.05,0.48,2.4,0.66,0.34,0.33,0.609,0.173,0.000828,0.8,-0.0123,0.102,-0.00135,300,107,372,1080,1,2.4,1,10,14.7,600,4,test_initial_guess,0.205133753,77039.2046,77039.2046,3.2411132974,0.205133753,3.2411132974,77039.2046,,,0.205133753,,15.8,0.9483905468476086,11278.809967654588,199728508.9002399,355.0651821126218,14132.533704196141,3595113160.2043185,69659973911.9253,18,PFOA,ect2_sorbix_lc4,1,,,,,
0.7003011800399999,4.81476611741976e-13,298,101325,0.7003011800399999,2.158531097205275e-10,298.0,101325.0,9.640902413679503e-05,2.1599268617206143e-10,298.0,101325.0,0.000675,700,0.0015655933419593958,0.0015655933419593958,0.7365999999999999,0.4,2.6171158031,0.05202099823017991,14.15966677034395,1,1.0000000033333334,14545861.34222636,117116.43592774848,124.19999999999999,0.005930756843800322,28.985507246376816,4.003260869565217,0.0973035470883923,106.18339671897742,0.355053757,2.0,0.2,120000.0,0,-3.105265318353571e-13,1.260542124091936e-05,1000.0,1e-06,1.7353625630420307e-09,1000.0,1.260542124091936e-05,3.447377874594318,0.0021254321451563735,1242.0,4205.607476635514,6047.607476635514,14551908.949702995,0.0004155886006116707,8.678847926055191e-06,1.1953785,1.260542124091936e-05,1.0437288946395972e-06,1.0631908886471606e-08,3.1965159533775444e-08,8.962194398261635e-09,0.0012625752757737061,0.025252755979731773,0.8805158030999999,1.8805158030999998,0.000374364555845767,0.005562502055505478,0.005562502055505478,49.68,0.014826892109500804,2.0000000033333336,0.5,0.5,0.05,0.48,2.4,0.66,0.34,0.33,0.609,0.173,0.000828,0.8,-0.0123,0.102,-0.00135,300,107,372,1080,1,2.4,1,10,14.7,600,4,test_initial_guess,0.355053757,85753.00103,85753.00103,5.609849360600001,0.355053757,5.609849360600001,85753.00103,,,0.355053757,,15.8,0.9483905468476086,11278.809967654588,199728508.9002399,355.0651821126218,14132.533704196141,3595113160.2043185,69659973911.9253,18,PFOA,ect2_sorbix_lc4,1,,,,,
0.7003011800399999,4.81476611741976e-13,298,101325,0.7003011800399999,2.158531097205323e-10,298.0,101325.0,9.590990296655505e-05,2.1596437435363184e-10,298.0,101325.0,0.000675,700,0.0015655933419578313,0.0015655933419578313,0.7365999999999999,0.4,2.6171158031,0.05202099823017991,14.15966677034395,1,1.0000000033333334,14621590.68067666,117726.17295230807,124.19999999999999,0.005930756843800322,28.985507246376816,4.003260869565217,0.0973035470883923,106.18339671897742,0.384454789,2.0,0.2,120000.0,0,-2.9637062256627963e-13,1.260542124091936e-05,1000.0,1e-06,1.7263783761161742e-09,1000.0,1.260542124091936e-05,3.447377874594318,0.0021254321451563735,1242.0,4205.607476635514,6047.607476635514,14627638.288153294,0.0004134370400403858,8.678847926055191e-06,1.1953785,1.260542124091936e-05,1.043728894638554e-06,1.0576866000492642e-08,3.179967141209338e-08,8.915795858756912e-09,0.0012625752757724445,0.025252755979727384,0.8805158030999999,1.8805158030999998,0.0003743653616486671,0.005562502055505478,0.005562502055505478,49.68,0.014826892109500804,2.0000000033333336,0.5,0.5,0.05,0.48,2.4,0.66,0.34,0.33,0.609,0.173,0.000828,0.8,-0.0123,0.102,-0.00135,300,107,372,1080,1,2.4,1,10,14.7,600,4,test_initial_guess,0.384454789,93547.36807,93547.36807,6.0743856662,0.384454789,6.0743856662,93547.36807,,,0.384454789,,15.8,0.9483905468476086,11278.809967654588,199728508.9002399,355.0651821126218,14132.533704196141,3595113160.2043185,69659973911.9253,18,PFOA,ect2_sorbix_lc4,1,,,,,
