"fs.unit.process_flow.properties_in[0.0].flow_mol_phase_comp[Liq,H2O]","fs.unit.process_flow.properties_in[0.0].flow_mol_phase_comp[Liq,PFOA]",fs.unit.process_flow.properties_in[0.0].temperature,fs.unit.process_flow.properties_in[0.0].pressure,"fs.unit.process_flow.properties_out[0.0].flow_mol_phase_comp[Liq,H2O]","fs.unit.process_flow.properties_out[0.0].flow_mol_phase_comp[Liq,PFOA]",fs.unit.process_flow.properties_out[0.0].temperature,fs.unit.process_flow.properties_out[0.0].pressure,"fs.unit.gac_removed[0.0].flow_mol_phase_comp[Liq,H2O]","fs.unit.gac_removed[0.0].flow_mol_phase_comp[Liq,PFOA]",fs.unit.gac_removed[0.0].temperature,fs.unit.gac_removed[0.0].pressure,fs.unit.freund_k,fs.unit.freund_ninv,fs.unit.ds,fs.unit.kf,fs.unit.equil_conc,fs.unit.dg,fs.unit.N_Bi,fs.unit.velocity_sup,fs.unit.velocity_int,fs.unit.bed_voidage,fs.unit.bed_length,fs.unit.bed_diameter,fs.unit.bed_area,fs.unit.bed_volume,fs.unit.ebct,fs.unit.residence_time,fs.unit.bed_mass_gac,fs.unit.particle_dens_app,fs.unit.particle_dens_bulk,fs.unit.particle_dia,fs.unit.min_N_St,fs.unit.min_ebct,fs.unit.throughput,fs.unit.min_residence_time,fs.unit.min_operational_time,fs.unit.conc_ratio_replace,fs.unit.operational_time,fs.unit.bed_volumes_treated,fs.unit.ele_throughput[1],fs.unit.ele_throughput[2],fs.unit.ele_throughput[3],fs.unit.ele_throughput[4],fs.unit.ele_throughput[5],fs.unit.ele_min_operational_time[1],fs.unit.ele_min_operational_time[2],fs.unit.ele_min_operational_time[3],fs.unit.ele_min_operational_time[4],fs.unit.ele_min_operational_time[5],fs.unit.ele_conc_ratio_replace[0],fs.unit.ele_conc_ratio_replace[1],fs.unit.ele_conc_ratio_replace[2],fs.unit.ele_conc_ratio_replace[3],fs.unit.ele_conc_ratio_replace[4],fs.unit.ele_conc_ratio_replace[5],fs.unit.ele_operational_time[0],fs.unit.ele_operational_time[1],fs.unit.ele_operational_time[2],fs.unit.ele_operational_time[3],fs.unit.ele_operational_time[4],fs.unit.ele_operational_time[5],fs.unit.ele_conc_ratio_term[1],fs.unit.ele_conc_ratio_term[2],fs.unit.ele_conc_ratio_term[3],fs.unit.ele_conc_ratio_term[4],fs.unit.ele_conc_ratio_term[5],fs.unit.conc_ratio_avg,fs.unit.mass_adsorbed,fs.unit.gac_usage_rate,fs.unit.a0,fs.unit.a1,fs.unit.b0,fs.unit.b1,fs.unit.b2,fs.unit.b3,fs.unit.b4,fs.unit.N_Re,fs.unit.N_Sc,fs.unit.shape_correction_factor,"fs.unit.process_flow.mass_transfer_term[0.0,Liq,H2O]","fs.unit.process_flow.mass_transfer_term[0.0,Liq,PFOA]","fs.unit.process_flow.properties_in[0.0].conc_mass_phase_comp[Liq,H2O]","fs.unit.process_flow.properties_in[0.0].conc_mass_phase_comp[Liq,PFOA]",fs.unit.process_flow.properties_in[0.0].dens_mass_phase[Liq],"fs.unit.process_flow.properties_in[0.0].mass_frac_phase_comp[Liq,H2O]","fs.unit.process_flow.properties_in[0.0].mass_frac_phase_comp[Liq,PFOA]","fs.unit.process_flow.properties_in[0.0].flow_mass_phase_comp[Liq,H2O]","fs.unit.process_flow.properties_in[0.0].flow_mass_phase_comp[Liq,PFOA]",fs.unit.process_flow.properties_in[0.0].flow_vol_phase[Liq],"fs.unit.process_flow.properties_in[0.0].diffus_phase_comp[Liq,PFOA]","fs.unit.gac_removed[0.0].flow_mass_phase_comp[Liq,H2O]","fs.unit.gac_removed[0.0].flow_mass_phase_comp[Liq,PFOA]",fs.unit.elements_ss_approx,fs.unit.conc_ratio_start_breakthrough,fs.unit.process_flow.properties_in[0.0].hl_diffus_cont,fs.unit.process_flow.properties_in[0.0].hl_visc_coeff,fs.unit.process_flow.properties_in[0.0].hl_molar_volume_coeff,flag,filtered_x,filtered_y,all_bvs,all_cbs,all_cnorms,keep_cbs,keep_bvs,excl_cbs,excl_bvs,keep_cnorms,excl_cnorms,c0,R^2,MAE,MSE,MAPE (%),RMSE,SS Residual,SS Total,n,media,species,curve,"fs.unit.process_flow.properties_in[0.0].flow_mol_phase_comp[Liq,PFBS]","fs.unit.process_flow.properties_out[0.0].flow_mol_phase_comp[Liq,PFBS]","fs.unit.gac_removed[0.0].flow_mol_phase_comp[Liq,PFBS]","fs.unit.process_flow.mass_transfer_term[0.0,Liq,PFBS]","fs.unit.process_flow.properties_in[0.0].conc_mass_phase_comp[Liq,PFBS]","fs.unit.process_flow.properties_in[0.0].mass_frac_phase_comp[Liq,PFBS]","fs.unit.process_flow.properties_in[0.0].flow_mass_phase_comp[Liq,PFBS]","fs.unit.process_flow.properties_in[0.0].diffus_phase_comp[Liq,PFBS]","fs.unit.gac_removed[0.0].flow_mass_phase_comp[Liq,PFBS]"
0.5695642730465565,3.9119974704035554e-13,298.15,101325,0.5695642730465565,3.9119974704035575e-14,298.15,101325.0,0,3.5207977233631997e-13,298.15,101325.0,3.7,0.8316,2e-13,2.2702742438444603e-05,1.2039403154122855e-06,57975.542069739335,0.7808940744003999,0.0021860311155246,0.0048686661815693,0.449,1.3208,0.0772741990001551,0.00468984949125,0.006194353208043,604.2,271.28580000000005,2.1161149429316493,620,341.61999999999995,0.00065,32.71368177440913,849.929424457173,0.8193913777588755,381.61831158127063,18128960.566331748,0.01,11732263.066980207,19417.846850347905,0.8171037290212039,0.8874920507298238,0.92617001412789,0.9581440852341824,0.9881619933151106,12298200.244360711,13357612.463999018,13939753.166603902,14420993.815895326,14872792.322479416,0,0.0100000000028273,0.132500000000183,0.2550000000000835,0.3775000000000535,0.5000000000001515,0,8708429.323450925,9767841.54308923,10349982.245694114,10831222.894985538,11283021.401569627,0.0038590857115523,0.0066899740761891,0.0099964147132498,0.0134886170943463,0.0175685738527558,0.1,1.7103958474551263e-06,1.8036715771298048e-07,3.68421,13.1579,0.784576,0.239663,0.484422,0.003206,0.134987,3.164633018020109,2048.4131747046263,1,0,-3.5207977233631997e-13,999.9999999842,1.5800000000000006e-08,1000.0,0.9999999999842,1.5800000000000003e-11,0.010252156914838,1.6198407925700001e-13,1.0252156915e-05,4.881827613436416e-10,0.0,1.4578567133130005e-13,5,0.01,1.326e-08,1.14,0.589,test_initial_guess,0.01,195.30728971359375,195.30728971359375,0.158,0.01,0.158,195.30728971359375,4.559748428,28905.479167643203,0.01,0.2885916726582278,15.8,0.6586948997756907,8800.611625308396,90756401.62245378,172.50586823232464,9526.615433744231,1361346024.3368068,3988648348.477993,15,calgon_f600,PFOA,1,,,,,,,,,
0.5695642730465565,3.9119974704035554e-13,298.15,101325,0.5695642730465565,3.9119974704035575e-14,298.15,101325.0,0,3.5207977233631997e-13,298.15,101325.0,3.7,0.8316,2e-13,2.2702742438444603e-05,1.2039403154122855e-06,57975.542069739335,0.7808940744003999,0.0021860311155246,0.0048686661815693,0.449,1.3208,0.0772741990001551,0.00468984949125,0.006194353208043,604.2,271.28580000000005,2.1161149429316493,620,341.61999999999995,0.00065,32.71368177440913,849.929424457173,0.8193913777588755,381.61831158127063,18128960.566331748,0.01,11732263.066980207,19417.846850347905,0.8171037290212039,0.8874920507298238,0.92617001412789,0.9581440852341824,0.9881619933151106,12298200.244360711,13357612.463999018,13939753.166603902,14420993.815895326,14872792.322479416,0,0.0100000000028273,0.132500000000183,0.2550000000000835,0.3775000000000535,0.5000000000001515,0,8708429.323450925,9767841.54308923,10349982.245694114,10831222.894985538,11283021.401569627,0.0038590857115523,0.0066899740761891,0.0099964147132498,0.0134886170943463,0.0175685738527558,0.1,1.7103958474551263e-06,1.8036715771298048e-07,3.68421,13.1579,0.784576,0.239663,0.484422,0.003206,0.134987,3.164633018020109,2048.4131747046263,1,0,-3.5207977233631997e-13,999.9999999842,1.5800000000000006e-08,1000.0,0.9999999999842,1.5800000000000003e-11,0.010252156914838,1.6198407925700001e-13,1.0252156915e-05,4.881827613436416e-10,0.0,1.4578567133130005e-13,5,0.01,1.326e-08,1.14,0.589,test_initial_guess,0.01,7812.291667643202,7812.291667643202,0.158,0.01,0.158,7812.291667643202,5.974842767,31053.8593764648,0.01,0.3781546055063291,15.8,0.6586948997756907,8800.611625308396,90756401.62245378,172.50586823232464,9526.615433744231,1361346024.3368068,3988648348.477993,15,calgon_f600,PFOA,1,,,,,,,,,
0.5695642730465565,3.9119974704035554e-13,298.15,101325,0.5695642730465565,3.9119974704035575e-14,298.15,101325.0,0,3.5207977233631997e-13,298.15,101325.0,3.7,0.8316,2e-13,2.2702742438444603e-05,1.2039403154122855e-06,57975.542069739335,0.7808940744003999,0.0021860311155246,0.0048686661815693,0.449,1.3208,0.0772741990001551,0.00468984949125,0.006194353208043,604.2,271.28580000000005,2.1161149429316493,620,341.61999999999995,0.00065,32.71368177440913,849.929424457173,0.9073916772795544,381.61831158127063,20075959.281645592,0.1691744287974683,13679261.782294054,22640.28762379022,0.8171037290212039,0.8874920507298238,0.92617001412789,0.9581440852341824,0.9881619933151106,12298200.244360711,13357612.463999018,13939753.166603902,14420993.815895326,14872792.322479416,0,0.0100000000028273,0.132500000000183,0.2550000000000835,0.3775000000000535,0.5000000000001515,0,8708429.323450925,9767841.54308923,10349982.245694114,10831222.894985538,11283021.401569627,0.0038590857115523,0.0066899740761891,0.0099964147132498,0.0134886170943463,0.0175685738527558,0.1,1.9942403622483344e-06,1.5469511269027159e-07,3.68421,13.1579,0.784576,0.239663,0.484422,0.003206,0.134987,3.164633018020109,2048.4131747046263,1,0,-3.5207977233631997e-13,999.9999999842,1.5800000000000006e-08,1000.0,0.9999999999842,1.5800000000000003e-11,0.010252156914838,1.6198407925700001e-13,1.0252156915e-05,4.881827613436416e-10,0.0,1.4578567133130005e-13,5,0.01,1.326e-08,1.14,0.589,test_initial_guess,0.1691744287974683,11718.437501464809,11718.437501464809,2.6729559749999994,0.1691744287974683,2.6729559749999994,11718.437501464809,5.974842767,33006.9322911784,0.1691744287974683,0.3781546055063291,15.8,0.6586948997756907,8800.611625308396,90756401.62245378,172.50586823232464,9526.615433744231,1361346024.3368068,3988648348.477993,15,calgon_f600,PFOA,1,,,,,,,,,
0.5695642730465565,3.9119974704035554e-13,298.15,101325,0.5695642730465565,3.9119974704035575e-14,298.15,101325.0,0,3.5207977233631997e-13,298.15,101325.0,3.7,0.8316,2e-13,2.2702742438444603e-05,1.2039403154122855e-06,57975.542069739335,0.7808940744003999,0.0021860311155246,0.0048686661815693,0.449,1.3208,0.0772741990001551,0.00468984949125,0.006194353208043,604.2,271.28580000000005,2.1161149429316493,620,341.61999999999995,0.00065,32.71368177440913,849.929424457173,0.9198953341422518,381.61831158127063,20352601.56560368,0.2089801767088607,13955904.066252142,23098.153039146215,0.8171037290212039,0.8874920507298238,0.92617001412789,0.9581440852341824,0.9881619933151106,12298200.244360711,13357612.463999018,13939753.166603902,14420993.815895326,14872792.322479416,0,0.0100000000028273,0.132500000000183,0.2550000000000835,0.3775000000000535,0.5000000000001515,0,8708429.323450925,9767841.54308923,10349982.245694114,10831222.894985538,11283021.401569627,0.0038590857115523,0.0066899740761891,0.0099964147132498,0.0134886170943463,0.0175685738527558,0.1,2.0345708433337888e-06,1.516286535709875e-07,3.68421,13.1579,0.784576,0.239663,0.484422,0.003206,0.134987,3.164633018020109,2048.4131747046263,1,0,-3.5207977233631997e-13,999.9999999842,1.5800000000000006e-08,1000.0,0.9999999999842,1.5800000000000003e-11,0.010252156914838,1.6198407925700001e-13,1.0252156915e-05,4.881827613436416e-10,0.0,1.4578567133130005e-13,5,0.01,1.326e-08,1.14,0.589,test_initial_guess,0.2089801767088607,13866.817710286408,13866.817710286408,3.3018867919999995,0.2089801767088607,3.3018867919999995,13866.817710286408,,,0.2089801767088607,,15.8,0.6586948997756907,8800.611625308396,90756401.62245378,172.50586823232464,9526.615433744231,1361346024.3368068,3988648348.477993,15,calgon_f600,PFOA,1,,,,,,,,,
0.5695642730465565,3.9119974704035554e-13,298.15,101325,0.5695642730465565,3.9119974704035575e-14,298.15,101325.0,0,3.5207977233631997e-13,298.15,101325.0,3.7,0.8316,2e-13,2.2702742438444603e-05,1.2039403154122855e-06,57975.542069739335,0.7808940744003999,0.0021860311155246,0.0048686661815693,0.449,1.3208,0.0772741990001551,0.00468984949125,0.006194353208043,604.2,271.28580000000005,2.1161149429316493,620,341.61999999999995,0.00065,32.71368177440913,849.929424457173,0.9366623822460264,381.61831158127063,20723570.99747458,0.2686887986708861,14326873.49812304,23712.1375341328,0.8171037290212039,0.8874920507298238,0.92617001412789,0.9581440852341824,0.9881619933151106,12298200.244360711,13357612.463999018,13939753.166603902,14420993.815895326,14872792.322479416,0,0.0100000000028273,0.132500000000183,0.2550000000000835,0.3775000000000535,0.5000000000001515,0,8708429.323450925,9767841.54308923,10349982.245694114,10831222.894985538,11283021.401569627,0.0038590857115523,0.0066899740761891,0.0099964147132498,0.0134886170943463,0.0175685738527558,0.1,2.0886528710024783e-06,1.4770249372334416e-07,3.68421,13.1579,0.784576,0.239663,0.484422,0.003206,0.134987,3.164633018020109,2048.4131747046263,1,0,-3.5207977233631997e-13,999.9999999842,1.5800000000000006e-08,1000.0,0.9999999999842,1.5800000000000003e-11,0.010252156914838,1.6198407925700001e-13,1.0252156915e-05,4.881827613436416e-10,0.0,1.4578567133130005e-13,5,0.01,1.326e-08,1.14,0.589,test_initial_guess,0.2686887986708861,16991.734376464807,16991.734376464807,4.245283019,0.2686887986708861,4.245283019,16991.734376464807,,,0.2686887986708861,,15.8,0.6586948997756907,8800.611625308396,90756401.62245378,172.50586823232464,9526.615433744231,1361346024.3368068,3988648348.477993,15,calgon_f600,PFOA,1,,,,,,,,,
0.5695642730465565,3.9119974704035554e-13,298.15,101325,0.5695642730465565,3.9119974704035575e-14,298.15,101325.0,0,3.5207977233631997e-13,298.15,101325.0,3.7,0.8316,2e-13,2.2702742438444603e-05,1.2039403154122855e-06,57975.542069739335,0.7808940744003999,0.0021860311155246,0.0048686661815693,0.449,1.3208,0.0772741990001551,0.00468984949125,0.006194353208043,604.2,271.28580000000005,2.1161149429316493,620,341.61999999999995,0.00065,32.71368177440913,849.929424457173,0.939287107866488,381.61831158127063,20781642.815853897,0.2786402356329113,14384945.316502351,23808.251103115446,0.8171037290212039,0.8874920507298238,0.92617001412789,0.9581440852341824,0.9881619933151106,12298200.244360711,13357612.463999018,13939753.166603902,14420993.815895326,14872792.322479416,0,0.0100000000028273,0.132500000000183,0.2550000000000835,0.3775000000000535,0.5000000000001515,0,8708429.323450925,9767841.54308923,10349982.245694114,10831222.894985538,11283021.401569627,0.0038590857115523,0.0066899740761891,0.0099964147132498,0.0134886170943463,0.0175685738527558,0.1,2.097118910030335e-06,1.4710622086995794e-07,3.68421,13.1579,0.784576,0.239663,0.484422,0.003206,0.134987,3.164633018020109,2048.4131747046263,1,0,-3.5207977233631997e-13,999.9999999842,1.5800000000000006e-08,1000.0,0.9999999999842,1.5800000000000003e-11,0.010252156914838,1.6198407925700001e-13,1.0252156915e-05,4.881827613436416e-10,0.0,1.4578567133130005e-13,5,0.01,1.326e-08,1.14,0.589,test_initial_guess,0.2786402356329113,18944.807291178397,18944.807291178397,4.402515722999999,0.2786402356329113,4.402515722999999,18944.807291178397,,,0.2786402356329113,,15.8,0.6586948997756907,8800.611625308396,90756401.62245378,172.50586823232464,9526.615433744231,1361346024.3368068,3988648348.477993,15,calgon_f600,PFOA,1,,,,,,,,,
0.5695642730465565,3.9119974704035554e-13,298.15,101325,0.5695642730465565,3.9119974704035575e-14,298.15,101325.0,0,3.5207977233631997e-13,298.15,101325.0,3.7,0.8316,2e-13,2.2702742438444603e-05,1.2039403154122855e-06,57975.542069739335,0.7808940744003999,0.0021860311155246,0.0048686661815693,0.449,1.3208,0.0772741990001551,0.00468984949125,0.006194353208043,604.2,271.28580000000005,2.1161149429316493,620,341.61999999999995,0.00065,32.71368177440913,849.929424457173,0.9469191050024311,381.61831158127063,20950500.06633936,0.3084945465822785,14553802.566987826,24087.723546818648,0.8171037290212039,0.8874920507298238,0.92617001412789,0.9581440852341824,0.9881619933151106,12298200.244360711,13357612.463999018,13939753.166603902,14420993.815895326,14872792.322479416,0,0.0100000000028273,0.132500000000183,0.2550000000000835,0.3775000000000535,0.5000000000001515,0,8708429.323450925,9767841.54308923,10349982.245694114,10831222.894985538,11283021.401569627,0.0038590857115523,0.0066899740761891,0.0099964147132498,0.0134886170943463,0.0175685738527558,0.1,2.121735877651518e-06,1.453994537298183e-07,3.68421,13.1579,0.784576,0.239663,0.484422,0.003206,0.134987,3.164633018020109,2048.4131747046263,1,0,-3.5207977233631997e-13,999.9999999842,1.5800000000000006e-08,1000.0,0.9999999999842,1.5800000000000003e-11,0.010252156914838,1.6198407925700001e-13,1.0252156915e-05,4.881827613436416e-10,0.0,1.4578567133130005e-13,5,0.01,1.326e-08,1.14,0.589,test_initial_guess,0.3084945465822785,20897.880210286407,20897.880210286407,4.874213836,0.3084945465822785,4.874213836,20897.880210286407,,,0.3084945465822785,,15.8,0.6586948997756907,8800.611625308396,90756401.62245378,172.50586823232464,9526.615433744231,1361346024.3368068,3988648348.477993,15,calgon_f600,PFOA,1,,,,,,,,,
0.5695642730465565,3.9119974704035554e-13,298.15,101325,0.5695642730465565,3.9119974704035575e-14,298.15,101325.0,0,3.5207977233631997e-13,298.15,101325.0,3.7,0.8316,2e-13,2.2702742438444603e-05,1.2039403154122855e-06,57975.542069739335,0.7808940744003999,0.0021860311155246,0.0048686661815693,0.449,1.3208,0.0772741990001551,0.00468984949125,0.006194353208043,604.2,271.28580000000005,2.1161149429316493,620,341.61999999999995,0.00065,32.71368177440913,849.929424457173,0.9469191050024311,381.61831158127063,20950500.06633936,0.3084945465822785,14553802.566987826,24087.723546818648,0.8171037290212039,0.8874920507298238,0.92617001412789,0.9581440852341824,0.9881619933151106,12298200.244360711,13357612.463999018,13939753.166603902,14420993.815895326,14872792.322479416,0,0.0100000000028273,0.132500000000183,0.2550000000000835,0.3775000000000535,0.5000000000001515,0,8708429.323450925,9767841.54308923,10349982.245694114,10831222.894985538,11283021.401569627,0.0038590857115523,0.0066899740761891,0.0099964147132498,0.0134886170943463,0.0175685738527558,0.1,2.121735877651518e-06,1.453994537298183e-07,3.68421,13.1579,0.784576,0.239663,0.484422,0.003206,0.134987,3.164633018020109,2048.4131747046263,1,0,-3.5207977233631997e-13,999.9999999842,1.5800000000000006e-08,1000.0,0.9999999999842,1.5800000000000003e-11,0.010252156914838,1.6198407925700001e-13,1.0252156915e-05,4.881827613436416e-10,0.0,1.4578567133130005e-13,5,0.01,1.326e-08,1.14,0.589,test_initial_guess,0.3084945465822785,23241.5677088216,23241.5677088216,4.874213836,0.3084945465822785,4.874213836,23241.5677088216,,,0.3084945465822785,,15.8,0.6586948997756907,8800.611625308396,90756401.62245378,172.50586823232464,9526.615433744231,1361346024.3368068,3988648348.477993,15,calgon_f600,PFOA,1,,,,,,,,,
0.5695642730465565,3.9119974704035554e-13,298.15,101325,0.5695642730465565,3.9119974704035575e-14,298.15,101325.0,0,3.5207977233631997e-13,298.15,101325.0,3.7,0.8316,2e-13,2.2702742438444603e-05,1.2039403154122855e-06,57975.542069739335,0.7808940744003999,0.0021860311155246,0.0048686661815693,0.449,1.3208,0.0772741990001551,0.00468984949125,0.006194353208043,604.2,271.28580000000005,2.1161149429316493,620,341.61999999999995,0.00065,32.71368177440913,849.929424457173,0.959061805485924,381.61831158127063,21219156.22285899,0.3582517315189873,14822458.723507453,24532.371273597237,0.8171037290212039,0.8874920507298238,0.92617001412789,0.9581440852341824,0.9881619933151106,12298200.244360711,13357612.463999018,13939753.166603902,14420993.815895326,14872792.322479416,0,0.0100000000028273,0.132500000000183,0.2550000000000835,0.3775000000000535,0.5000000000001515,0,8708429.323450925,9767841.54308923,10349982.245694114,10831222.894985538,11283021.401569627,0.0038590857115523,0.0066899740761891,0.0099964147132498,0.0134886170943463,0.0175685738527558,0.1,2.160902095787018e-06,1.427640975363711e-07,3.68421,13.1579,0.784576,0.239663,0.484422,0.003206,0.134987,3.164633018020109,2048.4131747046263,1,0,-3.5207977233631997e-13,999.9999999842,1.5800000000000006e-08,1000.0,0.9999999999842,1.5800000000000003e-11,0.010252156914838,1.6198407925700001e-13,1.0252156915e-05,4.881827613436416e-10,0.0,1.4578567133130005e-13,5,0.01,1.326e-08,1.14,0.589,test_initial_guess,0.3582517315189873,25194.640623535197,25194.640623535197,5.660377358,0.3582517315189873,5.660377358,25194.640623535197,,,0.3582517315189873,,15.8,0.6586948997756907,8800.611625308396,90756401.62245378,172.50586823232464,9526.615433744231,1361346024.3368068,3988648348.477993,15,calgon_f600,PFOA,1,,,,,,,,,
0.5695642730465565,3.9119974704035554e-13,298.15,101325,0.5695642730465565,3.9119974704035575e-14,298.15,101325.0,0,3.5207977233631997e-13,298.15,101325.0,3.7,0.8316,2e-13,2.2702742438444603e-05,1.2039403154122855e-06,57975.542069739335,0.7808940744003999,0.0021860311155246,0.0048686661815693,0.449,1.3208,0.0772741990001551,0.00468984949125,0.006194353208043,604.2,271.28580000000005,2.1161149429316493,620,341.61999999999995,0.00065,32.71368177440913,849.929424457173,0.9683969534968874,381.61831158127063,21425695.53333417,0.3980574794936708,15028998.033982623,24874.210582559794,0.8171037290212039,0.8874920507298238,0.92617001412789,0.9581440852341824,0.9881619933151106,12298200.244360711,13357612.463999018,13939753.166603902,14420993.815895326,14872792.322479416,0,0.0100000000028273,0.132500000000183,0.2550000000000835,0.3775000000000535,0.5000000000001515,0,8708429.323450925,9767841.54308923,10349982.245694114,10831222.894985538,11283021.401569627,0.0038590857115523,0.0066899740761891,0.0099964147132498,0.0134886170943463,0.0175685738527558,0.1,2.191012567820945e-06,1.4080213053104565e-07,3.68421,13.1579,0.784576,0.239663,0.484422,0.003206,0.134987,3.164633018020109,2048.4131747046263,1,0,-3.5207977233631997e-13,999.9999999842,1.5800000000000006e-08,1000.0,0.9999999999842,1.5800000000000003e-11,0.010252156914838,1.6198407925700001e-13,1.0252156915e-05,4.881827613436416e-10,0.0,1.4578567133130005e-13,5,0.01,1.326e-08,1.14,0.589,test_initial_guess,0.3980574794936708,27147.713542643203,27147.713542643203,6.289308176,0.3980574794936708,6.289308176,27147.713542643203,,,0.3980574794936708,,15.8,0.6586948997756907,8800.611625308396,90756401.62245378,172.50586823232464,9526.615433744231,1361346024.3368068,3988648348.477993,15,calgon_f600,PFOA,1,,,,,,,,,
